
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20279.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000001530,
20276.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000001531,
20244.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000001531,
20279,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,,610000001531,
20244,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000001532,
20284.7,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000001532,
20277.5,µm,Spine,Spine Terminal Pt Distance from Origin,4,4,1,,610000001532,
20243.5,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000001533,
20277.9,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000001533,
20271,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001534,
20241.3,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001535,
20270.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000001535,
20242.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001536,
20267.8,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000001536,
20240.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001537,
20268.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000001537,
20268.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000001538,
20267.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,,610000001539,
20269.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000001540,
20269,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000001541,
20268,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000001542,
20267.9,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000001543,
20267.7,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000001544,
20272.8,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001545,
20272.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000001546,
20272.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,,610000001547,
20272.7,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,,610000001548,
20273.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,,610000001549,
20271,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000001550,
20269.4,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,,610000001551,
20276.4,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001552,
20275.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001554,
