
Spine Terminal Pt Intensity Center Ch=4 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
0,,Spine,4,0,Image 1,1,,610000001281,
0,,Spine,4,6,Image 1,1,100000001,610000001289,
0,,Spine,4,0,Image 1,1,,610000001291,
0,,Spine,4,3,Image 1,1,100000001,610000001298,
0,,Spine,4,1,Image 1,1,100000002,610000001300,
0,,Spine,4,0,Image 1,1,,610000001302,
0,,Spine,4,3,Image 1,1,100000002,610000001311,
0,,Spine,4,5,Image 1,1,100000001,610000001314,
0,,Spine,4,0,Image 1,1,,610000001316,
0,,Spine,4,0,Image 1,1,,610000001320,
0,,Spine,4,0,Image 1,1,100000001,610000001328,
0,,Spine,4,0,Image 1,1,,610000001330,
31,,Spine,4,4,Image 1,1,100000001,610000001338,
0,,Spine,4,0,Image 1,1,,610000001340,
0,,Spine,4,0,Image 1,1,,610000001345,
0,,Spine,4,1,Image 1,1,100000002,610000001349,
0,,Spine,4,4,Image 1,1,100000001,610000001352,
33,,Spine,4,1,Image 1,1,100000001,610000001354,
0,,Spine,4,4,Image 1,1,100000001,610000001357,
0,,Spine,4,0,Image 1,1,,610000001359,
0,,Spine,4,3,Image 1,1,100000001,610000001363,
0,,Spine,4,3,Image 1,1,100000001,610000001366,
0,,Spine,4,0,Image 1,1,,610000001368,
0,,Spine,4,0,Image 1,1,,610000001371,
0,,Spine,4,3,Image 1,1,100000002,610000001375,
0,,Spine,4,1,Image 1,1,100000001,610000001377,
0,,Spine,4,3,Image 1,1,100000001,610000001380,
0,,Spine,4,0,Image 1,1,100000001,610000001382,
0,,Spine,4,2,Image 1,1,100000001,610000001384,
0,,Spine,4,3,Image 1,1,100000001,610000001390,
0,,Spine,4,3,Image 1,1,100000002,610000001392,
0,,Spine,4,2,Image 1,1,100000001,610000001394,
0,,Spine,4,0,Image 1,1,100000001,610000001398,
0,,Spine,4,3,Image 1,1,100000001,610000001400,
0,,Spine,4,0,Image 1,1,,610000001403,
0,,Spine,4,3,Image 1,1,100000001,610000001407,
0,,Spine,4,0,Image 1,1,100000000,610000001413,
19,,Spine,4,6,Image 1,1,100000001,610000001415,
0,,Spine,4,3,Image 1,1,100000001,610000001419,
0,,Spine,4,0,Image 1,1,100000001,610000001422,
0,,Spine,4,3,Image 1,1,100000001,610000001426,
0,,Spine,4,2,Image 1,1,100000002,610000001430,
54,,Spine,4,4,Image 1,1,100000001,610000001435,
0,,Spine,4,3,Image 1,1,100000001,610000001446,
0,,Spine,4,3,Image 1,1,100000001,610000001461,
0,,Spine,4,1,Image 1,1,,610000001528,
0,,Spine,4,0,Image 1,1,,610000001528,
0,,Spine,4,2,Image 1,1,,610000001529,
0,,Spine,4,3,Image 1,1,,610000001529,
0,,Spine,4,0,Image 1,1,,610000001529,
0,,Spine,4,2,Image 1,1,,610000001530,
27,,Spine,4,1,Image 1,1,,610000001530,
0,,Spine,4,3,Image 1,1,,610000001531,
37,,Spine,4,1,Image 1,1,,610000001531,
0,,Spine,4,4,Image 1,1,,610000001532,
0,,Spine,4,1,Image 1,1,,610000001532,
0,,Spine,4,4,Image 1,1,,610000001533,
0,,Spine,4,1,Image 1,1,,610000001533,
0,,Spine,4,0,Image 1,1,,610000001534,
0,,Spine,4,1,Image 1,1,,610000001535,
0,,Spine,4,0,Image 1,1,,610000001535,
0,,Spine,4,1,Image 1,1,,610000001536,
0,,Spine,4,0,Image 1,1,,610000001536,
0,,Spine,4,1,Image 1,1,,610000001537,
0,,Spine,4,0,Image 1,1,,610000001537,
0,,Spine,4,2,Image 1,1,,610000001538,
0,,Spine,4,0,Image 1,1,,610000001538,
0,,Spine,4,2,Image 1,1,,610000001539,
0,,Spine,4,4,Image 1,1,,610000001540,
0,,Spine,4,4,Image 1,1,,610000001541,
0,,Spine,4,3,Image 1,1,,610000001542,
0,,Spine,4,3,Image 1,1,,610000001543,
0,,Spine,4,3,Image 1,1,,610000001544,
0,,Spine,4,0,Image 1,1,,610000001545,
18,,Spine,4,2,Image 1,1,,610000001546,
0,,Spine,4,3,Image 1,1,,610000001547,
0,,Spine,4,3,Image 1,1,,610000001548,
0,,Spine,4,3,Image 1,1,,610000001549,
0,,Spine,4,1,Image 1,1,,610000001550,
0,,Spine,4,1,Image 1,1,,610000001551,
0,,Spine,4,0,Image 1,1,,610000001552,
0,,Spine,4,0,Image 1,1,,610000001553,
0,,Spine,4,0,Image 1,1,,610000001554,
0,,Spine,4,0,Image 1,1,,610000001555,
