
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
11.5104,,Spine,3,0,Image 1,1,1,100000001,610000001286,
11.4537,,Spine,3,6,Image 1,4,1,100000001,610000001289,
22.0731,,Spine,3,0,Image 1,1,1,100000001,610000001295,
36.0486,,Spine,3,3,Image 1,4,1,100000001,610000001298,
3.85861,,Spine,3,1,Image 1,1,1,100000002,610000001300,
10.81,,Spine,3,0,Image 1,1,1,100000002,610000001307,
18.1041,,Spine,3,3,Image 1,2,1,100000002,610000001311,
8.98262,,Spine,3,5,Image 1,3,1,100000001,610000001314,
23.5106,,Spine,3,0,Image 1,1,1,100000001,610000001318,
8.31865,,Spine,3,0,Image 1,1,1,100000002,610000001323,
20.4749,,Spine,3,0,Image 1,1,1,100000001,610000001328,
22,,Spine,3,0,Image 1,1,1,100000001,610000001333,
2,,Spine,3,0,Image 1,1,1,100000002,610000001335,
10.7325,,Spine,3,4,Image 1,4,1,100000001,610000001338,
12.126,,Spine,3,0,Image 1,1,1,100000002,610000001343,
20.2052,,Spine,3,0,Image 1,1,1,100000002,610000001347,
15.9652,,Spine,3,1,Image 1,1,1,100000002,610000001349,
13.0979,,Spine,3,4,Image 1,3,1,100000001,610000001352,
3.39935,,Spine,3,1,Image 1,2,1,100000001,610000001354,
6.65207,,Spine,3,4,Image 1,3,1,100000001,610000001357,
32.6831,,Spine,3,0,Image 1,1,1,100000001,610000001361,
23.2809,,Spine,3,3,Image 1,1,1,100000001,610000001363,
44.8132,,Spine,3,3,Image 1,1,1,100000001,610000001366,
3.26599,,Spine,3,0,Image 1,1,1,100000002,610000001369,
15.456,,Spine,3,0,Image 1,1,1,100000001,610000001372,
15.8605,,Spine,3,3,Image 1,2,1,100000002,610000001375,
18.4029,,Spine,3,1,Image 1,2,1,100000001,610000001377,
24.965,,Spine,3,3,Image 1,2,1,100000001,610000001380,
23.8933,,Spine,3,0,Image 1,1,1,100000001,610000001382,
21.746,,Spine,3,2,Image 1,1,1,100000001,610000001384,
