
Soma Intensity Median Ch=3 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
47.0312,,Soma,3,Image 1,1,100000000,800000000,
45.0625,,Soma,3,Image 1,1,100000001,800000001,
25.0625,,Soma,3,Image 1,1,100000002,800000002,
