
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
-0.350291,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
0.266515,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
0.110941,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
