
Spine Center Intensity Sum Ch=3 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
170,,Spine,3,0,Image 1,1,1,100000001,610000001286,
79,,Spine,3,6,Image 1,4,1,100000001,610000001289,
220,,Spine,3,0,Image 1,1,1,100000001,610000001295,
108,,Spine,3,3,Image 1,4,1,100000001,610000001298,
70,,Spine,3,1,Image 1,1,1,100000002,610000001300,
245,,Spine,3,0,Image 1,1,1,100000002,610000001307,
111,,Spine,3,3,Image 1,2,1,100000002,610000001311,
61,,Spine,3,5,Image 1,3,1,100000001,610000001314,
130,,Spine,3,0,Image 1,1,1,100000001,610000001318,
165,,Spine,3,0,Image 1,1,1,100000002,610000001323,
208,,Spine,3,0,Image 1,1,1,100000001,610000001328,
235,,Spine,3,0,Image 1,1,1,100000001,610000001333,
40,,Spine,3,0,Image 1,1,1,100000002,610000001335,
87,,Spine,3,4,Image 1,4,1,100000001,610000001338,
168,,Spine,3,0,Image 1,1,1,100000002,610000001343,
118,,Spine,3,0,Image 1,1,1,100000002,610000001347,
89,,Spine,3,1,Image 1,1,1,100000002,610000001349,
46,,Spine,3,4,Image 1,3,1,100000001,610000001352,
59,,Spine,3,1,Image 1,2,1,100000001,610000001354,
118,,Spine,3,4,Image 1,3,1,100000001,610000001357,
121,,Spine,3,0,Image 1,1,1,100000001,610000001361,
84,,Spine,3,3,Image 1,1,1,100000001,610000001363,
145,,Spine,3,3,Image 1,1,1,100000001,610000001366,
132,,Spine,3,0,Image 1,1,1,100000002,610000001369,
65,,Spine,3,0,Image 1,1,1,100000001,610000001372,
119,,Spine,3,3,Image 1,2,1,100000002,610000001375,
96,,Spine,3,1,Image 1,2,1,100000001,610000001377,
150,,Spine,3,3,Image 1,2,1,100000001,610000001380,
100,,Spine,3,0,Image 1,1,1,100000001,610000001382,
76,,Spine,3,2,Image 1,1,1,100000001,610000001384,
361,,Spine,3,3,Image 1,1,1,100000001,610000001390,
129,,Spine,3,3,Image 1,2,1,100000002,610000001392,
115,,Spine,3,2,Image 1,1,1,100000001,610000001394,
130,,Spine,3,0,Image 1,1,1,100000001,610000001398,
88,,Spine,3,3,Image 1,4,1,100000001,610000001400,
102,,Spine,3,0,Image 1,1,1,100000002,610000001404,
134,,Spine,3,3,Image 1,1,1,100000001,610000001407,
86,,Spine,3,0,Image 1,1,1,100000001,610000001411,
84,,Spine,3,0,Image 1,1,1,100000000,610000001413,
89,,Spine,3,6,Image 1,3,1,100000001,610000001415,
119,,Spine,3,3,Image 1,1,1,100000001,610000001419,
167,,Spine,3,0,Image 1,1,1,100000001,610000001422,
117,,Spine,3,0,Image 1,1,1,100000001,610000001424,
185,,Spine,3,3,Image 1,1,1,100000001,610000001426,
172,,Spine,3,2,Image 1,1,1,100000002,610000001430,
71,,Spine,3,0,Image 1,1,1,100000002,610000001433,
69,,Spine,3,4,Image 1,4,1,100000001,610000001435,
123,,Spine,3,3,Image 1,1,1,100000001,610000001446,
133,,Spine,3,0,Image 1,1,1,100000002,610000001452,
147,,Spine,3,0,Image 1,1,1,100000001,610000001457,
395,,Spine,3,3,Image 1,1,1,100000001,610000001461,
104,,Spine,3,3,Image 1,3,1,100000000,610000001480,
126,,Spine,3,2,Image 1,2,1,100000000,610000001481,
77,,Spine,3,2,Image 1,2,1,100000000,610000001482,
157,,Spine,3,1,Image 1,1,1,100000000,610000001483,
12,,Spine,3,1,Image 1,1,1,100000000,610000001484,
80,,Spine,3,4,Image 1,3,1,100000001,610000001485,
83,,Spine,3,4,Image 1,4,1,100000001,610000001486,
45,,Spine,3,3,Image 1,2,1,100000001,610000001487,
33,,Spine,3,2,Image 1,1,1,100000001,610000001488,
107,,Spine,3,0,Image 1,1,1,100000001,610000001489,
118,,Spine,3,0,Image 1,1,1,100000001,610000001490,
120,,Spine,3,3,Image 1,1,1,100000001,610000001495,
113,,Spine,3,4,Image 1,2,1,100000001,610000001496,
126,,Spine,3,4,Image 1,2,1,100000001,610000001497,
37,,Spine,3,3,Image 1,2,1,100000001,610000001498,
120,,Spine,3,3,Image 1,2,1,100000001,610000001499,
127,,Spine,3,2,Image 1,1,1,100000001,610000001500,
71,,Spine,3,2,Image 1,2,1,100000001,610000001501,
70,,Spine,3,1,Image 1,1,1,100000001,610000001502,
141,,Spine,3,1,Image 1,1,1,100000001,610000001503,
77,,Spine,3,1,Image 1,1,1,100000001,610000001504,
61,,Spine,3,0,Image 1,1,1,100000001,610000001505,
63,,Spine,3,1,Image 1,2,1,100000001,610000001506,
43,,Spine,3,1,Image 1,2,1,100000001,610000001507,
110,,Spine,3,3,Image 1,4,1,100000001,610000001508,
138,,Spine,3,3,Image 1,3,1,100000001,610000001509,
54,,Spine,3,3,Image 1,3,1,100000001,610000001510,
109,,Spine,3,2,Image 1,2,1,100000001,610000001511,
115,,Spine,3,0,Image 1,1,1,100000001,610000001512,
38,,Spine,3,0,Image 1,1,1,100000001,610000001513,
71,,Spine,3,3,Image 1,2,1,100000002,610000001514,
48,,Spine,3,1,Image 1,2,1,100000002,610000001515,
58,,Spine,3,0,Image 1,1,1,100000002,610000001517,
55,,Spine,3,0,Image 1,1,1,100000002,610000001518,
46,,Spine,3,1,Image 1,2,1,100000002,610000001519,
74,,Spine,3,1,Image 1,2,1,100000002,610000001520,
44,,Spine,3,1,Image 1,2,1,100000002,610000001521,
32,,Spine,3,1,Image 1,2,1,100000002,610000001522,
