
Soma Intensity Mean Ch=3 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
48.2264,,Soma,3,Image 1,1,100000000,800000000,
49.9763,,Soma,3,Image 1,1,100000001,800000001,
27.5175,,Soma,3,Image 1,1,100000002,800000002,
