
Soma Intensity Sum of Square Ch=3 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
2.68993e+06,,Soma,3,Image 1,1,100000000,800000000,
4.1093e+07,,Soma,3,Image 1,1,100000001,800000001,
2.29157e+07,,Soma,3,Image 1,1,100000002,800000002,
