
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,,,1,,610000001281,
1,,Spine,6,4,1,100000001,610000001289,
1,,Spine,,,1,,610000001291,
1,,Spine,3,4,1,100000001,610000001298,
1,,Spine,1,1,1,100000002,610000001300,
1,,Spine,3,2,1,100000002,610000001311,
1,,Spine,5,3,1,100000001,610000001314,
1,,Spine,,,1,,610000001316,
1,,Spine,,,1,,610000001320,
1,,Spine,0,1,1,100000001,610000001328,
1,,Spine,,,1,,610000001330,
1,,Spine,4,4,1,100000001,610000001338,
1,,Spine,1,1,1,100000002,610000001349,
1,,Spine,4,3,1,100000001,610000001352,
1,,Spine,1,2,1,100000001,610000001354,
1,,Spine,4,3,1,100000001,610000001357,
1,,Spine,,,1,,610000001359,
1,,Spine,3,1,1,100000001,610000001363,
1,,Spine,3,1,1,100000001,610000001366,
1,,Spine,,,1,,610000001371,
1,,Spine,3,2,1,100000002,610000001375,
1,,Spine,1,2,1,100000001,610000001377,
1,,Spine,3,2,1,100000001,610000001380,
1,,Spine,0,1,1,100000001,610000001382,
1,,Spine,2,1,1,100000001,610000001384,
1,,Spine,3,1,1,100000001,610000001390,
1,,Spine,3,2,1,100000002,610000001392,
1,,Spine,2,1,1,100000001,610000001394,
1,,Spine,0,1,1,100000001,610000001398,
1,,Spine,3,4,1,100000001,610000001400,
1,,Spine,3,1,1,100000001,610000001407,
1,,Spine,0,1,1,100000000,610000001413,
1,,Spine,6,3,1,100000001,610000001415,
1,,Spine,3,1,1,100000001,610000001419,
1,,Spine,0,1,1,100000001,610000001422,
1,,Spine,3,1,1,100000001,610000001426,
1,,Spine,2,1,1,100000002,610000001430,
1,,Spine,4,4,1,100000001,610000001435,
1,,Spine,3,1,1,100000001,610000001446,
1,,Spine,3,1,1,100000001,610000001461,
1,,Spine,0,1,1,,610000001528,
1,,Spine,1,2,1,,610000001528,
1,,Spine,1,1,1,,610000001528,
1,,Spine,0,1,1,,610000001529,
1,,Spine,3,2,1,,610000001529,
1,,Spine,2,2,1,,610000001529,
1,,Spine,2,1,1,,610000001530,
1,,Spine,1,2,1,,610000001530,
1,,Spine,2,2,1,,610000001530,
1,,Spine,3,2,1,,610000001531,
1,,Spine,1,2,1,,610000001531,
1,,Spine,3,3,1,,610000001531,
1,,Spine,1,2,1,,610000001532,
1,,Spine,1,1,1,,610000001532,
1,,Spine,4,4,1,,610000001532,
1,,Spine,1,2,1,,610000001533,
1,,Spine,4,3,1,,610000001533,
1,,Spine,0,1,1,,610000001534,
1,,Spine,0,1,1,,610000001535,
1,,Spine,1,1,1,,610000001535,
1,,Spine,,,1,,610000001536,
1,,Spine,1,1,1,,610000001536,
1,,Spine,,,1,,610000001537,
1,,Spine,1,1,1,,610000001537,
1,,Spine,2,2,1,,610000001538,
1,,Spine,2,1,1,,610000001539,
1,,Spine,4,2,1,,610000001540,
1,,Spine,4,2,1,,610000001541,
1,,Spine,3,2,1,,610000001542,
1,,Spine,3,2,1,,610000001543,
1,,Spine,3,1,1,,610000001544,
1,,Spine,0,1,1,,610000001545,
1,,Spine,2,2,1,,610000001546,
1,,Spine,3,3,1,,610000001547,
1,,Spine,3,3,1,,610000001548,
1,,Spine,3,4,1,,610000001549,
1,,Spine,1,2,1,,610000001550,
1,,Spine,1,2,1,,610000001551,
1,,Spine,0,1,1,,610000001552,
1,,Spine,,,1,,610000001554,
