
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
68,,Segment,4,3,Image 1,2,1,100000002,510000000087,
7,,Segment,4,2,Image 1,1,1,100000002,510000000093,
20,,Segment,4,1,Image 1,1,1,100000002,510000000112,
7,,Segment,4,0,Image 1,1,1,100000002,510000000131,
5,,Segment,4,2,Image 1,2,1,100000002,510000000139,
28,,Segment,4,4,Image 1,4,1,100000000,510000000167,
25,,Segment,4,3,Image 1,3,1,100000000,510000000191,
14,,Segment,4,2,Image 1,2,1,100000000,510000000204,
14,,Segment,4,1,Image 1,1,1,100000000,510000000217,
21,,Segment,4,0,Image 1,1,1,100000000,510000000247,
6,,Segment,4,2,Image 1,2,1,100000002,510000000252,
26,,Segment,4,1,Image 1,1,1,100000002,510000000277,
8,,Segment,4,0,Image 1,1,1,100000002,510000000292,
24,,Segment,4,5,Image 1,3,1,100000001,510000000334,
19,,Segment,4,4,Image 1,3,1,100000001,510000000352,
5,,Segment,4,3,Image 1,3,1,100000001,510000000356,
7,,Segment,4,2,Image 1,2,1,100000001,510000000362,
5,,Segment,4,1,Image 1,1,1,100000001,510000000366,
21,,Segment,4,0,Image 1,1,1,100000001,510000000386,
3,,Segment,4,2,Image 1,1,1,100000002,510000000429,
9,,Segment,4,5,Image 1,4,1,100000001,510000000437,
7,,Segment,4,6,Image 1,4,1,100000001,510000000444,
12,,Segment,4,5,Image 1,3,1,100000001,510000000455,
7,,Segment,4,4,Image 1,3,1,100000001,510000000461,
12,,Segment,4,3,Image 1,2,1,100000001,510000000472,
6,,Segment,4,6,Image 1,3,1,100000001,510000000477,
23,,Segment,4,1,Image 1,2,1,100000002,510000000499,
37,,Segment,4,3,Image 1,1,1,100000001,510000000535,
11,,Segment,4,2,Image 1,1,1,100000001,510000000545,
50,,Segment,4,1,Image 1,1,1,100000001,510000000594,
34,,Segment,4,0,Image 1,1,1,100000001,510000000633,
8,,Segment,4,4,Image 1,2,1,100000001,510000000649,
20,,Segment,4,3,Image 1,2,1,100000001,510000000668,
6,,Segment,4,4,Image 1,3,1,100000001,510000000673,
11,,Segment,4,4,Image 1,3,1,100000000,510000000683,
10,,Segment,4,4,Image 1,4,1,100000001,510000000692,
12,,Segment,4,5,Image 1,4,1,100000001,510000000704,
5,,Segment,4,5,Image 1,4,1,100000001,510000000708,
37,,Segment,4,3,Image 1,4,1,100000001,510000000744,
5,,Segment,4,2,Image 1,3,1,100000001,510000000748,
10,,Segment,4,0,Image 1,1,1,100000001,510000000768,
41,,Segment,4,1,Image 1,2,1,100000001,510000000808,
7,,Segment,4,0,Image 1,1,1,100000001,510000000816,
5,,Segment,4,2,Image 1,2,1,100000001,510000000820,
8,,Segment,4,1,Image 1,1,1,100000001,510000000828,
26,,Segment,4,0,Image 1,1,1,100000001,510000000853,
29,,Segment,4,1,Image 1,2,1,100000002,510000000881,
7,,Segment,4,1,Image 1,2,1,100000001,510000000887,
4,,Segment,4,2,Image 1,1,1,100000001,510000000890,
11,,Segment,4,2,Image 1,3,1,100000001,510000000900,
6,,Segment,4,1,Image 1,2,1,100000001,510000000905,
11,,Segment,4,0,Image 1,1,1,100000002,510000000918,
14,,Segment,4,3,Image 1,2,1,100000000,510000000962,
7,,Segment,4,4,Image 1,4,1,100000001,510000000968,
9,,Segment,4,3,Image 1,3,1,100000001,510000000976,
9,,Segment,4,1,Image 1,2,1,100000002,510000000985,
5,,Segment,4,0,Image 1,1,1,100000002,510000001011,
10,,Segment,4,1,Image 1,2,1,100000001,510000001020,
12,,Segment,4,1,Image 1,1,1,100000002,510000001031,
15,,Segment,4,1,Image 1,1,1,100000000,510000001045,
5,,Segment,4,0,Image 1,1,1,100000000,510000001058,
3,,Segment,4,4,Image 1,3,1,100000001,510000001060,
7,,Segment,4,1,Image 1,2,1,100000000,510000001066,
6,,Segment,4,2,Image 1,2,1,100000001,510000001075,
8,,Segment,4,0,Image 1,1,1,100000001,510000001089,
3,,Segment,4,1,Image 1,1,1,100000001,510000001128,
3,,Segment,4,1,Image 1,1,1,100000001,510000001132,
3,,Segment,4,1,Image 1,2,1,100000000,510000001156,
2,,Segment,4,2,Image 1,1,1,100000000,510000001157,
2,,Segment,4,4,Image 1,2,1,100000001,510000001158,
2,,Segment,4,2,Image 1,2,1,100000001,510000001159,
2,,Segment,4,1,Image 1,2,1,100000001,510000001163,
2,,Segment,4,3,Image 1,1,1,100000002,510000001165,
