
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.168531,µm,Spine,0,1,1,100000001,610000001286,
0.16889,µm,Spine,6,4,1,100000001,610000001289,
0.419054,µm,Spine,0,1,1,100000001,610000001295,
0.169661,µm,Spine,3,4,1,100000001,610000001298,
0.1625,µm,Spine,1,1,1,100000002,610000001300,
0.498796,µm,Spine,0,1,1,100000002,610000001307,
0.197651,µm,Spine,3,2,1,100000002,610000001311,
0.190789,µm,Spine,5,3,1,100000001,610000001314,
0.419054,µm,Spine,0,1,1,100000001,610000001318,
0.700922,µm,Spine,0,1,1,100000002,610000001323,
0.1625,µm,Spine,0,1,1,100000001,610000001328,
0.408113,µm,Spine,0,1,1,100000001,610000001333,
0.29031,µm,Spine,0,1,1,100000002,610000001335,
0.204939,µm,Spine,4,4,1,100000001,610000001338,
0.644444,µm,Spine,0,1,1,100000002,610000001343,
0.700922,µm,Spine,0,1,1,100000002,610000001347,
0.231224,µm,Spine,1,1,1,100000002,610000001349,
0.181846,µm,Spine,4,3,1,100000001,610000001352,
0.202586,µm,Spine,1,2,1,100000001,610000001354,
0.184038,µm,Spine,4,3,1,100000001,610000001357,
0.366652,µm,Spine,0,1,1,100000001,610000001361,
0.194009,µm,Spine,3,1,1,100000001,610000001363,
0.228516,µm,Spine,3,1,1,100000001,610000001366,
0.508613,µm,Spine,0,1,1,100000002,610000001369,
0.743436,µm,Spine,0,1,1,100000001,610000001372,
0.293163,µm,Spine,3,2,1,100000002,610000001375,
0.242183,µm,Spine,1,2,1,100000001,610000001377,
0.221581,µm,Spine,3,2,1,100000001,610000001380,
0.243199,µm,Spine,0,1,1,100000001,610000001382,
0.222139,µm,Spine,2,1,1,100000001,610000001384,
0.174561,µm,Spine,3,1,1,100000001,610000001390,
0.249159,µm,Spine,3,2,1,100000002,610000001392,
0.24375,µm,Spine,2,1,1,100000001,610000001394,
0.315147,µm,Spine,0,1,1,100000001,610000001398,
0.241105,µm,Spine,3,4,1,100000001,610000001400,
0.373825,µm,Spine,0,1,1,100000002,610000001404,
0.261186,µm,Spine,3,1,1,100000001,610000001407,
0.770626,µm,Spine,0,1,1,100000001,610000001411,
0.3506,µm,Spine,0,1,1,100000000,610000001413,
0.333905,µm,Spine,6,3,1,100000001,610000001415,
0.435449,µm,Spine,3,1,1,100000001,610000001419,
0.304975,µm,Spine,0,1,1,100000001,610000001422,
0.40625,µm,Spine,0,1,1,100000001,610000001424,
0.206299,µm,Spine,3,1,1,100000001,610000001426,
0.393843,µm,Spine,2,1,1,100000002,610000001430,
0.335156,µm,Spine,0,1,1,100000002,610000001433,
0.337084,µm,Spine,4,4,1,100000001,610000001435,
0.246289,µm,Spine,3,1,1,100000001,610000001446,
0.392638,µm,Spine,0,1,1,100000002,610000001452,
0.787946,µm,Spine,0,1,1,100000001,610000001457,
0.256333,µm,Spine,3,1,1,100000001,610000001461,
0.427271,µm,Spine,3,3,1,100000000,610000001480,
0.399144,µm,Spine,2,2,1,100000000,610000001481,
0.521986,µm,Spine,2,2,1,100000000,610000001482,
0.4875,µm,Spine,1,1,1,100000000,610000001483,
0.247588,µm,Spine,1,1,1,100000000,610000001484,
0.238318,µm,Spine,4,3,1,100000001,610000001485,
0.218359,µm,Spine,4,4,1,100000001,610000001486,
0.430711,µm,Spine,3,2,1,100000001,610000001487,
0.365625,µm,Spine,2,1,1,100000001,610000001488,
0.414629,µm,Spine,0,1,1,100000001,610000001489,
0.349525,µm,Spine,0,1,1,100000001,610000001490,
0.37159,µm,Spine,3,1,1,100000001,610000001495,
0.24375,µm,Spine,4,2,1,100000001,610000001496,
0.371866,µm,Spine,4,2,1,100000001,610000001497,
0.202173,µm,Spine,3,2,1,100000001,610000001498,
0.343253,µm,Spine,3,2,1,100000001,610000001499,
0.430644,µm,Spine,2,1,1,100000001,610000001500,
0.173886,µm,Spine,2,2,1,100000001,610000001501,
0.304688,µm,Spine,1,1,1,100000001,610000001502,
0.450856,µm,Spine,1,1,1,100000001,610000001503,
0.22581,µm,Spine,1,1,1,100000001,610000001504,
0.215786,µm,Spine,0,1,1,100000001,610000001505,
0.24375,µm,Spine,1,2,1,100000001,610000001506,
0.213281,µm,Spine,1,2,1,100000001,610000001507,
0.327364,µm,Spine,3,4,1,100000001,610000001508,
0.322614,µm,Spine,3,3,1,100000001,610000001509,
0.292585,µm,Spine,3,3,1,100000001,610000001510,
0.317582,µm,Spine,2,2,1,100000001,610000001511,
0.290168,µm,Spine,0,1,1,100000001,610000001512,
0.1625,µm,Spine,0,1,1,100000001,610000001513,
0.2321,µm,Spine,3,2,1,100000002,610000001514,
0.327539,µm,Spine,1,2,1,100000002,610000001515,
0.266661,µm,Spine,0,1,1,100000002,610000001517,
0.368164,µm,Spine,0,1,1,100000002,610000001518,
0.314082,µm,Spine,1,2,1,100000002,610000001519,
0.271423,µm,Spine,1,2,1,100000002,610000001520,
0.24375,µm,Spine,1,2,1,100000002,610000001521,
0.24375,µm,Spine,1,2,1,100000002,610000001522,
