
Soma Ellipsoid Axis Length B
 ==================== 
Soma Ellipsoid Axis Length B,Unit,Category,Time,FilamentID,ID,
1.93852,µm,Soma,1,100000000,800000000,
0.984555,µm,Soma,1,100000001,800000001,
1.13154,µm,Soma,1,100000002,800000002,
1.23768,µm,Soma,1,100000003,800000003,
