
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.186812,µm,Spine,16,7,1,100000000,610000006488,
0.188857,µm,Spine,3,2,1,100000003,610000006491,
0.248396,µm,Spine,20,9,1,100000000,610000006494,
0.219704,µm,Spine,1,2,1,100000000,610000006499,
0.24463,µm,Spine,6,5,1,100000003,610000006503,
0.18769,µm,Spine,3,2,1,100000003,610000006507,
0.229243,µm,Spine,1,2,1,100000000,610000006511,
0.248485,µm,Spine,0,1,1,100000000,610000006518,
0.212802,µm,Spine,9,3,1,100000002,610000006520,
0.275835,µm,Spine,2,2,1,100000000,610000006524,
0.266475,µm,Spine,6,4,1,100000002,610000006528,
0.242795,µm,Spine,1,2,1,100000000,610000006531,
0.28172,µm,Spine,7,3,1,100000002,610000006536,
0.252006,µm,Spine,1,1,1,100000003,610000006539,
0.300489,µm,Spine,7,3,1,100000002,610000006542,
0.299854,µm,Spine,0,1,1,100000001,610000006545,
0.250063,µm,Spine,0,1,1,100000000,610000006550,
0.37829,µm,Spine,1,2,1,100000001,610000006554,
0.304168,µm,Spine,2,2,1,100000000,610000006559,
0.262239,µm,Spine,7,3,1,100000002,610000006562,
0.249461,µm,Spine,5,3,1,100000002,610000006565,
0.307591,µm,Spine,7,4,1,100000002,610000006568,
0.288133,µm,Spine,10,3,1,100000002,610000006574,
0.243281,µm,Spine,7,5,1,100000003,610000006577,
0.236308,µm,Spine,3,1,1,100000000,610000006583,
0.162871,µm,Spine,0,1,1,100000002,610000006589,
0.313631,µm,Spine,0,1,1,100000001,610000006595,
0.246571,µm,Spine,10,5,1,100000002,610000006597,
0.265796,µm,Spine,13,4,1,100000000,610000006602,
0.263662,µm,Spine,5,5,1,100000000,610000006607,
0.19939,µm,Spine,5,3,1,100000002,610000006609,
0.270237,µm,Spine,16,7,1,100000000,610000006611,
0.241625,µm,Spine,5,3,1,100000000,610000006615,
0.250865,µm,Spine,3,1,1,100000000,610000006620,
0.490591,µm,Spine,0,1,1,100000001,610000006623,
0.229732,µm,Spine,0,1,1,100000002,610000006629,
0.20518,µm,Spine,5,3,1,100000002,610000006631,
0.302003,µm,Spine,1,1,1,100000000,610000006633,
0.263929,µm,Spine,7,3,1,100000002,610000006636,
0.235269,µm,Spine,3,2,1,100000000,610000006638,
0.530543,µm,Spine,0,1,1,100000001,610000006642,
0.275906,µm,Spine,4,2,1,100000002,610000006645,
0.23555,µm,Spine,7,2,1,100000002,610000006647,
0.237056,µm,Spine,3,2,1,100000002,610000006650,
0.293874,µm,Spine,4,2,1,100000002,610000006654,
0.205145,µm,Spine,5,1,1,100000002,610000006656,
0.341252,µm,Spine,7,3,1,100000002,610000006660,
0.373769,µm,Spine,9,3,1,100000000,610000006664,
0.339108,µm,Spine,15,6,1,100000000,610000006666,
0.443543,µm,Spine,1,1,1,100000002,610000006669,
0.606234,µm,Spine,0,1,1,100000001,610000006673,
0.290186,µm,Spine,0,1,1,100000001,610000006677,
0.509177,µm,Spine,0,1,1,100000001,610000006680,
0.362778,µm,Spine,0,1,1,100000002,610000006683,
0.306879,µm,Spine,4,2,1,100000002,610000006686,
0.261997,µm,Spine,7,3,1,100000002,610000006689,
0.317164,µm,Spine,0,1,1,100000002,610000006693,
0.215337,µm,Spine,12,6,1,100000001,610000006695,
0.17948,µm,Spine,0,1,1,100000003,610000006701,
0.204374,µm,Spine,5,5,1,100000003,610000006703,
0.29211,µm,Spine,2,2,1,100000001,610000006709,
0.33297,µm,Spine,7,2,1,100000002,610000006711,
0.265785,µm,Spine,0,1,1,100000000,610000006717,
0.320586,µm,Spine,8,2,1,100000002,610000006720,
0.268519,µm,Spine,10,8,1,100000003,610000006723,
0.243611,µm,Spine,3,2,1,100000000,610000006726,
0.1999,µm,Spine,4,3,1,100000000,610000006728,
0.25393,µm,Spine,10,3,1,100000002,610000006731,
0.170831,µm,Spine,0,1,1,100000001,610000006735,
0.481413,µm,Spine,0,1,1,100000001,610000006740,
0.351113,µm,Spine,2,1,1,100000002,610000006743,
0.246491,µm,Spine,3,2,1,100000000,610000006745,
0.224656,µm,Spine,5,3,1,100000000,610000006747,
0.337311,µm,Spine,8,2,1,100000001,610000006749,
0.218484,µm,Spine,9,5,1,100000000,610000006754,
0.212712,µm,Spine,9,5,1,100000001,610000006756,
0.330095,µm,Spine,0,1,1,100000000,610000006761,
0.28765,µm,Spine,2,2,1,100000000,610000006765,
0.411328,µm,Spine,0,1,1,100000002,610000006767,
0.455991,µm,Spine,0,1,1,100000003,610000006774,
0.383993,µm,Spine,0,1,1,100000002,610000006779,
0.2893,µm,Spine,3,3,1,100000001,610000006782,
0.531864,µm,Spine,0,1,1,100000001,610000006785,
0.25749,µm,Spine,4,3,1,100000000,610000006788,
0.331472,µm,Spine,9,3,1,100000002,610000006791,
0.329565,µm,Spine,0,1,1,100000000,610000006794,
0.792712,µm,Spine,0,1,1,100000001,610000006798,
0.375829,µm,Spine,1,2,1,100000002,610000006800,
0.319163,µm,Spine,0,1,1,100000001,610000006804,
0.377539,µm,Spine,9,4,1,100000000,610000006807,
0.1975,µm,Spine,0,1,1,100000003,610000006810,
0.273167,µm,Spine,10,4,1,100000002,610000006812,
0.668151,µm,Spine,0,1,1,100000001,610000006815,
0.235545,µm,Spine,8,3,1,100000001,610000006818,
0.31784,µm,Spine,5,5,1,100000003,610000006821,
0.285975,µm,Spine,1,2,1,100000001,610000006825,
0.557191,µm,Spine,0,1,1,100000002,610000006828,
0.529514,µm,Spine,0,1,1,100000002,610000006830,
0.279068,µm,Spine,0,1,1,100000001,610000006836,
0.510242,µm,Spine,0,1,1,100000001,610000006838,
0.273926,µm,Spine,1,2,1,100000003,610000006840,
0.298123,µm,Spine,5,5,1,100000003,610000006843,
0.323082,µm,Spine,7,3,1,100000002,610000006846,
0.442696,µm,Spine,10,2,1,100000002,610000006848,
0.276914,µm,Spine,20,9,1,100000000,610000006851,
0.389119,µm,Spine,0,1,1,100000001,610000006853,
0.234662,µm,Spine,17,4,1,100000000,610000006855,
