
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-16830.3,19758.3,1473.94,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-16803.9,19750.6,1475.54,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-16821.9,19750.2,1475.75,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000002,800000002,
-16835.2,19781.7,1475.75,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000003,800000003,
