
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1471.93,µm,Spine,Spine Position,16,7,1,100000000,610000006488,
1476.32,µm,Spine,Spine Position,3,2,1,100000003,610000006491,
1472.02,µm,Spine,Spine Position,20,9,1,100000000,610000006494,
1473.99,µm,Spine,Spine Position,1,2,1,100000000,610000006499,
1474.64,µm,Spine,Spine Position,6,5,1,100000003,610000006503,
1476.27,µm,Spine,Spine Position,3,2,1,100000003,610000006507,
1474.06,µm,Spine,Spine Position,1,2,1,100000000,610000006511,
1471.63,µm,Spine,Spine Position,0,1,1,100000000,610000006518,
1473.67,µm,Spine,Spine Position,9,3,1,100000002,610000006520,
1472.66,µm,Spine,Spine Position,2,2,1,100000000,610000006524,
1475.73,µm,Spine,Spine Position,6,4,1,100000002,610000006528,
1474.12,µm,Spine,Spine Position,1,2,1,100000000,610000006531,
1472.9,µm,Spine,Spine Position,7,3,1,100000002,610000006536,
1475.64,µm,Spine,Spine Position,1,1,1,100000003,610000006539,
1472.94,µm,Spine,Spine Position,7,3,1,100000002,610000006542,
1475.31,µm,Spine,Spine Position,0,1,1,100000001,610000006545,
1471.63,µm,Spine,Spine Position,0,1,1,100000000,610000006550,
1473.93,µm,Spine,Spine Position,1,2,1,100000001,610000006554,
1472.62,µm,Spine,Spine Position,2,2,1,100000000,610000006559,
1475.11,µm,Spine,Spine Position,7,3,1,100000002,610000006562,
1471.85,µm,Spine,Spine Position,5,3,1,100000002,610000006565,
1473.87,µm,Spine,Spine Position,7,4,1,100000002,610000006568,
1472.47,µm,Spine,Spine Position,10,3,1,100000002,610000006574,
1472.68,µm,Spine,Spine Position,7,5,1,100000003,610000006577,
1473.28,µm,Spine,Spine Position,3,1,1,100000000,610000006583,
1476.1,µm,Spine,Spine Position,0,1,1,100000002,610000006589,
1475.01,µm,Spine,Spine Position,0,1,1,100000001,610000006595,
1472.86,µm,Spine,Spine Position,10,5,1,100000002,610000006597,
1475.12,µm,Spine,Spine Position,13,4,1,100000000,610000006602,
1472.4,µm,Spine,Spine Position,5,5,1,100000000,610000006607,
1472.19,µm,Spine,Spine Position,5,3,1,100000002,610000006609,
1473.37,µm,Spine,Spine Position,16,7,1,100000000,610000006611,
1473.83,µm,Spine,Spine Position,5,3,1,100000000,610000006615,
1473.33,µm,Spine,Spine Position,3,1,1,100000000,610000006620,
1474.82,µm,Spine,Spine Position,0,1,1,100000001,610000006623,
1476.04,µm,Spine,Spine Position,0,1,1,100000002,610000006629,
1473.63,µm,Spine,Spine Position,5,3,1,100000002,610000006631,
1473.89,µm,Spine,Spine Position,1,1,1,100000000,610000006633,
1475.18,µm,Spine,Spine Position,7,3,1,100000002,610000006636,
1473.55,µm,Spine,Spine Position,3,2,1,100000000,610000006638,
1474.58,µm,Spine,Spine Position,0,1,1,100000001,610000006642,
1475.44,µm,Spine,Spine Position,4,2,1,100000002,610000006645,
1472.69,µm,Spine,Spine Position,7,2,1,100000002,610000006647,
1475.23,µm,Spine,Spine Position,3,2,1,100000002,610000006650,
1475.02,µm,Spine,Spine Position,4,2,1,100000002,610000006654,
1472.95,µm,Spine,Spine Position,5,1,1,100000002,610000006656,
1472.85,µm,Spine,Spine Position,7,3,1,100000002,610000006660,
1473.99,µm,Spine,Spine Position,9,3,1,100000000,610000006664,
1472.69,µm,Spine,Spine Position,15,6,1,100000000,610000006666,
1475.75,µm,Spine,Spine Position,1,1,1,100000002,610000006669,
1474.62,µm,Spine,Spine Position,0,1,1,100000001,610000006673,
1476.25,µm,Spine,Spine Position,0,1,1,100000001,610000006677,
1475.96,µm,Spine,Spine Position,0,1,1,100000001,610000006680,
1474.35,µm,Spine,Spine Position,0,1,1,100000002,610000006683,
1473.08,µm,Spine,Spine Position,4,2,1,100000002,610000006686,
1474.78,µm,Spine,Spine Position,7,3,1,100000002,610000006689,
1476.1,µm,Spine,Spine Position,0,1,1,100000002,610000006693,
1473.17,µm,Spine,Spine Position,12,6,1,100000001,610000006695,
1476.39,µm,Spine,Spine Position,0,1,1,100000003,610000006701,
1476.31,µm,Spine,Spine Position,5,5,1,100000003,610000006703,
1474.42,µm,Spine,Spine Position,2,2,1,100000001,610000006709,
1472.78,µm,Spine,Spine Position,7,2,1,100000002,610000006711,
1474.81,µm,Spine,Spine Position,0,1,1,100000000,610000006717,
1472.4,µm,Spine,Spine Position,8,2,1,100000002,610000006720,
1472.45,µm,Spine,Spine Position,10,8,1,100000003,610000006723,
1472.33,µm,Spine,Spine Position,3,2,1,100000000,610000006726,
1474.28,µm,Spine,Spine Position,4,3,1,100000000,610000006728,
1473.05,µm,Spine,Spine Position,10,3,1,100000002,610000006731,
1475.4,µm,Spine,Spine Position,0,1,1,100000001,610000006735,
1475.86,µm,Spine,Spine Position,0,1,1,100000001,610000006740,
1474.98,µm,Spine,Spine Position,2,1,1,100000002,610000006743,
1472.46,µm,Spine,Spine Position,3,2,1,100000000,610000006745,
1474.05,µm,Spine,Spine Position,5,3,1,100000000,610000006747,
1473.51,µm,Spine,Spine Position,8,2,1,100000001,610000006749,
1474.32,µm,Spine,Spine Position,9,5,1,100000000,610000006754,
1472.8,µm,Spine,Spine Position,9,5,1,100000001,610000006756,
1474.09,µm,Spine,Spine Position,0,1,1,100000000,610000006761,
1473.22,µm,Spine,Spine Position,2,2,1,100000000,610000006765,
1476.21,µm,Spine,Spine Position,0,1,1,100000002,610000006767,
1476.07,µm,Spine,Spine Position,0,1,1,100000003,610000006774,
1475.84,µm,Spine,Spine Position,0,1,1,100000002,610000006779,
1473.94,µm,Spine,Spine Position,3,3,1,100000001,610000006782,
1474.72,µm,Spine,Spine Position,0,1,1,100000001,610000006785,
1474.23,µm,Spine,Spine Position,4,3,1,100000000,610000006788,
1472.64,µm,Spine,Spine Position,9,3,1,100000002,610000006791,
1473.98,µm,Spine,Spine Position,0,1,1,100000000,610000006794,
1475.52,µm,Spine,Spine Position,0,1,1,100000001,610000006798,
