
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.179286,µm,Spine,16,7,1,100000000,610000006488,
0.1625,µm,Spine,3,2,1,100000003,610000006491,
0.1625,µm,Spine,20,9,1,100000000,610000006494,
0.172011,µm,Spine,1,2,1,100000000,610000006499,
0.1625,µm,Spine,6,5,1,100000003,610000006503,
0.1625,µm,Spine,3,2,1,100000003,610000006507,
0.175034,µm,Spine,1,2,1,100000000,610000006511,
0.24375,µm,Spine,0,1,1,100000000,610000006518,
0.182812,µm,Spine,9,3,1,100000002,610000006520,
0.1625,µm,Spine,2,2,1,100000000,610000006524,
0.195737,µm,Spine,6,4,1,100000002,610000006528,
0.209041,µm,Spine,1,2,1,100000000,610000006531,
0.1625,µm,Spine,7,3,1,100000002,610000006536,
0.21157,µm,Spine,1,1,1,100000003,610000006539,
0.227527,µm,Spine,7,3,1,100000002,610000006542,
0.1625,µm,Spine,0,1,1,100000001,610000006545,
0.262439,µm,Spine,0,1,1,100000000,610000006550,
0.24375,µm,Spine,1,2,1,100000001,610000006554,
0.1625,µm,Spine,2,2,1,100000000,610000006559,
0.24375,µm,Spine,7,3,1,100000002,610000006562,
0.175916,µm,Spine,5,3,1,100000002,610000006565,
0.258323,µm,Spine,7,4,1,100000002,610000006568,
0.249291,µm,Spine,10,3,1,100000002,610000006574,
0.168987,µm,Spine,7,5,1,100000003,610000006577,
0.1625,µm,Spine,3,1,1,100000000,610000006583,
0.1625,µm,Spine,0,1,1,100000002,610000006589,
0.614843,µm,Spine,0,1,1,100000001,610000006595,
0.180344,µm,Spine,10,5,1,100000002,610000006597,
0.183333,µm,Spine,13,4,1,100000000,610000006602,
0.211326,µm,Spine,5,5,1,100000000,610000006607,
0.1625,µm,Spine,5,3,1,100000002,610000006609,
0.187891,µm,Spine,16,7,1,100000000,610000006611,
0.204598,µm,Spine,5,3,1,100000000,610000006615,
0.176029,µm,Spine,3,1,1,100000000,610000006620,
0.830273,µm,Spine,0,1,1,100000001,610000006623,
0.392977,µm,Spine,0,1,1,100000002,610000006629,
0.170719,µm,Spine,5,3,1,100000002,610000006631,
0.17876,µm,Spine,1,1,1,100000000,610000006633,
0.250508,µm,Spine,7,3,1,100000002,610000006636,
0.1625,µm,Spine,3,2,1,100000000,610000006638,
0.541259,µm,Spine,0,1,1,100000001,610000006642,
0.19032,µm,Spine,4,2,1,100000002,610000006645,
0.1625,µm,Spine,7,2,1,100000002,610000006647,
0.163914,µm,Spine,3,2,1,100000002,610000006650,
0.24472,µm,Spine,4,2,1,100000002,610000006654,
0.1625,µm,Spine,5,1,1,100000002,610000006656,
0.21621,µm,Spine,7,3,1,100000002,610000006660,
0.204379,µm,Spine,9,3,1,100000000,610000006664,
0.270563,µm,Spine,15,6,1,100000000,610000006666,
0.201283,µm,Spine,1,1,1,100000002,610000006669,
0.61798,µm,Spine,0,1,1,100000001,610000006673,
0.1625,µm,Spine,0,1,1,100000001,610000006677,
0.830657,µm,Spine,0,1,1,100000001,610000006680,
0.24375,µm,Spine,0,1,1,100000002,610000006683,
