
Spine Terminal Pt Intensity Center Ch=3 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
63,,Spine,3,16,Image 1,1,100000000,610000006488,
50,,Spine,3,3,Image 1,1,100000003,610000006491,
0,,Spine,3,20,Image 1,1,100000000,610000006494,
53,,Spine,3,1,Image 1,1,100000000,610000006499,
46,,Spine,3,6,Image 1,1,100000003,610000006503,
60,,Spine,3,3,Image 1,1,100000003,610000006507,
51,,Spine,3,1,Image 1,1,100000000,610000006511,
55,,Spine,3,0,Image 1,1,100000000,610000006518,
60,,Spine,3,9,Image 1,1,100000002,610000006520,
43,,Spine,3,2,Image 1,1,100000000,610000006524,
50,,Spine,3,6,Image 1,1,100000002,610000006528,
69,,Spine,3,1,Image 1,1,100000000,610000006531,
51,,Spine,3,7,Image 1,1,100000002,610000006536,
55,,Spine,3,1,Image 1,1,100000003,610000006539,
31,,Spine,3,7,Image 1,1,100000002,610000006542,
38,,Spine,3,0,Image 1,1,100000001,610000006545,
90,,Spine,3,0,Image 1,1,100000000,610000006550,
38,,Spine,3,1,Image 1,1,100000001,610000006554,
61,,Spine,3,2,Image 1,1,100000000,610000006559,
18,,Spine,3,7,Image 1,1,100000002,610000006562,
45,,Spine,3,5,Image 1,1,100000002,610000006565,
41,,Spine,3,7,Image 1,1,100000002,610000006568,
42,,Spine,3,10,Image 1,1,100000002,610000006574,
54,,Spine,3,7,Image 1,1,100000003,610000006577,
66,,Spine,3,3,Image 1,1,100000000,610000006583,
42,,Spine,3,0,Image 1,1,,610000006586,
50,,Spine,3,0,Image 1,1,,610000006591,
49,,Spine,3,10,Image 1,1,100000002,610000006597,
68,,Spine,3,13,Image 1,1,100000000,610000006602,
27,,Spine,3,5,Image 1,1,100000000,610000006607,
71,,Spine,3,5,Image 1,1,100000002,610000006609,
42,,Spine,3,16,Image 1,1,100000000,610000006611,
24,,Spine,3,5,Image 1,1,100000000,610000006615,
47,,Spine,3,3,Image 1,1,100000000,610000006620,
31,,Spine,3,0,Image 1,1,,610000006622,
92,,Spine,3,0,Image 1,1,,610000006625,
51,,Spine,3,5,Image 1,1,100000002,610000006631,
36,,Spine,3,1,Image 1,1,100000000,610000006633,
32,,Spine,3,7,Image 1,1,100000002,610000006636,
43,,Spine,3,3,Image 1,1,100000000,610000006638,
41,,Spine,3,0,Image 1,1,,610000006640,
47,,Spine,3,4,Image 1,1,100000002,610000006645,
46,,Spine,3,7,Image 1,1,100000002,610000006647,
46,,Spine,3,3,Image 1,1,100000002,610000006650,
58,,Spine,3,4,Image 1,1,100000002,610000006654,
54,,Spine,3,5,Image 1,1,100000002,610000006656,
47,,Spine,3,7,Image 1,1,100000002,610000006660,
50,,Spine,3,9,Image 1,1,100000000,610000006664,
22,,Spine,3,15,Image 1,1,100000000,610000006666,
57,,Spine,3,1,Image 1,1,100000002,610000006669,
37,,Spine,3,0,Image 1,1,,610000006672,
66,,Spine,3,0,Image 1,1,,610000006676,
35,,Spine,3,0,Image 1,1,,610000006679,
39,,Spine,3,0,Image 1,1,100000002,610000006683,
79,,Spine,3,4,Image 1,1,100000002,610000006686,
55,,Spine,3,7,Image 1,1,100000002,610000006689,
55,,Spine,3,0,Image 1,1,,610000006691,
31,,Spine,3,12,Image 1,1,100000001,610000006695,
65,,Spine,3,0,Image 1,1,,610000006697,
34,,Spine,3,5,Image 1,1,100000003,610000006703,
46,,Spine,3,2,Image 1,1,100000001,610000006709,
45,,Spine,3,7,Image 1,1,100000002,610000006711,
27,,Spine,3,0,Image 1,1,,610000006713,
62,,Spine,3,8,Image 1,1,100000002,610000006720,
47,,Spine,3,10,Image 1,1,100000003,610000006723,
77,,Spine,3,3,Image 1,1,100000000,610000006726,
43,,Spine,3,4,Image 1,1,100000000,610000006728,
48,,Spine,3,10,Image 1,1,100000002,610000006731,
48,,Spine,3,0,Image 1,1,,610000006733,
53,,Spine,3,0,Image 1,1,,610000006738,
44,,Spine,3,2,Image 1,1,100000002,610000006743,
46,,Spine,3,3,Image 1,1,100000000,610000006745,
35,,Spine,3,5,Image 1,1,100000000,610000006747,
38,,Spine,3,8,Image 1,1,100000001,610000006749,
76,,Spine,3,9,Image 1,1,100000000,610000006754,
59,,Spine,3,9,Image 1,1,100000001,610000006756,
55,,Spine,3,0,Image 1,1,,610000006758,
44,,Spine,3,2,Image 1,1,100000000,610000006765,
75,,Spine,3,0,Image 1,1,,610000006771,
49,,Spine,3,0,Image 1,1,100000002,610000006779,
38,,Spine,3,3,Image 1,1,100000001,610000006782,
43,,Spine,3,0,Image 1,1,,610000006784,
38,,Spine,3,4,Image 1,1,100000000,610000006788,
49,,Spine,3,9,Image 1,1,100000002,610000006791,
47,,Spine,3,0,Image 1,1,100000000,610000006794,
66,,Spine,3,0,Image 1,1,,610000006797,
82,,Spine,3,1,Image 1,1,100000002,610000006800,
97,,Spine,3,0,Image 1,1,,610000006802,
45,,Spine,3,9,Image 1,1,100000000,610000006807,
52,,Spine,3,0,Image 1,1,,610000006809,
63,,Spine,3,10,Image 1,1,100000002,610000006812,
44,,Spine,3,8,Image 1,1,100000001,610000006818,
49,,Spine,3,5,Image 1,1,100000003,610000006821,
60,,Spine,3,1,Image 1,1,100000001,610000006825,
63,,Spine,3,0,Image 1,1,,610000006827,
79,,Spine,3,0,Image 1,1,,610000006833,
44,,Spine,3,1,Image 1,1,100000003,610000006840,
38,,Spine,3,5,Image 1,1,100000003,610000006843,
56,,Spine,3,7,Image 1,1,100000002,610000006846,
53,,Spine,3,10,Image 1,1,100000002,610000006848,
38,,Spine,3,20,Image 1,1,100000000,610000006851,
54,,Spine,3,17,Image 1,1,100000000,610000006855,
62,,Spine,3,0,Image 1,1,,610000006857,
44,,Spine,3,0,Image 1,1,,610000006862,
78,,Spine,3,4,Image 1,1,100000002,610000006867,
43,,Spine,3,7,Image 1,1,100000002,610000006870,
60,,Spine,3,4,Image 1,1,100000002,610000006873,
41,,Spine,3,2,Image 1,1,100000000,610000006876,
58,,Spine,3,0,Image 1,1,,610000006880,
74,,Spine,3,2,Image 1,1,100000001,610000006886,
64,,Spine,3,8,Image 1,1,100000000,610000006890,
123,,Spine,3,0,Image 1,1,,610000006892,
52,,Spine,3,14,Image 1,1,100000000,610000006896,
73,,Spine,3,0,Image 1,1,100000000,610000006898,
98,,Spine,3,0,Image 1,1,,610000006901,
53,,Spine,3,5,Image 1,1,100000000,610000006909,
46,,Spine,3,4,Image 1,1,100000000,610000006911,
80,,Spine,3,0,Image 1,1,100000000,610000006913,
51,,Spine,3,9,Image 1,1,100000000,610000006915,
65,,Spine,3,2,Image 1,1,100000002,610000006918,
29,,Spine,3,20,Image 1,1,100000000,610000006922,
54,,Spine,3,5,Image 1,1,100000002,610000006925,
66,,Spine,3,4,Image 1,1,100000000,610000006929,
78,,Spine,3,2,Image 1,1,100000002,610000006931,
52,,Spine,3,0,Image 1,1,,610000006936,
65,,Spine,3,0,Image 1,1,,610000006939,
45,,Spine,3,5,Image 1,1,100000002,610000006944,
79,,Spine,3,1,Image 1,1,100000002,610000006947,
82,,Spine,3,0,Image 1,1,100000001,610000006955,
42,,Spine,3,16,Image 1,1,100000000,610000006958,
96,,Spine,3,9,Image 1,1,100000003,610000006963,
48,,Spine,3,2,Image 1,1,100000000,610000006965,
101,,Spine,3,0,Image 1,1,,610000006967,
