
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,0,1,1,100000002,610000006779,
0,s,Spine,3,3,1,100000001,610000006782,
0,s,Spine,4,3,1,100000000,610000006788,
0,s,Spine,9,3,1,100000002,610000006791,
0,s,Spine,0,1,1,100000000,610000006794,
0,s,Spine,,,1,,610000006797,
0,s,Spine,1,2,1,100000002,610000006800,
0,s,Spine,,,1,,610000006802,
0,s,Spine,9,4,1,100000000,610000006807,
0,s,Spine,,,1,,610000006809,
0,s,Spine,10,4,1,100000002,610000006812,
0,s,Spine,8,3,1,100000001,610000006818,
0,s,Spine,5,5,1,100000003,610000006821,
0,s,Spine,1,2,1,100000001,610000006825,
0,s,Spine,,,1,,610000006827,
0,s,Spine,,,1,,610000006833,
0,s,Spine,1,2,1,100000003,610000006840,
0,s,Spine,5,5,1,100000003,610000006843,
0,s,Spine,7,3,1,100000002,610000006846,
0,s,Spine,10,2,1,100000002,610000006848,
0,s,Spine,20,9,1,100000000,610000006851,
0,s,Spine,17,4,1,100000000,610000006855,
0,s,Spine,,,1,,610000006857,
0,s,Spine,,,1,,610000006862,
0,s,Spine,4,2,1,100000002,610000006867,
0,s,Spine,7,4,1,100000002,610000006870,
0,s,Spine,4,2,1,100000002,610000006873,
0,s,Spine,2,2,1,100000000,610000006876,
0,s,Spine,,,1,,610000006880,
0,s,Spine,2,2,1,100000001,610000006886,
0,s,Spine,8,6,1,100000000,610000006890,
0,s,Spine,,,1,,610000006892,
0,s,Spine,14,4,1,100000000,610000006896,
0,s,Spine,0,1,1,100000000,610000006898,
0,s,Spine,5,5,1,100000000,610000006909,
0,s,Spine,4,4,1,100000000,610000006911,
0,s,Spine,0,1,1,100000000,610000006913,
0,s,Spine,9,5,1,100000000,610000006915,
0,s,Spine,2,2,1,100000002,610000006918,
0,s,Spine,20,8,1,100000000,610000006922,
0,s,Spine,5,5,1,100000002,610000006925,
0,s,Spine,4,4,1,100000000,610000006929,
0,s,Spine,2,2,1,100000002,610000006931,
0,s,Spine,5,5,1,100000002,610000006944,
0,s,Spine,1,2,1,100000002,610000006947,
0,s,Spine,0,1,1,100000001,610000006955,
0,s,Spine,16,6,1,100000000,610000006958,
0,s,Spine,9,6,1,100000003,610000006963,
0,s,Spine,2,1,1,100000000,610000006965,
0,s,Spine,,,1,,610000006967,
0,s,Spine,6,3,1,100000002,610000006981,
0,s,Spine,,,1,,610000006984,
0,s,Spine,0,1,1,100000002,610000006990,
0,s,Spine,4,3,1,100000000,610000006993,
0,s,Spine,0,1,1,100000003,610000006996,
0,s,Spine,4,3,1,100000000,610000006999,
0,s,Spine,20,8,1,100000000,610000007004,
0,s,Spine,2,1,1,100000002,610000007006,
0,s,Spine,0,1,1,100000001,610000007017,
0,s,Spine,6,6,1,100000003,610000007020,
0,s,Spine,1,2,1,100000002,610000007022,
0,s,Spine,15,6,1,100000000,610000007036,
0,s,Spine,10,3,1,100000002,610000007046,
0,s,Spine,4,3,1,100000000,610000007048,
0,s,Spine,10,8,1,100000003,610000007051,
0,s,Spine,3,1,1,100000000,610000007053,
0,s,Spine,10,4,1,100000000,610000007056,
0,s,Spine,7,3,1,100000002,610000007071,
0,s,Spine,0,1,1,100000002,610000007073,
0,s,Spine,,,1,,610000007075,
0,s,Spine,5,5,1,100000000,610000007094,
0,s,Spine,,,1,,610000007110,
0,s,Spine,6,3,1,100000000,610000007126,
0,s,Spine,3,2,1,100000000,610000007140,
0,s,Spine,2,2,1,100000002,610000007146,
0,s,Spine,1,1,1,100000001,610000007150,
0,s,Spine,3,3,1,,610000007491,
0,s,Spine,0,1,1,,610000007491,
0,s,Spine,4,2,1,,610000007491,
0,s,Spine,10,5,1,,610000007491,
0,s,Spine,3,3,1,,610000007492,
0,s,Spine,0,1,1,,610000007492,
0,s,Spine,2,2,1,,610000007492,
0,s,Spine,9,4,1,,610000007492,
0,s,Spine,0,1,1,,610000007493,
0,s,Spine,1,1,1,,610000007493,
0,s,Spine,9,4,1,,610000007493,
0,s,Spine,3,4,1,,610000007493,
0,s,Spine,2,1,1,,610000007494,
0,s,Spine,2,3,1,,610000007494,
0,s,Spine,1,1,1,,610000007494,
0,s,Spine,8,3,1,,610000007494,
0,s,Spine,1,2,1,,610000007495,
0,s,Spine,2,2,1,,610000007495,
0,s,Spine,4,4,1,,610000007495,
0,s,Spine,9,3,1,,610000007495,
0,s,Spine,3,1,1,,610000007496,
0,s,Spine,5,3,1,,610000007496,
0,s,Spine,2,3,1,,610000007496,
0,s,Spine,9,2,1,,610000007496,
0,s,Spine,5,3,1,,610000007497,
0,s,Spine,6,1,1,,610000007497,
0,s,Spine,7,4,1,,610000007497,
0,s,Spine,8,3,1,,610000007497,
0,s,Spine,5,3,1,,610000007498,
0,s,Spine,6,1,1,,610000007498,
0,s,Spine,8,3,1,,610000007498,
0,s,Spine,6,2,1,,610000007499,
0,s,Spine,6,3,1,,610000007499,
0,s,Spine,7,3,1,,610000007499,
0,s,Spine,4,1,1,,610000007499,
0,s,Spine,5,2,1,,610000007500,
0,s,Spine,6,3,1,,610000007500,
0,s,Spine,4,2,1,,610000007500,
0,s,Spine,6,4,1,,610000007500,
0,s,Spine,0,1,1,,610000007501,
0,s,Spine,7,3,1,,610000007501,
0,s,Spine,6,5,1,,610000007501,
0,s,Spine,4,2,1,,610000007501,
0,s,Spine,3,3,1,,610000007502,
0,s,Spine,2,1,1,,610000007502,
0,s,Spine,6,5,1,,610000007502,
0,s,Spine,8,3,1,,610000007502,
0,s,Spine,2,2,1,,610000007503,
0,s,Spine,8,3,1,,610000007503,
0,s,Spine,5,5,1,,610000007503,
0,s,Spine,1,2,1,,610000007504,
0,s,Spine,6,5,1,,610000007504,
0,s,Spine,9,5,1,,610000007504,
0,s,Spine,0,1,1,,610000007505,
0,s,Spine,2,2,1,,610000007505,
0,s,Spine,7,5,1,,610000007505,
0,s,Spine,13,4,1,,610000007505,
0,s,Spine,0,1,1,,610000007506,
0,s,Spine,2,2,1,,610000007506,
0,s,Spine,7,5,1,,610000007506,
0,s,Spine,13,4,1,,610000007506,
0,s,Spine,3,3,1,,610000007507,
0,s,Spine,9,6,1,,610000007507,
0,s,Spine,20,8,1,,610000007507,
0,s,Spine,0,1,1,,610000007508,
0,s,Spine,19,9,1,,610000007508,
0,s,Spine,10,8,1,,610000007508,
0,s,Spine,,,1,,610000007509,
0,s,Spine,2,2,1,,610000007509,
0,s,Spine,16,6,1,,610000007509,
0,s,Spine,10,8,1,,610000007509,
0,s,Spine,,,1,,610000007510,
0,s,Spine,2,2,1,,610000007510,
0,s,Spine,15,6,1,,610000007510,
0,s,Spine,10,8,1,,610000007510,
0,s,Spine,,,1,,610000007511,
0,s,Spine,2,2,1,,610000007511,
0,s,Spine,15,6,1,,610000007511,
0,s,Spine,10,8,1,,610000007511,
0,s,Spine,2,2,1,,610000007512,
0,s,Spine,15,6,1,,610000007512,
0,s,Spine,10,7,1,,610000007512,
0,s,Spine,1,2,1,,610000007513,
0,s,Spine,9,3,1,,610000007513,
0,s,Spine,17,6,1,,610000007513,
0,s,Spine,1,2,1,,610000007514,
0,s,Spine,9,3,1,,610000007514,
0,s,Spine,16,5,1,,610000007514,
0,s,Spine,1,2,1,,610000007515,
0,s,Spine,13,5,1,,610000007515,
0,s,Spine,8,3,1,,610000007515,
0,s,Spine,0,1,1,,610000007516,
0,s,Spine,12,4,1,,610000007516,
0,s,Spine,8,3,1,,610000007516,
0,s,Spine,7,2,1,,610000007517,
0,s,Spine,12,4,1,,610000007517,
0,s,Spine,,,1,,610000007518,
0,s,Spine,7,3,1,,610000007518,
0,s,Spine,12,4,1,,610000007518,
0,s,Spine,5,2,1,,610000007519,
0,s,Spine,14,6,1,,610000007519,
0,s,Spine,4,2,1,,610000007520,
0,s,Spine,13,6,1,,610000007520,
0,s,Spine,4,1,1,,610000007521,
0,s,Spine,13,5,1,,610000007521,
0,s,Spine,3,1,1,,610000007522,
0,s,Spine,12,5,1,,610000007522,
0,s,Spine,3,2,1,,610000007523,
0,s,Spine,12,5,1,,610000007523,
0,s,Spine,8,2,1,,610000007524,
0,s,Spine,9,4,1,,610000007524,
0,s,Spine,8,2,1,,610000007525,
0,s,Spine,9,4,1,,610000007525,
0,s,Spine,9,3,1,,610000007526,
0,s,Spine,8,2,1,,610000007526,
0,s,Spine,6,2,1,,610000007527,
0,s,Spine,8,2,1,,610000007527,
0,s,Spine,4,2,1,,610000007528,
0,s,Spine,12,3,1,,610000007528,
0,s,Spine,3,1,1,,610000007529,
0,s,Spine,12,3,1,,610000007529,
0,s,Spine,2,1,1,,610000007530,
0,s,Spine,9,4,1,,610000007530,
0,s,Spine,2,2,1,,610000007531,
0,s,Spine,8,4,1,,610000007531,
0,s,Spine,6,2,1,,610000007532,
0,s,Spine,5,5,1,,610000007532,
0,s,Spine,6,3,1,,610000007533,
0,s,Spine,5,5,1,,610000007533,
0,s,Spine,6,3,1,,610000007534,
0,s,Spine,4,4,1,,610000007534,
0,s,Spine,5,3,1,,610000007535,
0,s,Spine,4,3,1,,610000007535,
0,s,Spine,5,3,1,,610000007536,
0,s,Spine,4,3,1,,610000007536,
0,s,Spine,5,3,1,,610000007537,
0,s,Spine,4,3,1,,610000007537,
0,s,Spine,2,2,1,,610000007538,
0,s,Spine,5,3,1,,610000007538,
0,s,Spine,1,2,1,,610000007539,
0,s,Spine,10,6,1,,610000007539,
0,s,Spine,9,6,1,,610000007540,
0,s,Spine,5,5,1,,610000007540,
0,s,Spine,7,6,1,,610000007541,
0,s,Spine,5,5,1,,610000007541,
0,s,Spine,7,6,1,,610000007542,
0,s,Spine,4,4,1,,610000007542,
0,s,Spine,0,1,1,,610000007543,
0,s,Spine,5,3,1,,610000007543,
0,s,Spine,3,2,1,,610000007544,
0,s,Spine,5,3,1,,610000007544,
0,s,Spine,3,2,1,,610000007545,
0,s,Spine,7,3,1,,610000007545,
0,s,Spine,3,2,1,,610000007546,
0,s,Spine,0,1,1,,610000007546,
0,s,Spine,0,1,1,,610000007547,
0,s,Spine,2,2,1,,610000007547,
0,s,Spine,0,1,1,,610000007548,
0,s,Spine,2,2,1,,610000007548,
0,s,Spine,0,1,1,,610000007549,
0,s,Spine,1,1,1,,610000007549,
0,s,Spine,3,2,1,,610000007550,
0,s,Spine,0,1,1,,610000007550,
0,s,Spine,2,1,1,,610000007551,
0,s,Spine,7,4,1,,610000007551,
0,s,Spine,3,2,1,,610000007552,
0,s,Spine,7,3,1,,610000007552,
0,s,Spine,5,3,1,,610000007553,
0,s,Spine,6,3,1,,610000007553,
0,s,Spine,5,2,1,,610000007554,
0,s,Spine,6,4,1,,610000007554,
0,s,Spine,6,4,1,,610000007555,
0,s,Spine,4,3,1,,610000007555,
0,s,Spine,0,1,1,,610000007556,
0,s,Spine,4,3,1,,610000007556,
0,s,Spine,1,2,1,,610000007557,
0,s,Spine,1,1,1,,610000007557,
0,s,Spine,1,1,1,,610000007558,
0,s,Spine,3,4,1,,610000007558,
0,s,Spine,0,1,1,,610000007559,
0,s,Spine,2,1,1,,610000007559,
0,s,Spine,2,1,1,,610000007560,
0,s,Spine,0,1,1,,610000007561,
0,s,Spine,1,2,1,,610000007562,
0,s,Spine,0,1,1,,610000007563,
0,s,Spine,0,1,1,,610000007564,
0,s,Spine,,,1,,610000007565,
0,s,Spine,,,1,,610000007566,
0,s,Spine,,,1,,610000007568,
0,s,Spine,,,1,,610000007572,
