
Spine Center Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.829156,,Spine,1,16,Image 1,7,1,100000000,610000006488,
0,,Spine,1,3,Image 1,2,1,100000003,610000006491,
1.08972,,Spine,1,20,Image 1,9,1,100000000,610000006494,
0.687184,,Spine,1,1,Image 1,2,1,100000000,610000006499,
0.489898,,Spine,1,6,Image 1,5,1,100000003,610000006503,
0.8,,Spine,1,3,Image 1,2,1,100000003,610000006507,
0.4,,Spine,1,1,Image 1,2,1,100000000,610000006511,
0.599479,,Spine,1,0,Image 1,1,1,100000000,610000006518,
0.471405,,Spine,1,9,Image 1,3,1,100000002,610000006520,
1.16619,,Spine,1,2,Image 1,2,1,100000000,610000006524,
0.632456,,Spine,1,6,Image 1,4,1,100000002,610000006528,
1.11803,,Spine,1,1,Image 1,2,1,100000000,610000006531,
49.4921,,Spine,1,7,Image 1,3,1,100000002,610000006536,
1.08972,,Spine,1,1,Image 1,1,1,100000003,610000006539,
47.5309,,Spine,1,7,Image 1,3,1,100000002,610000006542,
1.65831,,Spine,1,0,Image 1,1,1,100000001,610000006545,
0.687184,,Spine,1,0,Image 1,1,1,100000000,610000006550,
1.46969,,Spine,1,1,Image 1,2,1,100000001,610000006554,
0.866025,,Spine,1,2,Image 1,2,1,100000000,610000006559,
1.47902,,Spine,1,7,Image 1,3,1,100000002,610000006562,
0.829156,,Spine,1,5,Image 1,3,1,100000002,610000006565,
1.29904,,Spine,1,7,Image 1,4,1,100000002,610000006568,
1.03016,,Spine,1,10,Image 1,3,1,100000002,610000006574,
1.22474,,Spine,1,7,Image 1,5,1,100000003,610000006577,
5.09101,,Spine,1,3,Image 1,1,1,100000000,610000006583,
0.489898,,Spine,1,0,Image 1,1,1,100000002,610000006589,
0.687184,,Spine,1,1,Image 1,2,1,100000001,610000006595,
0.471405,,Spine,1,10,Image 1,5,1,100000002,610000006597,
0.471405,,Spine,1,13,Image 1,4,1,100000000,610000006602,
37.0435,,Spine,1,5,Image 1,5,1,100000000,610000006607,
0.471405,,Spine,1,5,Image 1,3,1,100000002,610000006609,
0.471405,,Spine,1,16,Image 1,7,1,100000000,610000006611,
0.829156,,Spine,1,5,Image 1,3,1,100000000,610000006615,
4.13991,,Spine,1,3,Image 1,1,1,100000000,610000006620,
0.471405,,Spine,1,1,Image 1,2,1,100000001,610000006623,
1.10554,,Spine,1,0,Image 1,1,1,100000002,610000006629,
1.24722,,Spine,1,5,Image 1,3,1,100000002,610000006631,
1.24722,,Spine,1,1,Image 1,1,1,100000000,610000006633,
0.829156,,Spine,1,7,Image 1,3,1,100000002,610000006636,
1.24722,,Spine,1,3,Image 1,2,1,100000000,610000006638,
2.06155,,Spine,1,1,Image 1,2,1,100000001,610000006642,
0,,Spine,1,4,Image 1,2,1,100000002,610000006645,
0.471405,,Spine,1,7,Image 1,2,1,100000002,610000006647,
0.471405,,Spine,1,3,Image 1,2,1,100000002,610000006650,
1.0198,,Spine,1,4,Image 1,2,1,100000002,610000006654,
0.471405,,Spine,1,5,Image 1,1,1,100000002,610000006656,
47.3075,,Spine,1,7,Image 1,3,1,100000002,610000006660,
2.03961,,Spine,1,9,Image 1,3,1,100000000,610000006664,
1.41421,,Spine,1,15,Image 1,6,1,100000000,610000006666,
1,,Spine,1,1,Image 1,1,1,100000002,610000006669,
1.24722,,Spine,1,1,Image 1,2,1,100000001,610000006673,
3.85861,,Spine,1,1,Image 1,2,1,100000001,610000006677,
22.3656,,Spine,1,1,Image 1,2,1,100000001,610000006680,
1.63936,,Spine,1,0,Image 1,1,1,100000002,610000006683,
1.08972,,Spine,1,4,Image 1,2,1,100000002,610000006686,
0.829156,,Spine,1,7,Image 1,3,1,100000002,610000006689,
1.63936,,Spine,1,0,Image 1,1,1,100000002,610000006693,
1.41421,,Spine,1,12,Image 1,6,1,100000001,610000006695,
0.471405,,Spine,1,0,Image 1,1,1,100000003,610000006701,
1,,Spine,1,5,Image 1,5,1,100000003,610000006703,
1.39971,,Spine,1,2,Image 1,2,1,100000001,610000006709,
1.69967,,Spine,1,7,Image 1,2,1,100000002,610000006711,
1.69967,,Spine,1,0,Image 1,1,1,100000000,610000006717,
0.433013,,Spine,1,8,Image 1,2,1,100000002,610000006720,
3.08221,,Spine,1,10,Image 1,8,1,100000003,610000006723,
1,,Spine,1,3,Image 1,2,1,100000000,610000006726,
7.84574,,Spine,1,4,Image 1,3,1,100000000,610000006728,
1.63936,,Spine,1,10,Image 1,3,1,100000002,610000006731,
0.866025,,Spine,1,1,Image 1,2,1,100000001,610000006735,
1.78536,,Spine,1,1,Image 1,2,1,100000001,610000006740,
1.29904,,Spine,1,2,Image 1,1,1,100000002,610000006743,
0.816497,,Spine,1,3,Image 1,2,1,100000000,610000006745,
0,,Spine,1,5,Image 1,3,1,100000000,610000006747,
