
Segment Center Intensity Sum Ch=1 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
354,,Segment,1,12,Image 1,8,1,100000003,510000000033,
19,,Segment,1,11,Image 1,8,1,100000003,510000000035,
196,,Segment,1,10,Image 1,7,1,100000003,510000000063,
58,,Segment,1,9,Image 1,7,1,100000003,510000000081,
125,,Segment,1,8,Image 1,6,1,100000003,510000000130,
3,,Segment,1,7,Image 1,6,1,100000003,510000000133,
43,,Segment,1,6,Image 1,5,1,100000003,510000000174,
36,,Segment,1,4,Image 1,4,1,100000003,510000000184,
121,,Segment,1,3,Image 1,3,1,100000003,510000000248,
0,,Segment,1,2,Image 1,2,1,100000003,510000000250,
4,,Segment,1,1,Image 1,2,1,100000003,510000000259,
6,,Segment,1,0,Image 1,1,1,100000003,510000000270,
206,,Segment,1,11,Image 1,7,1,100000003,510000000292,
32,,Segment,1,12,Image 1,9,1,100000003,510000000296,
108,,Segment,1,10,Image 1,8,1,100000003,510000000308,
27,,Segment,1,9,Image 1,6,1,100000003,510000000326,
31,,Segment,1,6,Image 1,6,1,100000003,510000000350,
134,,Segment,1,5,Image 1,5,1,100000003,510000000469,
160,,Segment,1,6,Image 1,5,1,100000003,510000000513,
60,,Segment,1,7,Image 1,3,1,100000000,510000000520,
24,,Segment,1,6,Image 1,3,1,100000000,510000000527,
78,,Segment,1,5,Image 1,3,1,100000000,510000000562,
94,,Segment,1,3,Image 1,3,1,100000000,510000000599,
27,,Segment,1,2,Image 1,2,1,100000000,510000000608,
18,,Segment,1,1,Image 1,1,1,100000000,510000000617,
27,,Segment,1,0,Image 1,1,1,100000000,510000000635,
30,,Segment,1,7,Image 1,4,1,100000000,510000000658,
17,,Segment,1,6,Image 1,4,1,100000000,510000000666,
7,,Segment,1,5,Image 1,4,1,100000000,510000000670,
3,,Segment,1,4,Image 1,4,1,100000000,510000000673,
13,,Segment,1,7,Image 1,5,1,100000003,510000000685,
4,,Segment,1,8,Image 1,7,1,100000003,510000000689,
8,,Segment,1,5,Image 1,5,1,100000003,510000000694,
3,,Segment,1,6,Image 1,4,1,100000003,510000000696,
18,,Segment,1,8,Image 1,6,1,100000000,510000000714,
64,,Segment,1,7,Image 1,6,1,100000000,510000000753,
77,,Segment,1,6,Image 1,5,1,100000000,510000000767,
257,,Segment,1,4,Image 1,3,1,100000000,510000000862,
4,,Segment,1,3,Image 1,3,1,100000000,510000000867,
78,,Segment,1,2,Image 1,2,1,100000000,510000000899,
37,,Segment,1,1,Image 1,1,1,100000000,510000000903,
99,,Segment,1,0,Image 1,1,1,100000000,510000000944,
23,,Segment,1,11,Image 1,5,1,100000000,510000000950,
10,,Segment,1,10,Image 1,5,1,100000000,510000000955,
19,,Segment,1,9,Image 1,5,1,100000000,510000000968,
22,,Segment,1,8,Image 1,5,1,100000000,510000000973,
49,,Segment,1,7,Image 1,5,1,100000000,510000000980,
11,,Segment,1,8,Image 1,7,1,100000000,510000000984,
10,,Segment,1,11,Image 1,6,1,100000000,510000000989,
69,,Segment,1,9,Image 1,6,1,100000000,510000001003,
17,,Segment,1,10,Image 1,6,1,100000000,510000001005,
40,,Segment,1,8,Image 1,6,1,100000000,510000001008,
9,,Segment,1,6,Image 1,4,1,100000000,510000001013,
11,,Segment,1,5,Image 1,3,1,100000000,510000001022,
264,,Segment,1,7,Image 1,4,1,100000003,510000001055,
4,,Segment,1,6,Image 1,3,1,100000003,510000001059,
1,,Segment,1,5,Image 1,3,1,100000003,510000001061,
8,,Segment,1,4,Image 1,3,1,100000003,510000001063,
30,,Segment,1,5,Image 1,4,1,100000003,510000001084,
5,,Segment,1,8,Image 1,4,1,100000003,510000001088,
5,,Segment,1,7,Image 1,3,1,100000003,510000001092,
5,,Segment,1,8,Image 1,3,1,100000003,510000001095,
12,,Segment,1,6,Image 1,4,1,100000003,510000001105,
15,,Segment,1,5,Image 1,3,1,100000000,510000001109,
649,,Segment,1,4,Image 1,3,1,100000000,510000001170,
712,,Segment,1,3,Image 1,2,1,100000000,510000001201,
44,,Segment,1,2,Image 1,2,1,100000000,510000001210,
303,,Segment,1,1,Image 1,1,1,100000000,510000001231,
78,,Segment,1,0,Image 1,1,1,100000000,510000001280,
63,,Segment,1,5,Image 1,4,1,100000000,510000001308,
52,,Segment,1,5,Image 1,3,1,100000000,510000001312,
61,,Segment,1,5,Image 1,2,1,100000000,510000001321,
13,,Segment,1,3,Image 1,3,1,100000000,510000001328,
17,,Segment,1,3,Image 1,4,1,100000000,510000001332,
14,,Segment,1,2,Image 1,3,1,100000000,510000001338,
12,,Segment,1,1,Image 1,2,1,100000000,510000001344,
6,,Segment,1,3,Image 1,3,1,100000000,510000001347,
23,,Segment,1,3,Image 1,2,1,100000000,510000001359,
39,,Segment,1,2,Image 1,1,1,100000000,510000001380,
19,,Segment,1,3,Image 1,1,1,100000000,510000001383,
28,,Segment,1,3,Image 1,2,1,100000000,510000001397,
5,,Segment,1,2,Image 1,2,1,100000000,510000001401,
25,,Segment,1,3,Image 1,3,1,100000000,510000001411,
48,,Segment,1,4,Image 1,2,1,100000002,510000001450,
4,,Segment,1,3,Image 1,2,1,100000002,510000001454,
57,,Segment,1,2,Image 1,2,1,100000002,510000001492,
51,,Segment,1,1,Image 1,2,1,100000002,510000001554,
24,,Segment,1,0,Image 1,1,1,100000002,510000001597,
23,,Segment,1,3,Image 1,3,1,100000002,510000001636,
17,,Segment,1,4,Image 1,3,1,100000002,510000001650,
