
Segment Time Index
 ==================== 
Segment Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Segment,12,8,1,100000003,510000000033,
1,,Segment,11,8,1,100000003,510000000035,
1,,Segment,10,7,1,100000003,510000000063,
1,,Segment,9,7,1,100000003,510000000081,
1,,Segment,8,6,1,100000003,510000000130,
1,,Segment,7,6,1,100000003,510000000133,
1,,Segment,6,5,1,100000003,510000000174,
1,,Segment,4,4,1,100000003,510000000184,
1,,Segment,3,3,1,100000003,510000000248,
1,,Segment,2,2,1,100000003,510000000250,
1,,Segment,1,2,1,100000003,510000000259,
1,,Segment,0,1,1,100000003,510000000270,
1,,Segment,11,7,1,100000003,510000000292,
1,,Segment,12,9,1,100000003,510000000296,
1,,Segment,10,8,1,100000003,510000000308,
1,,Segment,9,6,1,100000003,510000000326,
1,,Segment,6,6,1,100000003,510000000350,
1,,Segment,5,5,1,100000003,510000000469,
1,,Segment,6,5,1,100000003,510000000513,
1,,Segment,7,3,1,100000000,510000000520,
1,,Segment,6,3,1,100000000,510000000527,
1,,Segment,5,3,1,100000000,510000000562,
1,,Segment,3,3,1,100000000,510000000599,
1,,Segment,2,2,1,100000000,510000000608,
1,,Segment,1,1,1,100000000,510000000617,
1,,Segment,0,1,1,100000000,510000000635,
1,,Segment,7,4,1,100000000,510000000658,
1,,Segment,6,4,1,100000000,510000000666,
1,,Segment,5,4,1,100000000,510000000670,
1,,Segment,4,4,1,100000000,510000000673,
1,,Segment,7,5,1,100000003,510000000685,
1,,Segment,8,7,1,100000003,510000000689,
1,,Segment,5,5,1,100000003,510000000694,
1,,Segment,6,4,1,100000003,510000000696,
1,,Segment,8,6,1,100000000,510000000714,
1,,Segment,7,6,1,100000000,510000000753,
1,,Segment,6,5,1,100000000,510000000767,
1,,Segment,4,3,1,100000000,510000000862,
1,,Segment,3,3,1,100000000,510000000867,
1,,Segment,2,2,1,100000000,510000000899,
1,,Segment,1,1,1,100000000,510000000903,
1,,Segment,0,1,1,100000000,510000000944,
1,,Segment,11,5,1,100000000,510000000950,
1,,Segment,10,5,1,100000000,510000000955,
1,,Segment,9,5,1,100000000,510000000968,
1,,Segment,8,5,1,100000000,510000000973,
1,,Segment,7,5,1,100000000,510000000980,
1,,Segment,8,7,1,100000000,510000000984,
1,,Segment,11,6,1,100000000,510000000989,
1,,Segment,9,6,1,100000000,510000001003,
1,,Segment,10,6,1,100000000,510000001005,
1,,Segment,8,6,1,100000000,510000001008,
1,,Segment,6,4,1,100000000,510000001013,
1,,Segment,5,3,1,100000000,510000001022,
1,,Segment,7,4,1,100000003,510000001055,
1,,Segment,6,3,1,100000003,510000001059,
1,,Segment,5,3,1,100000003,510000001061,
1,,Segment,4,3,1,100000003,510000001063,
1,,Segment,5,4,1,100000003,510000001084,
1,,Segment,8,4,1,100000003,510000001088,
1,,Segment,7,3,1,100000003,510000001092,
1,,Segment,8,3,1,100000003,510000001095,
1,,Segment,6,4,1,100000003,510000001105,
1,,Segment,5,3,1,100000000,510000001109,
1,,Segment,4,3,1,100000000,510000001170,
1,,Segment,3,2,1,100000000,510000001201,
1,,Segment,2,2,1,100000000,510000001210,
1,,Segment,1,1,1,100000000,510000001231,
1,,Segment,0,1,1,100000000,510000001280,
1,,Segment,5,4,1,100000000,510000001308,
1,,Segment,5,3,1,100000000,510000001312,
1,,Segment,5,2,1,100000000,510000001321,
1,,Segment,3,3,1,100000000,510000001328,
1,,Segment,3,4,1,100000000,510000001332,
1,,Segment,2,3,1,100000000,510000001338,
1,,Segment,1,2,1,100000000,510000001344,
1,,Segment,3,3,1,100000000,510000001347,
1,,Segment,3,2,1,100000000,510000001359,
1,,Segment,2,1,1,100000000,510000001380,
1,,Segment,3,1,1,100000000,510000001383,
1,,Segment,3,2,1,100000000,510000001397,
1,,Segment,2,2,1,100000000,510000001401,
1,,Segment,3,3,1,100000000,510000001411,
1,,Segment,4,2,1,100000002,510000001450,
1,,Segment,3,2,1,100000002,510000001454,
1,,Segment,2,2,1,100000002,510000001492,
1,,Segment,1,2,1,100000002,510000001554,
1,,Segment,0,1,1,100000002,510000001597,
1,,Segment,3,3,1,100000002,510000001636,
1,,Segment,4,3,1,100000002,510000001650,
1,,Segment,2,3,1,100000002,510000001660,
1,,Segment,5,5,1,100000000,510000001704,
1,,Segment,4,4,1,100000000,510000001721,
1,,Segment,5,4,1,100000000,510000001729,
1,,Segment,5,3,1,100000002,510000001803,
1,,Segment,4,2,1,100000002,510000001811,
1,,Segment,3,2,1,100000002,510000001828,
1,,Segment,2,1,1,100000002,510000001857,
1,,Segment,1,1,1,100000002,510000001860,
1,,Segment,0,1,1,100000002,510000001867,
1,,Segment,7,3,1,100000002,510000001898,
1,,Segment,6,3,1,100000002,510000001905,
1,,Segment,5,3,1,100000002,510000001918,
1,,Segment,4,3,1,100000002,510000001927,
1,,Segment,2,3,1,100000002,510000001942,
1,,Segment,1,2,1,100000002,510000001953,
1,,Segment,0,1,1,100000002,510000001972,
1,,Segment,7,4,1,100000002,510000001989,
1,,Segment,6,4,1,100000002,510000001994,
1,,Segment,3,4,1,100000002,510000002004,
1,,Segment,5,5,1,100000002,510000002011,
1,,Segment,4,4,1,100000002,510000002013,
1,,Segment,5,4,1,100000002,510000002016,
1,,Segment,4,4,1,100000002,510000002023,
1,,Segment,5,4,1,100000002,510000002029,
1,,Segment,2,2,1,100000002,510000002039,
1,,Segment,2,1,1,100000002,510000002061,
1,,Segment,2,2,1,100000002,510000002072,
1,,Segment,16,5,1,100000000,510000002079,
1,,Segment,15,4,1,100000000,510000002112,
1,,Segment,14,4,1,100000000,510000002115,
1,,Segment,13,4,1,100000000,510000002134,
1,,Segment,12,4,1,100000000,510000002160,
1,,Segment,11,4,1,100000000,510000002162,
1,,Segment,10,4,1,100000000,510000002167,
1,,Segment,9,4,1,100000000,510000002173,
1,,Segment,6,2,1,100000000,510000002182,
1,,Segment,5,2,1,100000000,510000002184,
1,,Segment,4,2,1,100000000,510000002189,
1,,Segment,3,1,1,100000000,510000002193,
1,,Segment,2,1,1,100000000,510000002196,
1,,Segment,7,4,1,100000002,510000002210,
1,,Segment,6,4,1,100000002,510000002257,
1,,Segment,5,3,1,100000002,510000002265,
1,,Segment,4,2,1,100000002,510000002285,
1,,Segment,3,2,1,100000002,510000002295,
1,,Segment,2,2,1,100000002,510000002313,
1,,Segment,1,1,1,100000002,510000002317,
1,,Segment,0,1,1,100000002,510000002386,
1,,Segment,21,8,1,100000000,510000002406,
1,,Segment,20,8,1,100000000,510000002428,
1,,Segment,19,8,1,100000000,510000002434,
1,,Segment,18,8,1,100000000,510000002447,
1,,Segment,17,8,1,100000000,510000002479,
1,,Segment,16,7,1,100000000,510000002501,
1,,Segment,15,6,1,100000000,510000002516,
1,,Segment,14,6,1,100000000,510000002523,
1,,Segment,13,5,1,100000000,510000002549,
1,,Segment,7,5,1,100000002,510000002562,
1,,Segment,6,2,1,100000002,510000002582,
1,,Segment,5,1,1,100000002,510000002595,
1,,Segment,4,1,1,100000002,510000002629,
1,,Segment,3,1,1,100000002,510000002632,
1,,Segment,2,1,1,100000002,510000002708,
1,,Segment,1,1,1,100000002,510000002715,
1,,Segment,0,1,1,100000002,510000002747,
1,,Segment,21,9,1,100000000,510000002758,
1,,Segment,19,9,1,100000000,510000002763,
1,,Segment,20,9,1,100000000,510000002780,
1,,Segment,18,9,1,100000000,510000002792,
1,,Segment,10,5,1,100000002,510000002808,
1,,Segment,9,4,1,100000002,510000002833,
1,,Segment,8,3,1,100000002,510000002838,
1,,Segment,7,2,1,100000002,510000002840,
1,,Segment,6,2,1,100000002,510000002861,
1,,Segment,5,1,1,100000002,510000002865,
1,,Segment,4,1,1,100000002,510000002904,
1,,Segment,3,1,1,100000002,510000002914,
1,,Segment,2,1,1,100000002,510000002926,
1,,Segment,1,1,1,100000002,510000002929,
1,,Segment,9,4,1,100000001,510000002960,
1,,Segment,7,3,1,100000001,510000002979,
1,,Segment,6,2,1,100000001,510000002992,
1,,Segment,5,1,1,100000001,510000003013,
1,,Segment,4,1,1,100000001,510000003022,
1,,Segment,3,1,1,100000001,510000003035,
1,,Segment,2,1,1,100000001,510000003039,
1,,Segment,1,1,1,100000001,510000003054,
1,,Segment,0,1,1,100000001,510000003073,
1,,Segment,16,5,1,100000000,510000003132,
1,,Segment,15,5,1,100000000,510000003168,
1,,Segment,12,6,1,100000001,510000003180,
1,,Segment,11,5,1,100000001,510000003189,
1,,Segment,10,5,1,100000001,510000003198,
1,,Segment,9,5,1,100000001,510000003201,
1,,Segment,7,4,1,100000002,510000003226,
1,,Segment,6,3,1,100000002,510000003242,
1,,Segment,17,4,1,100000000,510000003259,
1,,Segment,16,4,1,100000000,510000003263,
1,,Segment,12,5,1,100000001,510000003270,
1,,Segment,8,2,1,100000002,510000003301,
1,,Segment,7,2,1,100000002,510000003320,
1,,Segment,6,2,1,100000002,510000003347,
1,,Segment,5,2,1,100000002,510000003369,
1,,Segment,8,3,1,100000001,510000003378,
1,,Segment,7,2,1,100000001,510000003392,
1,,Segment,6,2,1,100000001,510000003412,
1,,Segment,5,2,1,100000001,510000003439,
1,,Segment,6,1,1,100000002,510000003444,
1,,Segment,12,4,1,100000002,510000003460,
1,,Segment,11,3,1,100000002,510000003462,
1,,Segment,10,3,1,100000002,510000003491,
1,,Segment,9,3,1,100000002,510000003495,
1,,Segment,8,3,1,100000002,510000003497,
1,,Segment,7,3,1,100000002,510000003513,
1,,Segment,17,7,1,100000000,510000003533,
1,,Segment,8,2,1,100000001,510000003550,
1,,Segment,11,6,1,100000001,510000003555,
1,,Segment,10,4,1,100000002,510000003557,
1,,Segment,5,3,1,100000002,510000003589,
1,,Segment,12,3,1,100000002,510000003601,
1,,Segment,7,3,1,100000002,510000003611,
1,,Segment,17,5,1,100000000,510000003617,
1,,Segment,11,4,1,100000002,510000003626,
1,,Segment,5,2,1,100000002,510000003630,
1,,Segment,8,3,1,100000001,510000003637,
1,,Segment,16,6,1,100000000,510000003660,
1,,Segment,15,6,1,100000000,510000003684,
1,,Segment,7,3,1,100000001,510000003697,
1,,Segment,15,7,1,100000000,510000003732,
1,,Segment,5,4,1,100000002,510000003747,
1,,Segment,16,8,1,100000000,510000003749,
1,,Segment,17,7,1,100000000,510000003755,
1,,Segment,16,6,1,100000000,510000003782,
1,,Segment,15,5,1,100000000,510000003791,
1,,Segment,10,6,1,100000001,510000003795,
1,,Segment,9,3,1,100000002,510000003812,
1,,Segment,5,2,1,100000002,510000003827,
1,,Segment,16,6,1,100000000,510000003838,
1,,Segment,8,3,1,100000002,510000003843,
1,,Segment,16,6,1,100000000,510000003848,
1,,Segment,17,6,1,100000000,510000003850,
1,,Segment,4,2,1,100000001,510000003884,
1,,Segment,5,5,1,100000001,510000003889,
1,,Segment,4,4,1,100000001,510000003896,
1,,Segment,3,3,1,100000001,510000003960,
1,,Segment,2,3,1,100000001,510000003963,
1,,Segment,1,2,1,100000001,510000003966,
1,,Segment,5,4,1,100000001,510000003982,
1,,Segment,4,3,1,100000001,510000003998,
1,,Segment,4,2,1,100000002,510000004004,
1,,Segment,5,3,1,100000001,510000004023,
1,,Segment,9,4,1,100000002,510000004028,
1,,Segment,8,4,1,100000002,510000004036,
1,,Segment,16,7,1,100000000,510000004038,
1,,Segment,10,4,1,100000002,510000004047,
1,,Segment,2,3,1,100000002,510000004088,
1,,Segment,1,2,1,100000002,510000004093,
1,,Segment,9,3,1,100000002,510000004096,
1,,Segment,16,5,1,100000000,510000004099,
1,,Segment,2,2,1,100000002,510000004110,
1,,Segment,6,3,1,100000002,510000004153,
1,,Segment,7,2,1,100000001,510000004157,
1,,Segment,10,2,1,100000002,510000004162,
1,,Segment,9,2,1,100000002,510000004165,
1,,Segment,5,4,1,100000001,510000004168,
1,,Segment,10,3,1,100000002,510000004171,
1,,Segment,7,3,1,100000002,510000004180,
1,,Segment,15,5,1,100000000,510000004182,
1,,Segment,6,3,1,100000001,510000004186,
1,,Segment,14,7,1,100000000,510000004194,
1,,Segment,13,6,1,100000000,510000004209,
1,,Segment,12,5,1,100000000,510000004232,
1,,Segment,14,6,1,100000000,510000004241,
1,,Segment,7,1,1,100000002,510000004248,
1,,Segment,6,1,1,100000002,510000004256,
1,,Segment,6,1,1,100000001,510000004258,
1,,Segment,14,5,1,100000000,510000004263,
1,,Segment,3,3,1,100000000,510000004308,
1,,Segment,2,2,1,100000000,510000004316,
1,,Segment,1,2,1,100000000,510000004352,
1,,Segment,0,1,1,100000000,510000004360,
1,,Segment,3,2,1,100000002,510000004378,
1,,Segment,7,2,1,100000002,510000004384,
1,,Segment,3,3,1,100000002,510000004398,
1,,Segment,3,3,1,100000000,510000004435,
1,,Segment,2,3,1,100000000,510000004443,
1,,Segment,13,5,1,100000000,510000004451,
1,,Segment,10,3,1,100000002,510000004465,
1,,Segment,8,2,1,100000002,510000004472,
1,,Segment,7,2,1,100000002,510000004478,
1,,Segment,6,2,1,100000002,510000004490,
1,,Segment,5,2,1,100000002,510000004495,
1,,Segment,4,2,1,100000002,510000004509,
1,,Segment,3,1,1,100000002,510000004514,
1,,Segment,3,2,1,100000001,510000004552,
1,,Segment,5,2,1,100000002,510000004559,
1,,Segment,9,3,1,100000002,510000004579,
1,,Segment,11,3,1,100000002,510000004587,
1,,Segment,10,2,1,100000002,510000004612,
1,,Segment,11,2,1,100000002,510000004615,
1,,Segment,3,4,1,100000001,510000004621,
1,,Segment,2,2,1,100000001,510000004628,
1,,Segment,2,2,1,100000001,510000004635,
1,,Segment,2,1,1,100000002,510000004638,
1,,Segment,11,5,1,100000000,510000004648,
1,,Segment,7,3,1,100000002,510000004667,
1,,Segment,8,3,1,100000002,510000004679,
1,,Segment,7,3,1,100000000,510000004695,
1,,Segment,0,1,1,100000001,510000004784,
1,,Segment,4,2,1,100000000,510000004788,
1,,Segment,3,2,1,100000000,510000004797,
1,,Segment,3,2,1,100000000,510000004801,
1,,Segment,3,4,1,100000000,510000004805,
1,,Segment,4,3,1,100000000,510000004807,
1,,Segment,4,2,1,100000002,510000004819,
1,,Segment,8,2,1,100000000,510000004825,
1,,Segment,10,5,1,100000000,510000004828,
1,,Segment,3,3,1,100000000,510000004835,
1,,Segment,2,2,1,100000000,510000004868,
1,,Segment,1,2,1,100000000,510000004876,
1,,Segment,3,4,1,100000000,510000004878,
1,,Segment,9,3,1,100000000,510000004890,
1,,Segment,3,2,1,100000000,510000004901,
1,,Segment,6,3,1,100000000,510000004905,
1,,Segment,3,2,1,100000002,510000004928,
1,,Segment,2,2,1,100000002,510000004932,
1,,Segment,1,2,1,100000002,510000004934,
1,,Segment,6,3,1,100000002,510000004936,
1,,Segment,2,2,1,100000002,510000004945,
1,,Segment,5,3,1,100000002,510000004948,
1,,Segment,4,3,1,100000003,510000004957,
1,,Segment,3,2,1,100000003,510000004961,
1,,Segment,2,2,1,100000003,510000004973,
1,,Segment,1,1,1,100000003,510000004987,
1,,Segment,3,1,1,100000001,510000005000,
1,,Segment,2,1,1,100000001,510000005018,
1,,Segment,1,1,1,100000001,510000005024,
1,,Segment,0,1,1,100000001,510000005042,
1,,Segment,4,3,1,100000002,510000005047,
1,,Segment,2,1,1,100000000,510000005056,
1,,Segment,3,2,1,100000000,510000005059,
1,,Segment,2,2,1,100000002,510000005065,
1,,Segment,4,2,1,100000002,510000005069,
1,,Segment,4,3,1,100000002,510000005073,
1,,Segment,2,2,1,100000001,510000005084,
1,,Segment,3,3,1,100000002,510000005089,
1,,Segment,3,2,1,100000001,510000005096,
1,,Segment,2,3,1,100000000,510000005102,
1,,Segment,5,3,1,100000000,510000005105,
1,,Segment,4,1,1,100000000,510000005108,
1,,Segment,4,2,1,100000003,510000005110,
1,,Segment,4,1,1,100000002,510000005119,
1,,Segment,2,2,1,100000001,510000005127,
1,,Segment,1,1,1,100000001,510000005141,
1,,Segment,0,1,1,100000001,510000005167,
1,,Segment,2,1,1,100000003,510000005183,
1,,Segment,3,3,1,100000003,510000005197,
1,,Segment,2,3,1,100000003,510000005205,
1,,Segment,2,3,1,100000002,510000005209,
1,,Segment,3,3,1,100000001,510000005226,
1,,Segment,2,2,1,100000001,510000005228,
1,,Segment,1,2,1,100000001,510000005236,
1,,Segment,3,2,1,100000000,510000005240,
1,,Segment,1,2,1,100000000,510000005250,
1,,Segment,3,3,1,100000003,510000005253,
1,,Segment,3,4,1,100000003,510000005262,
1,,Segment,1,1,1,100000000,510000005269,
1,,Segment,3,2,1,100000001,510000005275,
1,,Segment,2,2,1,100000002,510000005320,
1,,Segment,2,1,1,100000001,510000005326,
1,,Segment,1,2,1,100000003,510000005339,
1,,Segment,0,1,1,100000003,510000005346,
1,,Segment,1,1,1,100000000,510000005395,
1,,Segment,0,1,1,100000000,510000005410,
1,,Segment,0,1,1,100000000,510000005434,
1,,Segment,1,1,1,100000003,510000005448,
1,,Segment,1,2,1,100000002,510000005453,
1,,Segment,0,1,1,100000000,510000005462,
1,,Segment,0,1,1,100000002,510000005479,
1,,Segment,0,1,1,100000003,510000005500,
1,,Segment,2,3,1,100000001,510000005504,
1,,Segment,0,1,1,100000000,510000005517,
1,,Segment,0,1,1,100000000,510000005525,
1,,Segment,1,2,1,100000000,510000005528,
1,,Segment,3,2,1,100000003,510000005533,
1,,Segment,0,1,1,100000003,510000005542,
1,,Segment,1,2,1,100000002,510000005590,
1,,Segment,0,1,1,100000002,510000005610,
1,,Segment,1,1,1,100000002,510000005614,
1,,Segment,0,1,1,100000000,510000005634,
1,,Segment,1,2,1,100000001,510000005677,
1,,Segment,0,1,1,100000003,510000005682,
1,,Segment,0,1,1,100000000,510000005685,
1,,Segment,0,1,1,100000000,510000005692,
1,,Segment,0,1,1,100000002,510000005701,
1,,Segment,0,1,1,100000001,510000005754,
1,,Segment,0,1,1,100000002,510000005770,
1,,Segment,0,1,1,100000000,510000005786,
1,,Segment,0,1,1,100000000,510000005789,
1,,Segment,0,1,1,100000003,510000005814,
1,,Segment,0,1,1,100000000,510000005824,
1,,Segment,0,1,1,100000002,510000005844,
1,,Segment,0,1,1,100000000,510000005850,
1,,Segment,0,1,1,100000001,510000005862,
1,,Segment,4,3,1,100000000,510000005881,
1,,Segment,5,4,1,100000000,510000005882,
1,,Segment,7,2,1,100000000,510000005883,
1,,Segment,8,3,1,100000000,510000005884,
1,,Segment,16,7,1,100000000,510000005886,
1,,Segment,14,5,1,100000000,510000005888,
1,,Segment,4,2,1,100000000,510000005892,
1,,Segment,8,4,1,100000001,510000005898,
1,,Segment,8,2,1,100000002,510000005905,
1,,Segment,3,2,1,100000002,510000005906,
1,,Segment,9,2,1,100000002,510000005909,
1,,Segment,3,3,1,100000002,510000005912,
1,,Segment,1,1,1,100000002,510000005914,
1,,Segment,4,3,1,100000002,510000005915,
1,,Segment,5,4,1,100000003,510000005917,
1,,Segment,0,1,1,,,
