
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.25083e+07,,Surface,2,Image 1,1,0,
5.20876e+06,,Surface,2,Image 1,1,1,
1.30617e+07,,Surface,2,Image 1,1,2,
3.81594e+06,,Surface,2,Image 1,1,3,
