
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
19,,Segment,4,12,Image 1,8,1,100000003,510000000033,
3,,Segment,4,11,Image 1,8,1,100000003,510000000035,
29,,Segment,4,10,Image 1,7,1,100000003,510000000063,
19,,Segment,4,9,Image 1,7,1,100000003,510000000081,
50,,Segment,4,8,Image 1,6,1,100000003,510000000130,
4,,Segment,4,7,Image 1,6,1,100000003,510000000133,
42,,Segment,4,6,Image 1,5,1,100000003,510000000174,
10,,Segment,4,4,Image 1,4,1,100000003,510000000184,
48,,Segment,4,3,Image 1,3,1,100000003,510000000248,
2,,Segment,4,2,Image 1,2,1,100000003,510000000250,
10,,Segment,4,1,Image 1,2,1,100000003,510000000259,
8,,Segment,4,0,Image 1,1,1,100000003,510000000270,
21,,Segment,4,11,Image 1,7,1,100000003,510000000292,
5,,Segment,4,12,Image 1,9,1,100000003,510000000296,
13,,Segment,4,10,Image 1,8,1,100000003,510000000308,
18,,Segment,4,9,Image 1,6,1,100000003,510000000326,
25,,Segment,4,6,Image 1,6,1,100000003,510000000350,
82,,Segment,4,5,Image 1,5,1,100000003,510000000469,
45,,Segment,4,6,Image 1,5,1,100000003,510000000513,
8,,Segment,4,7,Image 1,3,1,100000000,510000000520,
8,,Segment,4,6,Image 1,3,1,100000000,510000000527,
36,,Segment,4,5,Image 1,3,1,100000000,510000000562,
37,,Segment,4,3,Image 1,3,1,100000000,510000000599,
10,,Segment,4,2,Image 1,2,1,100000000,510000000608,
10,,Segment,4,1,Image 1,1,1,100000000,510000000617,
19,,Segment,4,0,Image 1,1,1,100000000,510000000635,
4,,Segment,4,7,Image 1,4,1,100000000,510000000658,
9,,Segment,4,6,Image 1,4,1,100000000,510000000666,
5,,Segment,4,5,Image 1,4,1,100000000,510000000670,
4,,Segment,4,4,Image 1,4,1,100000000,510000000673,
13,,Segment,4,7,Image 1,5,1,100000003,510000000685,
5,,Segment,4,8,Image 1,7,1,100000003,510000000689,
6,,Segment,4,5,Image 1,5,1,100000003,510000000694,
3,,Segment,4,6,Image 1,4,1,100000003,510000000696,
19,,Segment,4,8,Image 1,6,1,100000000,510000000714,
40,,Segment,4,7,Image 1,6,1,100000000,510000000753,
15,,Segment,4,6,Image 1,5,1,100000000,510000000767,
95,,Segment,4,4,Image 1,3,1,100000000,510000000862,
6,,Segment,4,3,Image 1,3,1,100000000,510000000867,
33,,Segment,4,2,Image 1,2,1,100000000,510000000899,
5,,Segment,4,1,Image 1,1,1,100000000,510000000903,
15,,Segment,4,0,Image 1,1,1,100000000,510000000944,
7,,Segment,4,11,Image 1,5,1,100000000,510000000950,
6,,Segment,4,10,Image 1,5,1,100000000,510000000955,
14,,Segment,4,9,Image 1,5,1,100000000,510000000968,
6,,Segment,4,8,Image 1,5,1,100000000,510000000973,
8,,Segment,4,7,Image 1,5,1,100000000,510000000980,
5,,Segment,4,8,Image 1,7,1,100000000,510000000984,
6,,Segment,4,11,Image 1,6,1,100000000,510000000989,
13,,Segment,4,9,Image 1,6,1,100000000,510000001003,
3,,Segment,4,10,Image 1,6,1,100000000,510000001005,
4,,Segment,4,8,Image 1,6,1,100000000,510000001008,
6,,Segment,4,6,Image 1,4,1,100000000,510000001013,
10,,Segment,4,5,Image 1,3,1,100000000,510000001022,
34,,Segment,4,7,Image 1,4,1,100000003,510000001055,
5,,Segment,4,6,Image 1,3,1,100000003,510000001059,
3,,Segment,4,5,Image 1,3,1,100000003,510000001061,
3,,Segment,4,4,Image 1,3,1,100000003,510000001063,
22,,Segment,4,5,Image 1,4,1,100000003,510000001084,
