
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
8.2433,,Surface,3,Image 1,1,0,
10.7418,,Surface,3,Image 1,1,1,
8.55424,,Surface,3,Image 1,1,2,
14.1582,,Surface,3,Image 1,1,3,
