
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.0788047,µm^3,Segment,12,8,1,100000003,510000000033,
0.00854254,µm^3,Segment,11,8,1,100000003,510000000035,
0.27529,µm^3,Segment,10,7,1,100000003,510000000063,
0.0828937,µm^3,Segment,9,7,1,100000003,510000000081,
0.246717,µm^3,Segment,8,6,1,100000003,510000000130,
0.0207172,µm^3,Segment,7,6,1,100000003,510000000133,
0.285724,µm^3,Segment,6,5,1,100000003,510000000174,
0.0366627,µm^3,Segment,4,4,1,100000003,510000000184,
0.285707,µm^3,Segment,3,3,1,100000003,510000000248,
0.0133932,µm^3,Segment,2,2,1,100000003,510000000250,
0.0630841,µm^3,Segment,1,2,1,100000003,510000000259,
0.0622036,µm^3,Segment,0,1,1,100000003,510000000270,
0.126405,µm^3,Segment,11,7,1,100000003,510000000292,
0.0172942,µm^3,Segment,12,9,1,100000003,510000000296,
0.117636,µm^3,Segment,10,8,1,100000003,510000000308,
0.126741,µm^3,Segment,9,6,1,100000003,510000000326,
0.123107,µm^3,Segment,6,6,1,100000003,510000000350,
0.507361,µm^3,Segment,5,5,1,100000003,510000000469,
0.271722,µm^3,Segment,6,5,1,100000003,510000000513,
0.0596732,µm^3,Segment,7,3,1,100000000,510000000520,
0.0738417,µm^3,Segment,6,3,1,100000000,510000000527,
0.236667,µm^3,Segment,5,3,1,100000000,510000000562,
0.0626134,µm^3,Segment,3,3,1,100000000,510000000599,
0.0543643,µm^3,Segment,2,2,1,100000000,510000000608,
0.0561043,µm^3,Segment,1,1,1,100000000,510000000617,
0.165551,µm^3,Segment,0,1,1,100000000,510000000635,
0.0322417,µm^3,Segment,7,4,1,100000000,510000000658,
0.0513051,µm^3,Segment,6,4,1,100000000,510000000666,
0.0328985,µm^3,Segment,5,4,1,100000000,510000000670,
0.0241773,µm^3,Segment,4,4,1,100000000,510000000673,
0.109368,µm^3,Segment,7,5,1,100000003,510000000685,
0.0246536,µm^3,Segment,8,7,1,100000003,510000000689,
0.0458811,µm^3,Segment,5,5,1,100000003,510000000694,
0.0418595,µm^3,Segment,6,4,1,100000003,510000000696,
0.135247,µm^3,Segment,8,6,1,100000000,510000000714,
0.196361,µm^3,Segment,7,6,1,100000000,510000000753,
0.0812015,µm^3,Segment,6,5,1,100000000,510000000767,
0.443075,µm^3,Segment,4,3,1,100000000,510000000862,
0.0327051,µm^3,Segment,3,3,1,100000000,510000000867,
0.29251,µm^3,Segment,2,2,1,100000000,510000000899,
0.0657663,µm^3,Segment,1,1,1,100000000,510000000903,
0.175332,µm^3,Segment,0,1,1,100000000,510000000944,
0.0251859,µm^3,Segment,11,5,1,100000000,510000000950,
0.0382879,µm^3,Segment,10,5,1,100000000,510000000955,
0.0871409,µm^3,Segment,9,5,1,100000000,510000000968,
0.0305871,µm^3,Segment,8,5,1,100000000,510000000973,
0.0545541,µm^3,Segment,7,5,1,100000000,510000000980,
0.0155877,µm^3,Segment,8,7,1,100000000,510000000984,
0.0296105,µm^3,Segment,11,6,1,100000000,510000000989,
0.0684039,µm^3,Segment,9,6,1,100000000,510000001003,
0.0230064,µm^3,Segment,10,6,1,100000000,510000001005,
0.0153064,µm^3,Segment,8,6,1,100000000,510000001008,
0.0498869,µm^3,Segment,6,4,1,100000000,510000001013,
0.0854792,µm^3,Segment,5,3,1,100000000,510000001022,
0.17297,µm^3,Segment,7,4,1,100000003,510000001055,
0.0436076,µm^3,Segment,6,3,1,100000003,510000001059,
0.0218164,µm^3,Segment,5,3,1,100000003,510000001061,
0.026649,µm^3,Segment,4,3,1,100000003,510000001063,
0.126307,µm^3,Segment,5,4,1,100000003,510000001084,
0.0173191,µm^3,Segment,8,4,1,100000003,510000001088,
0.0377198,µm^3,Segment,7,3,1,100000003,510000001092,
0.0243928,µm^3,Segment,8,3,1,100000003,510000001095,
0.0770312,µm^3,Segment,6,4,1,100000003,510000001105,
0.0777208,µm^3,Segment,5,3,1,100000000,510000001109,
0.455128,µm^3,Segment,4,3,1,100000000,510000001170,
0.205903,µm^3,Segment,3,2,1,100000000,510000001201,
0.0451836,µm^3,Segment,2,2,1,100000000,510000001210,
0.143543,µm^3,Segment,1,1,1,100000000,510000001231,
0.156799,µm^3,Segment,0,1,1,100000000,510000001280,
0.0496477,µm^3,Segment,5,4,1,100000000,510000001308,
0.0338307,µm^3,Segment,5,3,1,100000000,510000001312,
0.071631,µm^3,Segment,5,2,1,100000000,510000001321,
0.0432061,µm^3,Segment,3,3,1,100000000,510000001328,
0.0134508,µm^3,Segment,3,4,1,100000000,510000001332,
0.0416707,µm^3,Segment,2,3,1,100000000,510000001338,
0.048868,µm^3,Segment,1,2,1,100000000,510000001344,
0.0234956,µm^3,Segment,3,3,1,100000000,510000001347,
0.0912088,µm^3,Segment,3,2,1,100000000,510000001359,
0.211325,µm^3,Segment,2,1,1,100000000,510000001380,
0.0311537,µm^3,Segment,3,1,1,100000000,510000001383,
0.13554,µm^3,Segment,3,2,1,100000000,510000001397,
0.0621276,µm^3,Segment,2,2,1,100000000,510000001401,
0.0559358,µm^3,Segment,3,3,1,100000000,510000001411,
0.24665,µm^3,Segment,4,2,1,100000002,510000001450,
0.0389867,µm^3,Segment,3,2,1,100000002,510000001454,
0.261201,µm^3,Segment,2,2,1,100000002,510000001492,
0.428818,µm^3,Segment,1,2,1,100000002,510000001554,
0.537592,µm^3,Segment,0,1,1,100000002,510000001597,
0.151503,µm^3,Segment,3,3,1,100000002,510000001636,
0.108492,µm^3,Segment,4,3,1,100000002,510000001650,
0.0755071,µm^3,Segment,2,3,1,100000002,510000001660,
0.29387,µm^3,Segment,5,5,1,100000000,510000001704,
0.10254,µm^3,Segment,4,4,1,100000000,510000001721,
0.0911127,µm^3,Segment,5,4,1,100000000,510000001729,
0.411084,µm^3,Segment,5,3,1,100000002,510000001803,
0.0704006,µm^3,Segment,4,2,1,100000002,510000001811,
0.240094,µm^3,Segment,3,2,1,100000002,510000001828,
0.449309,µm^3,Segment,2,1,1,100000002,510000001857,
0.0475834,µm^3,Segment,1,1,1,100000002,510000001860,
0.143176,µm^3,Segment,0,1,1,100000002,510000001867,
0.206132,µm^3,Segment,7,3,1,100000002,510000001898,
0.0730432,µm^3,Segment,6,3,1,100000002,510000001905,
0.209245,µm^3,Segment,5,3,1,100000002,510000001918,
0.15708,µm^3,Segment,4,3,1,100000002,510000001927,
0.0955508,µm^3,Segment,2,3,1,100000002,510000001942,
0.14543,µm^3,Segment,1,2,1,100000002,510000001953,
0.220236,µm^3,Segment,0,1,1,100000002,510000001972,
0.0354588,µm^3,Segment,7,4,1,100000002,510000001989,
0.048582,µm^3,Segment,6,4,1,100000002,510000001994,
0.0653354,µm^3,Segment,3,4,1,100000002,510000002004,
0.116316,µm^3,Segment,5,5,1,100000002,510000002011,
0.0271156,µm^3,Segment,4,4,1,100000002,510000002013,
0.0844285,µm^3,Segment,5,4,1,100000002,510000002016,
0.0598119,µm^3,Segment,4,4,1,100000002,510000002023,
0.0670855,µm^3,Segment,5,4,1,100000002,510000002029,
0.0920392,µm^3,Segment,2,2,1,100000002,510000002039,
0.18596,µm^3,Segment,2,1,1,100000002,510000002061,
0.156288,µm^3,Segment,2,2,1,100000002,510000002072,
0.0362621,µm^3,Segment,16,5,1,100000000,510000002079,
0.289334,µm^3,Segment,15,4,1,100000000,510000002112,
0.0409889,µm^3,Segment,14,4,1,100000000,510000002115,
0.29467,µm^3,Segment,13,4,1,100000000,510000002134,
0.400161,µm^3,Segment,12,4,1,100000000,510000002160,
0.134965,µm^3,Segment,11,4,1,100000000,510000002162,
0.232882,µm^3,Segment,10,4,1,100000000,510000002167,
0.0884614,µm^3,Segment,9,4,1,100000000,510000002173,
0.112155,µm^3,Segment,6,2,1,100000000,510000002182,
0.0398338,µm^3,Segment,5,2,1,100000000,510000002184,
0.0853262,µm^3,Segment,4,2,1,100000000,510000002189,
0.0619561,µm^3,Segment,3,1,1,100000000,510000002193,
0.0590453,µm^3,Segment,2,1,1,100000000,510000002196,
0.0994005,µm^3,Segment,7,4,1,100000002,510000002210,
0.294668,µm^3,Segment,6,4,1,100000002,510000002257,
0.0448837,µm^3,Segment,5,3,1,100000002,510000002265,
0.270418,µm^3,Segment,4,2,1,100000002,510000002285,
0.0870937,µm^3,Segment,3,2,1,100000002,510000002295,
0.180973,µm^3,Segment,2,2,1,100000002,510000002313,
0.0695919,µm^3,Segment,1,1,1,100000002,510000002317,
0.543891,µm^3,Segment,0,1,1,100000002,510000002386,
0.126714,µm^3,Segment,21,8,1,100000000,510000002406,
0.194387,µm^3,Segment,20,8,1,100000000,510000002428,
0.0414309,µm^3,Segment,19,8,1,100000000,510000002434,
0.0924438,µm^3,Segment,18,8,1,100000000,510000002447,
0.183596,µm^3,Segment,17,8,1,100000000,510000002479,
0.156701,µm^3,Segment,16,7,1,100000000,510000002501,
0.189149,µm^3,Segment,15,6,1,100000000,510000002516,
0.0501074,µm^3,Segment,14,6,1,100000000,510000002523,
0.271529,µm^3,Segment,13,5,1,100000000,510000002549,
0.0673762,µm^3,Segment,7,5,1,100000002,510000002562,
0.071814,µm^3,Segment,6,2,1,100000002,510000002582,
0.0829647,µm^3,Segment,5,1,1,100000002,510000002595,
0.190434,µm^3,Segment,4,1,1,100000002,510000002629,
0.0287615,µm^3,Segment,3,1,1,100000002,510000002632,
0.503356,µm^3,Segment,2,1,1,100000002,510000002708,
0.115955,µm^3,Segment,1,1,1,100000002,510000002715,
0.124413,µm^3,Segment,0,1,1,100000002,510000002747,
0.0482652,µm^3,Segment,21,9,1,100000000,510000002758,
0.0288161,µm^3,Segment,19,9,1,100000000,510000002763,
0.11618,µm^3,Segment,20,9,1,100000000,510000002780,
0.0722367,µm^3,Segment,18,9,1,100000000,510000002792,
0.108078,µm^3,Segment,10,5,1,100000002,510000002808,
0.215444,µm^3,Segment,9,4,1,100000002,510000002833,
0.0593344,µm^3,Segment,8,3,1,100000002,510000002838,
0.0315642,µm^3,Segment,7,2,1,100000002,510000002840,
0.143312,µm^3,Segment,6,2,1,100000002,510000002861,
0.0339609,µm^3,Segment,5,1,1,100000002,510000002865,
0.293511,µm^3,Segment,4,1,1,100000002,510000002904,
0.128666,µm^3,Segment,3,1,1,100000002,510000002914,
0.131515,µm^3,Segment,2,1,1,100000002,510000002926,
0.0534383,µm^3,Segment,1,1,1,100000002,510000002929,
0.2391,µm^3,Segment,9,4,1,100000001,510000002960,
0.109429,µm^3,Segment,7,3,1,100000001,510000002979,
0.139799,µm^3,Segment,6,2,1,100000001,510000002992,
0.253563,µm^3,Segment,5,1,1,100000001,510000003013,
0.13502,µm^3,Segment,4,1,1,100000001,510000003022,
0.259017,µm^3,Segment,3,1,1,100000001,510000003035,
0.076866,µm^3,Segment,2,1,1,100000001,510000003039,
0.240183,µm^3,Segment,1,1,1,100000001,510000003054,
0.190014,µm^3,Segment,0,1,1,100000001,510000003073,
0.160339,µm^3,Segment,16,5,1,100000000,510000003132,
0.246442,µm^3,Segment,15,5,1,100000000,510000003168,
0.0532816,µm^3,Segment,12,6,1,100000001,510000003180,
0.0620754,µm^3,Segment,11,5,1,100000001,510000003189,
0.0834971,µm^3,Segment,10,5,1,100000001,510000003198,
0.0382047,µm^3,Segment,9,5,1,100000001,510000003201,
0.176748,µm^3,Segment,7,4,1,100000002,510000003226,
0.165988,µm^3,Segment,6,3,1,100000002,510000003242,
0.0827577,µm^3,Segment,17,4,1,100000000,510000003259,
0.0671848,µm^3,Segment,16,4,1,100000000,510000003263,
0.0562441,µm^3,Segment,12,5,1,100000001,510000003270,
0.233975,µm^3,Segment,8,2,1,100000002,510000003301,
0.14116,µm^3,Segment,7,2,1,100000002,510000003320,
0.312655,µm^3,Segment,6,2,1,100000002,510000003347,
0.141166,µm^3,Segment,5,2,1,100000002,510000003369,
0.106334,µm^3,Segment,8,3,1,100000001,510000003378,
0.102449,µm^3,Segment,7,2,1,100000001,510000003392,
0.196267,µm^3,Segment,6,2,1,100000001,510000003412,
0.261365,µm^3,Segment,5,2,1,100000001,510000003439,
0.0326117,µm^3,Segment,6,1,1,100000002,510000003444,
0.0669374,µm^3,Segment,12,4,1,100000002,510000003460,
0.0297305,µm^3,Segment,11,3,1,100000002,510000003462,
0.196741,µm^3,Segment,10,3,1,100000002,510000003491,
0.0539772,µm^3,Segment,9,3,1,100000002,510000003495,
0.0252662,µm^3,Segment,8,3,1,100000002,510000003497,
