
Spine Center Intensity Sum Ch=3 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
32,,Spine,3,16,Image 1,7,1,100000000,610000006488,
107,,Spine,3,3,Image 1,2,1,100000003,610000006491,
135,,Spine,3,20,Image 1,9,1,100000000,610000006494,
133,,Spine,3,1,Image 1,2,1,100000000,610000006499,
141,,Spine,3,6,Image 1,5,1,100000003,610000006503,
83,,Spine,3,3,Image 1,2,1,100000003,610000006507,
118,,Spine,3,1,Image 1,2,1,100000000,610000006511,
457,,Spine,3,0,Image 1,1,1,100000000,610000006518,
50,,Spine,3,9,Image 1,3,1,100000002,610000006520,
109,,Spine,3,2,Image 1,2,1,100000000,610000006524,
178,,Spine,3,6,Image 1,4,1,100000002,610000006528,
102,,Spine,3,1,Image 1,2,1,100000000,610000006531,
152,,Spine,3,7,Image 1,3,1,100000002,610000006536,
91,,Spine,3,1,Image 1,1,1,100000003,610000006539,
199,,Spine,3,7,Image 1,3,1,100000002,610000006542,
110,,Spine,3,0,Image 1,1,1,100000001,610000006545,
313,,Spine,3,0,Image 1,1,1,100000000,610000006550,
204,,Spine,3,1,Image 1,2,1,100000001,610000006554,
108,,Spine,3,2,Image 1,2,1,100000000,610000006559,
126,,Spine,3,7,Image 1,3,1,100000002,610000006562,
154,,Spine,3,5,Image 1,3,1,100000002,610000006565,
165,,Spine,3,7,Image 1,4,1,100000002,610000006568,
321,,Spine,3,10,Image 1,3,1,100000002,610000006574,
71,,Spine,3,7,Image 1,5,1,100000003,610000006577,
450,,Spine,3,3,Image 1,1,1,100000000,610000006583,
179,,Spine,3,0,Image 1,1,1,100000002,610000006589,
283,,Spine,3,1,Image 1,2,1,100000001,610000006595,
122,,Spine,3,10,Image 1,5,1,100000002,610000006597,
229,,Spine,3,13,Image 1,4,1,100000000,610000006602,
354,,Spine,3,5,Image 1,5,1,100000000,610000006607,
173,,Spine,3,5,Image 1,3,1,100000002,610000006609,
50,,Spine,3,16,Image 1,7,1,100000000,610000006611,
113,,Spine,3,5,Image 1,3,1,100000000,610000006615,
379,,Spine,3,3,Image 1,1,1,100000000,610000006620,
