
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
30.4682,µm^2,Soma,1,100000000,800000000,
22.2918,µm^2,Soma,1,100000001,800000001,
24.85,µm^2,Soma,1,100000002,800000002,
22.4233,µm^2,Soma,1,100000003,800000003,
