
Segment Intensity Min Ch=3 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,12,Image 1,8,1,100000003,510000000033,
0,,Segment,3,11,Image 1,8,1,100000003,510000000035,
0,,Segment,3,10,Image 1,7,1,100000003,510000000063,
0,,Segment,3,9,Image 1,7,1,100000003,510000000081,
0,,Segment,3,8,Image 1,6,1,100000003,510000000130,
0,,Segment,3,7,Image 1,6,1,100000003,510000000133,
0,,Segment,3,6,Image 1,5,1,100000003,510000000174,
0,,Segment,3,4,Image 1,4,1,100000003,510000000184,
0,,Segment,3,3,Image 1,3,1,100000003,510000000248,
0,,Segment,3,2,Image 1,2,1,100000003,510000000250,
0,,Segment,3,1,Image 1,2,1,100000003,510000000259,
0,,Segment,3,0,Image 1,1,1,100000003,510000000270,
0,,Segment,3,11,Image 1,7,1,100000003,510000000292,
0,,Segment,3,12,Image 1,9,1,100000003,510000000296,
0,,Segment,3,10,Image 1,8,1,100000003,510000000308,
0,,Segment,3,9,Image 1,6,1,100000003,510000000326,
0,,Segment,3,6,Image 1,6,1,100000003,510000000350,
0,,Segment,3,5,Image 1,5,1,100000003,510000000469,
0,,Segment,3,6,Image 1,5,1,100000003,510000000513,
0,,Segment,3,7,Image 1,3,1,100000000,510000000520,
0,,Segment,3,6,Image 1,3,1,100000000,510000000527,
0,,Segment,3,5,Image 1,3,1,100000000,510000000562,
0,,Segment,3,3,Image 1,3,1,100000000,510000000599,
0,,Segment,3,2,Image 1,2,1,100000000,510000000608,
0,,Segment,3,1,Image 1,1,1,100000000,510000000617,
0,,Segment,3,0,Image 1,1,1,100000000,510000000635,
0,,Segment,3,7,Image 1,4,1,100000000,510000000658,
0,,Segment,3,6,Image 1,4,1,100000000,510000000666,
0,,Segment,3,5,Image 1,4,1,100000000,510000000670,
0,,Segment,3,4,Image 1,4,1,100000000,510000000673,
0,,Segment,3,7,Image 1,5,1,100000003,510000000685,
0,,Segment,3,8,Image 1,7,1,100000003,510000000689,
0,,Segment,3,5,Image 1,5,1,100000003,510000000694,
0,,Segment,3,6,Image 1,4,1,100000003,510000000696,
0,,Segment,3,8,Image 1,6,1,100000000,510000000714,
0,,Segment,3,7,Image 1,6,1,100000000,510000000753,
0,,Segment,3,6,Image 1,5,1,100000000,510000000767,
0,,Segment,3,4,Image 1,3,1,100000000,510000000862,
0,,Segment,3,3,Image 1,3,1,100000000,510000000867,
0,,Segment,3,2,Image 1,2,1,100000000,510000000899,
0,,Segment,3,1,Image 1,1,1,100000000,510000000903,
8,,Segment,3,0,Image 1,1,1,100000000,510000000944,
0,,Segment,3,11,Image 1,5,1,100000000,510000000950,
0,,Segment,3,10,Image 1,5,1,100000000,510000000955,
0,,Segment,3,9,Image 1,5,1,100000000,510000000968,
0,,Segment,3,8,Image 1,5,1,100000000,510000000973,
