
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Spine,2,3,1,100000000,610000003187,
5,,Spine,13,5,1,100000000,610000003190,
3,,Spine,2,3,1,100000000,610000003192,
3,,Spine,9,3,1,100000000,610000003195,
6,,Spine,9,6,1,100000001,610000003200,
7,,Spine,10,7,1,100000001,610000003203,
1,,Spine,3,1,1,100000001,610000003208,
1,,Spine,3,1,1,100000000,610000003210,
0,,Spine,1,1,1,100000002,610000003217,
2,,Spine,2,2,1,100000001,610000003220,
2,,Spine,6,2,1,100000000,610000003222,
0,,Spine,0,1,1,100000001,610000003229,
5,,Spine,11,5,1,100000000,610000003232,
0,,Spine,0,1,1,100000001,610000003237,
3,,Spine,8,3,1,100000000,610000003241,
7,,Spine,10,7,1,100000001,610000003244,
2,,Spine,5,2,1,100000000,610000003246,
2,,Spine,8,2,1,100000000,610000003248,
0,,Spine,1,1,1,100000002,610000003254,
2,,Spine,1,2,1,100000001,610000003258,
0,,Spine,0,1,1,100000001,610000003262,
5,,Spine,11,5,1,100000000,610000003267,
0,,Spine,0,1,1,100000001,610000003271,
4,,Spine,11,4,1,100000001,610000003276,
0,,Spine,0,1,1,100000001,610000003282,
0,,Spine,1,1,1,100000002,610000003288,
2,,Spine,4,2,1,100000002,610000003292,
7,,Spine,10,7,1,100000001,610000003294,
1,,Spine,0,1,1,100000001,610000003298,
4,,Spine,12,4,1,100000001,610000003302,
1,,Spine,1,1,1,100000002,610000003306,
0,,Spine,0,1,1,100000001,610000003312,
2,,Spine,10,2,1,100000000,610000003316,
5,,Spine,11,5,1,100000000,610000003319,
3,,Spine,6,3,1,100000001,610000003321,
6,,Spine,9,6,1,100000001,610000003323,
4,,Spine,10,4,1,100000001,610000003328,
2,,Spine,1,2,1,100000001,610000003330,
3,,Spine,5,3,1,100000000,610000003332,
2,,Spine,5,2,1,100000000,610000003336,
4,,Spine,12,4,1,100000001,610000003339,
2,,Spine,4,2,1,100000002,610000003343,
8,,Spine,11,8,1,100000001,610000003345,
2,,Spine,2,2,1,100000001,610000003350,
1,,Spine,0,1,1,100000001,610000003352,
2,,Spine,1,2,1,100000000,610000003354,
0,,Spine,0,1,1,100000000,610000003356,
3,,Spine,7,3,1,100000000,610000003359,
0,,Spine,0,1,1,100000000,610000003365,
3,,Spine,4,3,1,100000001,610000003367,
0,,Spine,0,1,1,100000000,610000003374,
3,,Spine,9,3,1,100000002,610000003377,
0,,Spine,0,1,1,100000001,610000003383,
0,,Spine,0,1,1,100000000,610000003388,
0,,Spine,0,1,1,100000001,610000003392,
1,,Spine,0,1,1,100000000,610000003394,
1,,Spine,0,1,1,100000001,610000003398,
1,,Spine,0,1,1,100000001,610000003402,
0,,Spine,0,1,1,100000001,610000003405,
0,,Spine,0,1,1,100000001,610000003407,
2,,Spine,1,2,1,100000001,610000003409,
0,,Spine,0,1,1,100000000,610000003415,
0,,Spine,0,1,1,100000000,610000003420,
0,,Spine,1,1,1,100000002,610000003423,
4,,Spine,11,4,1,100000001,610000003425,
0,,Spine,0,1,1,100000001,610000003430,
0,,Spine,0,1,1,100000000,610000003435,
0,,Spine,0,1,1,100000001,610000003439,
0,,Spine,0,1,1,100000000,610000003442,
0,,Spine,0,1,1,100000001,610000003446,
2,,Spine,10,2,1,100000000,610000003448,
0,,Spine,0,1,1,100000000,610000003452,
0,,Spine,0,1,1,100000000,610000003456,
1,,Spine,2,1,1,100000001,610000003460,
1,,Spine,3,1,1,100000001,610000003462,
0,,Spine,0,1,1,100000000,610000003466,
0,,Spine,0,1,1,100000001,610000003468,
0,,Spine,0,1,1,100000001,610000003472,
1,,Spine,0,1,1,100000000,610000003477,
0,,Spine,0,1,1,100000000,610000003480,
0,,Spine,0,1,1,100000000,610000003486,
1,,Spine,0,1,1,100000000,610000003488,
2,,Spine,5,2,1,100000000,610000003491,
0,,Spine,0,1,1,100000000,610000003493,
2,,Spine,3,2,1,100000001,610000003504,
2,,Spine,2,2,1,100000000,610000003509,
0,,Spine,0,1,1,100000001,610000003511,
0,,Spine,1,1,1,100000002,610000003514,
3,,Spine,9,3,1,100000002,610000003516,
1,,Spine,0,1,1,100000001,610000003518,
0,,Spine,0,1,1,100000000,610000003521,
0,,Spine,0,1,1,100000001,610000003525,
0,,Spine,0,1,1,100000001,610000003531,
0,,Spine,0,1,1,100000001,610000003534,
0,,Spine,0,1,1,100000001,610000003536,
0,,Spine,0,1,1,100000000,610000003540,
0,,Spine,0,1,1,100000001,610000003542,
1,,Spine,0,1,1,100000000,610000003544,
0,,Spine,0,1,1,100000001,610000003549,
0,,Spine,0,1,1,100000000,610000003554,
0,,Spine,0,1,1,100000001,610000003556,
0,,Spine,0,1,1,100000000,610000003559,
0,,Spine,0,1,1,100000000,610000003561,
0,,Spine,0,1,1,100000001,610000003563,
3,,Spine,9,3,1,100000002,610000003570,
0,,Spine,0,1,1,100000001,610000003572,
0,,Spine,0,1,1,100000000,610000003576,
0,,Spine,0,1,1,100000001,610000003583,
0,,Spine,0,1,1,100000000,610000003588,
0,,Spine,0,1,1,100000000,610000003595,
3,,Spine,7,3,1,100000000,610000003619,
4,,Spine,7,4,1,100000000,610000003620,
3,,Spine,6,3,1,100000000,610000003621,
2,,Spine,5,2,1,100000000,610000003622,
2,,Spine,5,2,1,100000000,610000003623,
2,,Spine,4,2,1,100000000,610000003624,
2,,Spine,2,2,1,100000000,610000003625,
2,,Spine,1,2,1,100000000,610000003626,
1,,Spine,0,1,1,100000000,610000003627,
1,,Spine,0,1,1,100000000,610000003628,
4,,Spine,8,4,1,100000000,610000003629,
5,,Spine,7,5,1,100000000,610000003630,
4,,Spine,5,4,1,100000000,610000003631,
3,,Spine,5,3,1,100000000,610000003632,
2,,Spine,2,2,1,100000000,610000003633,
1,,Spine,0,1,1,100000000,610000003634,
1,,Spine,0,1,1,100000000,610000003635,
5,,Spine,13,5,1,100000000,610000003646,
5,,Spine,13,5,1,100000000,610000003647,
5,,Spine,13,5,1,100000000,610000003648,
5,,Spine,12,5,1,100000000,610000003649,
5,,Spine,11,5,1,100000000,610000003650,
5,,Spine,11,5,1,100000000,610000003651,
3,,Spine,9,3,1,100000000,610000003652,
2,,Spine,11,2,1,100000000,610000003653,
2,,Spine,9,2,1,100000000,610000003654,
2,,Spine,6,2,1,100000000,610000003655,
3,,Spine,5,3,1,100000000,610000003656,
2,,Spine,4,2,1,100000000,610000003657,
2,,Spine,2,2,1,100000000,610000003658,
2,,Spine,2,2,1,100000000,610000003659,
4,,Spine,3,4,1,100000000,610000003663,
4,,Spine,3,4,1,100000000,610000003664,
2,,Spine,2,2,1,100000000,610000003665,
1,,Spine,3,1,1,100000000,610000003666,
1,,Spine,0,1,1,100000000,610000003667,
1,,Spine,1,1,1,100000001,610000003673,
1,,Spine,0,1,1,100000001,610000003674,
5,,Spine,9,5,1,100000001,610000003675,
6,,Spine,9,6,1,100000001,610000003676,
4,,Spine,7,4,1,100000001,610000003677,
4,,Spine,8,4,1,100000001,610000003678,
3,,Spine,6,3,1,100000001,610000003679,
3,,Spine,5,3,1,100000001,610000003680,
3,,Spine,5,3,1,100000001,610000003681,
3,,Spine,4,3,1,100000001,610000003682,
4,,Spine,12,4,1,100000001,610000003683,
5,,Spine,12,5,1,100000001,610000003684,
4,,Spine,11,4,1,100000001,610000003685,
4,,Spine,10,4,1,100000001,610000003686,
4,,Spine,10,4,1,100000001,610000003687,
2,,Spine,6,2,1,100000001,610000003688,
2,,Spine,8,2,1,100000001,610000003689,
2,,Spine,5,2,1,100000001,610000003690,
1,,Spine,2,1,1,100000001,610000003691,
1,,Spine,0,1,1,100000001,610000003692,
3,,Spine,6,3,1,100000001,610000003693,
3,,Spine,5,3,1,100000001,610000003694,
3,,Spine,4,3,1,100000001,610000003695,
2,,Spine,3,2,1,100000001,610000003696,
1,,Spine,1,1,1,100000001,610000003697,
2,,Spine,1,2,1,100000001,610000003698,
2,,Spine,1,2,1,100000001,610000003699,
1,,Spine,0,1,1,100000001,610000003700,
1,,Spine,0,1,1,100000001,610000003701,
1,,Spine,1,1,1,100000001,610000003704,
3,,Spine,10,3,1,100000002,610000003709,
3,,Spine,9,3,1,100000002,610000003710,
3,,Spine,9,3,1,100000002,610000003711,
3,,Spine,9,3,1,100000002,610000003712,
2,,Spine,5,2,1,100000002,610000003713,
2,,Spine,5,2,1,100000002,610000003714,
2,,Spine,5,2,1,100000002,610000003715,
2,,Spine,5,2,1,100000002,610000003716,
2,,Spine,4,2,1,100000002,610000003717,
1,,Spine,2,1,1,100000002,610000003718,
1,,Spine,1,1,1,100000002,610000003719,
1,,Spine,1,1,1,100000002,610000003720,
1,,Spine,1,1,1,100000002,610000003721,
2,,Spine,1,2,1,100000002,610000003722,
