
Soma Intensity Sum Ch=5 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
35702,,Soma,5,Image 1,1,100000000,800000000,
306,,Soma,5,Image 1,1,100000001,800000001,
22749,,Soma,5,Image 1,1,100000002,800000002,
