
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-16584.1,20096.9,1464.31,µm,Segment,Segment Position,0,1,1,100000001,510000000056,
-16588.8,20137.9,1464.99,µm,Segment,Segment Position,0,1,1,100000002,510000000224,
-16585,20096,1464.99,µm,Segment,Segment Position,0,1,1,100000001,510000000416,
-16587.1,20139.3,1465.83,µm,Segment,Segment Position,0,1,1,100000002,510000000531,
-16557.8,20115.1,1464.13,µm,Segment,Segment Position,0,1,1,100000000,510000001587,
-16554.2,20111.2,1464.32,µm,Segment,Segment Position,0,1,1,100000000,510000001702,
-16589.1,20135.1,1467.51,µm,Segment,Segment Position,0,1,1,100000002,510000001866,
-16587.2,20092.9,1464.55,µm,Segment,Segment Position,0,1,1,100000001,510000002130,
-16554.2,20114.4,1464.21,µm,Segment,Segment Position,0,1,1,100000000,510000002385,
-16553.4,20113.2,1464.32,µm,Segment,Segment Position,0,1,1,100000000,510000002657,
-16583.7,20093,1465.92,µm,Segment,Segment Position,0,1,1,100000001,510000002708,
-16584.9,20093,1464.97,µm,Segment,Segment Position,0,1,1,100000001,510000002782,
-16584.8,20095.7,1465.91,µm,Segment,Segment Position,0,1,1,100000001,510000002792,
-16555.1,20111.5,1463.77,µm,Segment,Segment Position,0,1,1,100000000,510000002799,
-16584.6,20096,1466.08,µm,Segment,Segment Position,0,1,1,100000001,510000002805,
-16584.7,20096.1,1465.58,µm,Segment,Segment Position,0,1,1,100000001,510000002821,
-16585.7,20094.6,1464.99,µm,Segment,Segment Position,0,1,1,100000001,510000002823,
-16555.6,20111.8,1463.54,µm,Segment,Segment Position,0,1,1,100000000,510000002825,
-16556.2,20111.3,1463.95,µm,Segment,Segment Position,0,1,1,,,
-16588.9,20138,1464.15,µm,Segment,Segment Position,1,1,1,100000002,510000000205,
-16585.2,20096.1,1464.65,µm,Segment,Segment Position,1,1,1,100000001,510000000411,
-16585.9,20139.4,1466.22,µm,Segment,Segment Position,1,1,1,100000002,510000000510,
-16556.9,20110.4,1464.14,µm,Segment,Segment Position,1,1,1,100000000,510000000955,
-16558.6,20115.6,1464.19,µm,Segment,Segment Position,1,1,1,100000000,510000001558,
-16588.1,20092.6,1464.29,µm,Segment,Segment Position,1,1,1,100000001,510000002116,
-16553.2,20115.1,1464.34,µm,Segment,Segment Position,1,1,1,100000000,510000002573,
-16554,20109.9,1464.1,µm,Segment,Segment Position,1,1,1,100000000,510000002588,
-16588.8,20134.1,1467.28,µm,Segment,Segment Position,1,1,1,100000002,510000002592,
-16582.5,20092.5,1466.58,µm,Segment,Segment Position,1,1,1,100000001,510000002691,
-16583.6,20098.1,1464.37,µm,Segment,Segment Position,1,1,1,100000001,510000002856,
-16583.1,20097.7,1464.03,µm,Segment,Segment Position,1,2,1,100000001,510000000021,
-16588.7,20138,1464.2,µm,Segment,Segment Position,1,2,1,100000002,510000000274,
-16585.2,20096,1464.64,µm,Segment,Segment Position,1,2,1,100000001,510000001387,
-16554.2,20109.8,1464.23,µm,Segment,Segment Position,1,2,1,100000000,510000001668,
-16588.2,20132.8,1466.98,µm,Segment,Segment Position,1,2,1,100000002,510000001812,
-16553.6,20115,1464.39,µm,Segment,Segment Position,1,2,1,100000000,510000002350,
-16558,20110.5,1464.12,µm,Segment,Segment Position,1,2,1,100000000,510000002420,
-16588.5,20092.3,1465.65,µm,Segment,Segment Position,1,2,1,100000001,510000002520,
-16582.7,20092.4,1465.87,µm,Segment,Segment Position,1,2,1,100000001,510000002744,
-16586.9,20139.9,1465.73,µm,Segment,Segment Position,1,2,1,100000002,510000002763,
-16558.6,20115.5,1464.29,µm,Segment,Segment Position,1,2,1,100000000,510000002766,
-16557.7,20123.5,1464.41,µm,Segment,Segment Position,10,2,1,100000000,510000001945,
-16558.7,20122.5,1463.86,µm,Segment,Segment Position,10,3,1,100000000,510000002019,
-16595.6,20101.2,1465.89,µm,Segment,Segment Position,10,3,1,100000001,510000002861,
-16595.5,20135.5,1464.53,µm,Segment,Segment Position,10,3,1,100000002,510000002873,
-16595.6,20135.3,1464.72,µm,Segment,Segment Position,10,4,1,100000002,510000000119,
-16593.1,20102.4,1464.72,µm,Segment,Segment Position,10,4,1,100000001,510000000818,
