
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.24375,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000003187,
0.1625,µm,Spine,Spine Part Max Diameter,13,5,1,100000000,610000003190,
0.184695,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000003192,
0.170123,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003195,
0.264747,µm,Spine,Spine Part Max Diameter,9,6,1,100000001,610000003200,
0.1625,µm,Spine,Spine Part Max Diameter,10,7,1,100000001,610000003203,
0.1625,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000003208,
0.166707,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000003210,
0.360349,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000003217,
0.205385,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000003220,
0.317381,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000003222,
1.03162,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003229,
0.219036,µm,Spine,Spine Part Max Diameter,11,5,1,100000000,610000003232,
0.458669,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003237,
0.263837,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000003241,
0.166653,µm,Spine,Spine Part Max Diameter,10,7,1,100000001,610000003244,
0.25723,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003246,
0.164431,µm,Spine,Spine Part Max Diameter,8,2,1,100000000,610000003248,
0.360349,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000003254,
0.40625,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000003258,
0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003262,
0.24375,µm,Spine,Spine Part Max Diameter,11,5,1,100000000,610000003267,
0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003271,
0.208643,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000003276,
0.558329,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003282,
0.337814,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000003288,
0.250115,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000003292,
0.179114,µm,Spine,Spine Part Max Diameter,10,7,1,100000001,610000003294,
0.200178,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003298,
0.24375,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000003302,
0.249395,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000003306,
0.498152,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003312,
0.192969,µm,Spine,Spine Part Max Diameter,10,2,1,100000000,610000003316,
0.1625,µm,Spine,Spine Part Max Diameter,11,5,1,100000000,610000003319,
0.315062,µm,Spine,Spine Part Max Diameter,6,3,1,100000001,610000003321,
0.193798,µm,Spine,Spine Part Max Diameter,9,6,1,100000001,610000003323,
0.241612,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000003328,
0.196777,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000003330,
0.167578,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000003332,
0.325,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000003336,
0.24375,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000003339,
0.250115,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000003343,
0.228364,µm,Spine,Spine Part Max Diameter,11,8,1,100000001,610000003345,
0.194834,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000003350,
0.18458,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003352,
0.211088,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000003354,
