
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
20,,Segment,3,1,Image 1,2,1,100000001,510000000021,
36,,Segment,3,0,Image 1,1,1,100000001,510000000056,
22,,Segment,3,2,Image 1,1,1,100000001,510000000105,
5,,Segment,3,2,Image 1,2,1,100000001,510000000110,
10,,Segment,3,10,Image 1,4,1,100000002,510000000119,
15,,Segment,3,9,Image 1,3,1,100000002,510000000133,
5,,Segment,3,8,Image 1,2,1,100000002,510000000137,
12,,Segment,3,6,Image 1,2,1,100000002,510000000149,
22,,Segment,3,5,Image 1,2,1,100000002,510000000170,
16,,Segment,3,4,Image 1,2,1,100000002,510000000185,
18,,Segment,3,2,Image 1,1,1,100000002,510000000203,
3,,Segment,3,1,Image 1,1,1,100000002,510000000205,
15,,Segment,3,0,Image 1,1,1,100000002,510000000224,
4,,Segment,3,9,Image 1,2,1,100000002,510000000229,
6,,Segment,3,8,Image 1,3,1,100000002,510000000234,
5,,Segment,3,7,Image 1,3,1,100000002,510000000238,
4,,Segment,3,6,Image 1,3,1,100000002,510000000241,
14,,Segment,3,5,Image 1,3,1,100000002,510000000254,
9,,Segment,3,4,Image 1,1,1,100000002,510000000262,
4,,Segment,3,3,Image 1,2,1,100000002,510000000264,
5,,Segment,3,2,Image 1,2,1,100000002,510000000270,
5,,Segment,3,1,Image 1,2,1,100000002,510000000274,
8,,Segment,3,10,Image 1,6,1,100000001,510000000281,
4,,Segment,3,9,Image 1,6,1,100000001,510000000284,
54,,Segment,3,8,Image 1,5,1,100000001,510000000337,
40,,Segment,3,7,Image 1,4,1,100000001,510000000376,
14,,Segment,3,5,Image 1,3,1,100000001,510000000390,
7,,Segment,3,4,Image 1,3,1,100000001,510000000396,
12,,Segment,3,2,Image 1,1,1,100000001,510000000408,
4,,Segment,3,1,Image 1,1,1,100000001,510000000411,
6,,Segment,3,0,Image 1,1,1,100000001,510000000416,
11,,Segment,3,11,Image 1,8,1,100000001,510000000426,
5,,Segment,3,10,Image 1,7,1,100000001,510000000430,
3,,Segment,3,11,Image 1,7,1,100000001,510000000432,
5,,Segment,3,9,Image 1,5,1,100000001,510000000436,
45,,Segment,3,2,Image 1,2,1,100000002,510000000480,
31,,Segment,3,1,Image 1,1,1,100000002,510000000510,
3,,Segment,3,0,Image 1,1,1,100000002,510000000531,
13,,Segment,3,2,Image 1,1,1,100000002,510000000543,
1,,Segment,3,5,Image 1,3,1,100000001,510000000556,
15,,Segment,3,4,Image 1,2,1,100000001,510000000571,
21,,Segment,3,3,Image 1,1,1,100000001,510000000591,
28,,Segment,3,12,Image 1,4,1,100000001,510000000618,
22,,Segment,3,11,Image 1,4,1,100000001,510000000639,
43,,Segment,3,9,Image 1,3,1,100000001,510000000682,
7,,Segment,3,8,Image 1,3,1,100000001,510000000688,
41,,Segment,3,7,Image 1,2,1,100000001,510000000728,
