
Segment Center Intensity Mean Ch=3 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
63.5,,Segment,3,1,Image 1,2,1,100000001,510000000021,
43.6667,,Segment,3,0,Image 1,1,1,100000001,510000000056,
76.4091,,Segment,3,2,Image 1,1,1,100000001,510000000105,
37.2,,Segment,3,2,Image 1,2,1,100000001,510000000110,
36,,Segment,3,10,Image 1,4,1,100000002,510000000119,
109.667,,Segment,3,9,Image 1,3,1,100000002,510000000133,
150,,Segment,3,8,Image 1,2,1,100000002,510000000137,
125,,Segment,3,6,Image 1,2,1,100000002,510000000149,
117.818,,Segment,3,5,Image 1,2,1,100000002,510000000170,
99.0625,,Segment,3,4,Image 1,2,1,100000002,510000000185,
48.7778,,Segment,3,2,Image 1,1,1,100000002,510000000203,
136,,Segment,3,1,Image 1,1,1,100000002,510000000205,
42.7333,,Segment,3,0,Image 1,1,1,100000002,510000000224,
70.75,,Segment,3,9,Image 1,2,1,100000002,510000000229,
87.1667,,Segment,3,8,Image 1,3,1,100000002,510000000234,
71.6,,Segment,3,7,Image 1,3,1,100000002,510000000238,
42,,Segment,3,6,Image 1,3,1,100000002,510000000241,
76.2857,,Segment,3,5,Image 1,3,1,100000002,510000000254,
75.8889,,Segment,3,4,Image 1,1,1,100000002,510000000262,
52,,Segment,3,3,Image 1,2,1,100000002,510000000264,
52,,Segment,3,2,Image 1,2,1,100000002,510000000270,
106.4,,Segment,3,1,Image 1,2,1,100000002,510000000274,
17.625,,Segment,3,10,Image 1,6,1,100000001,510000000281,
18.5,,Segment,3,9,Image 1,6,1,100000001,510000000284,
54.3333,,Segment,3,8,Image 1,5,1,100000001,510000000337,
98.725,,Segment,3,7,Image 1,4,1,100000001,510000000376,
79,,Segment,3,5,Image 1,3,1,100000001,510000000390,
75.8571,,Segment,3,4,Image 1,3,1,100000001,510000000396,
47.75,,Segment,3,2,Image 1,1,1,100000001,510000000408,
49.5,,Segment,3,1,Image 1,1,1,100000001,510000000411,
51.5,,Segment,3,0,Image 1,1,1,100000001,510000000416,
53.6364,,Segment,3,11,Image 1,8,1,100000001,510000000426,
65,,Segment,3,10,Image 1,7,1,100000001,510000000430,
49.6667,,Segment,3,11,Image 1,7,1,100000001,510000000432,
16.8,,Segment,3,9,Image 1,5,1,100000001,510000000436,
50.9556,,Segment,3,2,Image 1,2,1,100000002,510000000480,
43.5806,,Segment,3,1,Image 1,1,1,100000002,510000000510,
58.6667,,Segment,3,0,Image 1,1,1,100000002,510000000531,
47.0769,,Segment,3,2,Image 1,1,1,100000002,510000000543,
49,,Segment,3,5,Image 1,3,1,100000001,510000000556,
63.0667,,Segment,3,4,Image 1,2,1,100000001,510000000571,
64.7143,,Segment,3,3,Image 1,1,1,100000001,510000000591,
51.1071,,Segment,3,12,Image 1,4,1,100000001,510000000618,
54.2273,,Segment,3,11,Image 1,4,1,100000001,510000000639,
87.2093,,Segment,3,9,Image 1,3,1,100000001,510000000682,
31.8571,,Segment,3,8,Image 1,3,1,100000001,510000000688,
66.3902,,Segment,3,7,Image 1,2,1,100000001,510000000728,
60.8148,,Segment,3,6,Image 1,2,1,100000001,510000000754,
74.0909,,Segment,3,5,Image 1,1,1,100000001,510000000764,
81.5,,Segment,3,4,Image 1,1,1,100000001,510000000767,
29.8333,,Segment,3,12,Image 1,5,1,100000001,510000000772,
50.9362,,Segment,3,10,Image 1,4,1,100000001,510000000818,
71.6667,,Segment,3,9,Image 1,4,1,100000001,510000000823,
50.7778,,Segment,3,10,Image 1,4,1,100000001,510000000840,
53.25,,Segment,3,10,Image 1,5,1,100000001,510000000844,
32.25,,Segment,3,8,Image 1,3,1,100000000,510000000851,
36.6667,,Segment,3,7,Image 1,3,1,100000000,510000000856,
39.6364,,Segment,3,6,Image 1,2,1,100000000,510000000877,
80.9697,,Segment,3,5,Image 1,2,1,100000000,510000000909,
51.4286,,Segment,3,4,Image 1,2,1,100000000,510000000922,
69.9655,,Segment,3,2,Image 1,2,1,100000000,510000000951,
66.4,,Segment,3,1,Image 1,1,1,100000000,510000000955,
22.3333,,Segment,3,8,Image 1,4,1,100000000,510000000992,
34,,Segment,3,7,Image 1,2,1,100000000,510000000995,
65.85,,Segment,3,7,Image 1,3,1,100000000,510000001014,
47.375,,Segment,3,6,Image 1,3,1,100000000,510000001021,
42,,Segment,3,7,Image 1,4,1,100000000,510000001024,
42,,Segment,3,7,Image 1,4,1,100000000,510000001026,
42.75,,Segment,3,5,Image 1,3,1,100000000,510000001029,
22,,Segment,3,9,Image 1,2,1,100000001,510000001045,
64.9474,,Segment,3,8,Image 1,1,1,100000001,510000001064,
74.95,,Segment,3,7,Image 1,1,1,100000001,510000001083,
75.15,,Segment,3,6,Image 1,1,1,100000001,510000001102,
28.6,,Segment,3,9,Image 1,3,1,100000001,510000001106,
76,,Segment,3,8,Image 1,2,1,100000001,510000001111,
29.6667,,Segment,3,9,Image 1,1,1,100000001,510000001125,
78.5,,Segment,3,9,Image 1,2,1,100000001,510000001128,
25.2,,Segment,3,7,Image 1,2,1,100000001,510000001137,
52.5,,Segment,3,8,Image 1,2,1,100000001,510000001146,
28.2727,,Segment,3,6,Image 1,3,1,100000001,510000001158,
44.6364,,Segment,3,5,Image 1,2,1,100000001,510000001168,
34,,Segment,3,5,Image 1,2,1,100000001,510000001187,
74.8333,,Segment,3,6,Image 1,2,1,100000001,510000001193,
25.2,,Segment,3,11,Image 1,6,1,100000001,510000001205,
38.2727,,Segment,3,10,Image 1,5,1,100000001,510000001226,
45.1333,,Segment,3,9,Image 1,4,1,100000001,510000001240,
49.25,,Segment,3,8,Image 1,4,1,100000001,510000001243,
37.8667,,Segment,3,7,Image 1,4,1,100000001,510000001257,
63,,Segment,3,6,Image 1,3,1,100000001,510000001272,
25,,Segment,3,11,Image 1,5,1,100000001,510000001275,
24.5333,,Segment,3,10,Image 1,4,1,100000001,510000001289,
20.2,,Segment,3,9,Image 1,5,1,100000001,510000001293,
27.25,,Segment,3,9,Image 1,4,1,100000001,510000001296,
44.65,,Segment,3,8,Image 1,4,1,100000001,510000001315,
14.3333,,Segment,3,9,Image 1,5,1,100000001,510000001317,
21.75,,Segment,3,8,Image 1,5,1,100000001,510000001320,
44,,Segment,3,7,Image 1,3,1,100000001,510000001323,
38.6364,,Segment,3,9,Image 1,5,1,100000001,510000001333,
82.4444,,Segment,3,7,Image 1,5,1,100000001,510000001342,
63.6,,Segment,3,9,Image 1,6,1,100000001,510000001354,
75.6667,,Segment,3,8,Image 1,6,1,100000001,510000001356,
55.1667,,Segment,3,5,Image 1,4,1,100000001,510000001361,
52.375,,Segment,3,3,Image 1,2,1,100000001,510000001368,
63.8,,Segment,3,2,Image 1,2,1,100000001,510000001382,
41.25,,Segment,3,1,Image 1,2,1,100000001,510000001387,
36.8929,,Segment,3,13,Image 1,5,1,100000000,510000001414,
54.6,,Segment,3,12,Image 1,5,1,100000000,510000001423,
76.8333,,Segment,3,11,Image 1,5,1,100000000,510000001470,
53.5,,Segment,3,9,Image 1,4,1,100000000,510000001478,
92,,Segment,3,8,Image 1,3,1,100000000,510000001480,
66,,Segment,3,7,Image 1,3,1,100000000,510000001490,
105.862,,Segment,3,6,Image 1,2,1,100000000,510000001518,
101.5,,Segment,3,5,Image 1,2,1,100000000,510000001521,
96.1429,,Segment,3,4,Image 1,2,1,100000000,510000001541,
66.3333,,Segment,3,3,Image 1,1,1,100000000,510000001543,
99.9286,,Segment,3,2,Image 1,1,1,100000000,510000001556,
132.667,,Segment,3,1,Image 1,1,1,100000000,510000001558,
136.364,,Segment,3,0,Image 1,1,1,100000000,510000001587,
33.3333,,Segment,3,8,Image 1,4,1,100000000,510000001605,
24.1667,,Segment,3,7,Image 1,4,1,100000000,510000001610,
42.3571,,Segment,3,6,Image 1,4,1,100000000,510000001623,
59.0667,,Segment,3,5,Image 1,3,1,100000000,510000001637,
37.5,,Segment,3,4,Image 1,3,1,100000000,510000001650,
45.75,,Segment,3,3,Image 1,3,1,100000000,510000001653,
52.8333,,Segment,3,2,Image 1,2,1,100000000,510000001664,
35.4,,Segment,3,1,Image 1,2,1,100000000,510000001668,
68.303,,Segment,3,0,Image 1,1,1,100000000,510000001702,
31.3333,,Segment,3,13,Image 1,6,1,100000000,510000001714,
31.25,,Segment,3,8,Image 1,5,1,100000000,510000001717,
44.6667,,Segment,3,7,Image 1,5,1,100000000,510000001725,
46.3333,,Segment,3,7,Image 1,4,1,100000000,510000001733,
26,,Segment,3,6,Image 1,4,1,100000000,510000001736,
38.7,,Segment,3,5,Image 1,4,1,100000000,510000001755,
32.1111,,Segment,3,6,Image 1,5,1,100000000,510000001763,
25.75,,Segment,3,12,Image 1,6,1,100000000,510000001766,
21.6667,,Segment,3,7,Image 1,5,1,100000000,510000001768,
43.2,,Segment,3,1,Image 1,2,1,100000002,510000001812,
45,,Segment,3,0,Image 1,1,1,100000002,510000001866,
36.5714,,Segment,3,6,Image 1,3,1,100000000,510000001872,
39.4,,Segment,3,11,Image 1,4,1,100000000,510000001891,
9.66667,,Segment,3,6,Image 1,5,1,100000000,510000001893,
40.9375,,Segment,3,5,Image 1,4,1,100000000,510000001908,
48,,Segment,3,4,Image 1,4,1,100000000,510000001910,
55,,Segment,3,6,Image 1,4,1,100000000,510000001912,
89.2,,Segment,3,11,Image 1,2,1,100000000,510000001921,
145.36,,Segment,3,10,Image 1,2,1,100000000,510000001945,
56.6667,,Segment,3,9,Image 1,2,1,100000000,510000001950,
122.882,,Segment,3,8,Image 1,2,1,100000000,510000001966,
65.2083,,Segment,3,9,Image 1,3,1,100000000,510000001990,
57.4091,,Segment,3,10,Image 1,5,1,100000000,510000002011,
59.1111,,Segment,3,10,Image 1,3,1,100000000,510000002019,
84.3333,,Segment,3,11,Image 1,3,1,100000000,510000002021,
67.9394,,Segment,3,6,Image 1,3,1,100000001,510000002053,
51.0909,,Segment,3,5,Image 1,2,1,100000001,510000002063,
89.8,,Segment,3,4,Image 1,2,1,100000001,510000002077,
84.7083,,Segment,3,3,Image 1,2,1,100000001,510000002100,
109.5,,Segment,3,1,Image 1,1,1,100000001,510000002116,
145.714,,Segment,3,0,Image 1,1,1,100000001,510000002130,
39.8889,,Segment,3,5,Image 1,3,1,100000000,510000002159,
42.7333,,Segment,3,5,Image 1,4,1,100000001,510000002175,
87.5652,,Segment,3,4,Image 1,3,1,100000001,510000002197,
55.8462,,Segment,3,5,Image 1,3,1,100000001,510000002222,
43,,Segment,3,5,Image 1,5,1,100000000,510000002226,
28.25,,Segment,3,4,Image 1,3,1,100000000,510000002233,
58.4286,,Segment,3,3,Image 1,3,1,100000000,510000002253,
76.1,,Segment,3,2,Image 1,2,1,100000000,510000002292,
32.5,,Segment,3,4,Image 1,4,1,100000000,510000002301,
72.25,,Segment,3,3,Image 1,3,1,100000000,510000002324,
79.04,,Segment,3,2,Image 1,3,1,100000000,510000002348,
76.3333,,Segment,3,1,Image 1,2,1,100000000,510000002350,
99,,Segment,3,0,Image 1,1,1,100000000,510000002385,
52.5455,,Segment,3,2,Image 1,3,1,100000000,510000002395,
77,,Segment,3,1,Image 1,2,1,100000000,510000002420,
58.6667,,Segment,3,9,Image 1,3,1,100000000,510000002425,
62.8571,,Segment,3,3,Image 1,3,1,100000000,510000002431,
47.2308,,Segment,3,4,Image 1,4,1,100000000,510000002443,
40.2,,Segment,3,4,Image 1,2,1,100000000,510000002448,
60.3333,,Segment,3,5,Image 1,3,1,100000001,510000002453,
54.75,,Segment,3,4,Image 1,3,1,100000000,510000002457,
42.85,,Segment,3,2,Image 1,1,1,100000000,510000002477,
25,,Segment,3,4,Image 1,3,1,100000000,510000002479,
62.4,,Segment,3,8,Image 1,3,1,100000000,510000002483,
49,,Segment,3,2,Image 1,2,1,100000000,510000002485,
23.4,,Segment,3,2,Image 1,3,1,100000001,510000002489,
106.125,,Segment,3,1,Image 1,2,1,100000001,510000002520,
49,,Segment,3,6,Image 1,2,1,100000001,510000002522,
34,,Segment,3,3,Image 1,4,1,100000000,510000002532,
61.7143,,Segment,3,2,Image 1,2,1,100000000,510000002566,
138.25,,Segment,3,1,Image 1,1,1,100000000,510000002573,
56.9,,Segment,3,5,Image 1,3,1,100000000,510000002582,
47,,Segment,3,2,Image 1,3,1,100000000,510000002585,
19.75,,Segment,3,1,Image 1,1,1,100000000,510000002588,
35,,Segment,3,3,Image 1,2,1,100000000,510000002590,
34,,Segment,3,1,Image 1,1,1,100000002,510000002592,
53.8333,,Segment,3,6,Image 1,3,1,100000000,510000002597,
28.5714,,Segment,3,2,Image 1,2,1,100000000,510000002603,
36.4444,,Segment,3,3,Image 1,1,1,100000000,510000002611,
64.25,,Segment,3,2,Image 1,1,1,100000000,510000002614,
58.1667,,Segment,3,2,Image 1,2,1,100000001,510000002619,
67.4667,,Segment,3,0,Image 1,1,1,100000000,510000002657,
62.4,,Segment,3,3,Image 1,2,1,100000000,510000002661,
57,,Segment,3,3,Image 1,2,1,100000000,510000002665,
50.3333,,Segment,3,2,Image 1,2,1,100000001,510000002679,
86.1538,,Segment,3,1,Image 1,1,1,100000001,510000002691,
80.3125,,Segment,3,0,Image 1,1,1,100000001,510000002708,
95.3333,,Segment,3,3,Image 1,1,1,100000001,510000002722,
69.6667,,Segment,3,4,Image 1,1,1,100000000,510000002724,
74.3333,,Segment,3,2,Image 1,2,1,100000001,510000002729,
124.667,,Segment,3,2,Image 1,2,1,100000001,510000002734,
68.2727,,Segment,3,1,Image 1,2,1,100000001,510000002744,
75.3333,,Segment,3,2,Image 1,3,1,100000001,510000002746,
94.2,,Segment,3,2,Image 1,1,1,100000001,510000002750,
45.9286,,Segment,3,1,Image 1,2,1,100000002,510000002763,
60.25,,Segment,3,1,Image 1,2,1,100000000,510000002766,
36.25,,Segment,3,0,Image 1,1,1,100000001,510000002782,
86,,Segment,3,0,Image 1,1,1,100000001,510000002792,
45.6,,Segment,3,0,Image 1,1,1,100000000,510000002799,
86.4,,Segment,3,0,Image 1,1,1,100000001,510000002805,
107,,Segment,3,0,Image 1,1,1,100000001,510000002821,
101.5,,Segment,3,0,Image 1,1,1,100000001,510000002823,
81,,Segment,3,0,Image 1,1,1,100000000,510000002825,
47.5,,Segment,3,3,Image 1,2,1,100000000,510000002843,
50,,Segment,3,3,Image 1,2,1,100000000,510000002847,
59,,Segment,3,4,Image 1,3,1,100000000,510000002848,
49.5,,Segment,3,5,Image 1,4,1,100000000,510000002849,
67.5,,Segment,3,10,Image 1,4,1,100000000,510000002850,
58.5,,Segment,3,8,Image 1,4,1,100000000,510000002851,
60,,Segment,3,8,Image 1,4,1,100000000,510000002853,
121.5,,Segment,3,7,Image 1,2,1,100000000,510000002854,
80,,Segment,3,1,Image 1,1,1,100000001,510000002856,
116.5,,Segment,3,3,Image 1,2,1,100000001,510000002857,
118,,Segment,3,6,Image 1,4,1,100000001,510000002858,
75,,Segment,3,8,Image 1,5,1,100000001,510000002859,
116.5,,Segment,3,4,Image 1,2,1,100000001,510000002860,
98,,Segment,3,10,Image 1,3,1,100000001,510000002861,
73,,Segment,3,11,Image 1,3,1,100000001,510000002862,
80,,Segment,3,7,Image 1,3,1,100000001,510000002863,
61.5,,Segment,3,3,Image 1,3,1,100000001,510000002864,
69.5,,Segment,3,2,Image 1,1,1,100000001,510000002866,
64,,Segment,3,3,Image 1,1,1,100000002,510000002871,
173,,Segment,3,7,Image 1,2,1,100000002,510000002872,
46.5,,Segment,3,10,Image 1,3,1,100000002,510000002873,
75.9524,,Segment,3,0,Image 1,1,1,,,
