
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.790798,,Soma,1,100000000,800000000,
0.744539,,Soma,1,100000001,800000001,
0.737718,,Soma,1,100000002,800000002,
