
Soma Intensity StdDev Ch=1 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
32.7665,,Soma,1,Image 1,1,100000000,800000000,
30.4873,,Soma,1,Image 1,1,100000001,800000001,
32.4419,,Soma,1,Image 1,1,100000002,800000002,
