
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.259343,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003187,
0.16835,µm,Spine,Spine Part Min Diameter,13,5,1,100000000,610000003190,
0.182522,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003192,
0.299832,µm,Spine,Spine Part Min Diameter,9,3,1,100000000,610000003195,
0.193798,µm,Spine,Spine Part Min Diameter,9,6,1,100000001,610000003200,
0.278816,µm,Spine,Spine Part Min Diameter,10,7,1,100000001,610000003203,
0.304086,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003208,
0.163552,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003210,
0.210557,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003217,
0.319114,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000003220,
0.392222,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003222,
0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003229,
0.229182,µm,Spine,Spine Part Min Diameter,11,5,1,100000000,610000003232,
0.268684,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003237,
0.306226,µm,Spine,Spine Part Min Diameter,8,3,1,100000000,610000003241,
0.244604,µm,Spine,Spine Part Min Diameter,10,7,1,100000001,610000003244,
0.266768,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003246,
0.229344,µm,Spine,Spine Part Min Diameter,8,2,1,100000000,610000003248,
0.250481,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003254,
0.31212,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003258,
0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003262,
0.175497,µm,Spine,Spine Part Min Diameter,11,5,1,100000000,610000003267,
0.226691,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003271,
0.23472,µm,Spine,Spine Part Min Diameter,11,4,1,100000001,610000003276,
0.228516,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003282,
0.272544,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003288,
0.338175,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003292,
0.244604,µm,Spine,Spine Part Min Diameter,10,7,1,100000001,610000003294,
0.26433,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003298,
0.283776,µm,Spine,Spine Part Min Diameter,12,4,1,100000001,610000003302,
0.340042,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003306,
0.379009,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003312,
0.305171,µm,Spine,Spine Part Min Diameter,10,2,1,100000000,610000003316,
0.1625,µm,Spine,Spine Part Min Diameter,11,5,1,100000000,610000003319,
0.570838,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003321,
0.251198,µm,Spine,Spine Part Min Diameter,9,6,1,100000001,610000003323,
0.254158,µm,Spine,Spine Part Min Diameter,10,4,1,100000001,610000003328,
0.225659,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003330,
0.238114,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003332,
0.328987,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003336,
0.412828,µm,Spine,Spine Part Min Diameter,12,4,1,100000001,610000003339,
0.338175,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003343,
0.254847,µm,Spine,Spine Part Min Diameter,11,8,1,100000001,610000003345,
0.344742,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000003350,
0.253906,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003352,
0.360633,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003354,
0.241982,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003356,
0.303005,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000003359,
0.386193,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003365,
0.28124,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003367,
0.506854,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003374,
0.323492,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003377,
0.420215,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003383,
0.342773,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003388,
0.350391,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003392,
0.303898,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003394,
0.316488,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003398,
0.316488,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003402,
0.380629,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003405,
0.266834,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003407,
0.31212,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003409,
0.206985,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003415,
0.446719,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003420,
0.325,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003423,
0.280818,µm,Spine,Spine Part Min Diameter,11,4,1,100000001,610000003425,
0.265332,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003430,
0.26706,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003435,
0.420782,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003439,
0.538281,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003442,
0.352895,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003446,
0.373146,µm,Spine,Spine Part Min Diameter,10,2,1,100000000,610000003448,
0.252637,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003452,
0.351112,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003456,
0.496531,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000003460,
0.385679,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003462,
0.414472,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003466,
0.43976,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003468,
0.342139,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003472,
0.393714,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003477,
0.226321,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003480,
0.356409,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003486,
0.444236,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003488,
0.349082,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003491,
0.325,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003493,
0.458301,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003504,
0.24375,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003509,
0.298834,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003511,
0.227805,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003514,
0.348789,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003516,
0.316488,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003518,
0.373226,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003521,
0.427216,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003525,
0.368875,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003531,
0.356039,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003534,
0.298834,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003536,
0.422309,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003540,
0.435257,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003542,
0.301858,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003544,
0.446418,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003549,
0.285144,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003554,
0.262383,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003556,
0.233594,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003559,
0.255565,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003561,
0.565136,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003563,
0.322552,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003570,
0.385454,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003572,
0.335156,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003576,
0.380273,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003583,
0.365583,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003588,
0.308925,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003595,
0.182812,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000003619,
0.18814,µm,Spine,Spine Part Min Diameter,7,4,1,100000000,610000003620,
0.253363,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000003621,
0.250993,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003622,
0.349082,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000003623,
0.182832,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000003624,
0.19043,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003625,
0.360633,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003626,
0.249952,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003627,
0.249952,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003628,
0.375246,µm,Spine,Spine Part Min Diameter,8,4,1,100000000,610000003629,
0.1625,µm,Spine,Spine Part Min Diameter,7,5,1,100000000,610000003630,
0.203739,µm,Spine,Spine Part Min Diameter,5,4,1,100000000,610000003631,
0.273557,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003632,
0.241634,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003633,
0.262734,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003634,
0.35166,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003635,
0.238844,µm,Spine,Spine Part Min Diameter,13,5,1,100000000,610000003646,
0.236485,µm,Spine,Spine Part Min Diameter,13,5,1,100000000,610000003647,
0.1625,µm,Spine,Spine Part Min Diameter,13,5,1,100000000,610000003648,
0.18344,µm,Spine,Spine Part Min Diameter,12,5,1,100000000,610000003649,
0.175497,µm,Spine,Spine Part Min Diameter,11,5,1,100000000,610000003650,
0.1625,µm,Spine,Spine Part Min Diameter,11,5,1,100000000,610000003651,
0.310447,µm,Spine,Spine Part Min Diameter,9,3,1,100000000,610000003652,
0.3137,µm,Spine,Spine Part Min Diameter,11,2,1,100000000,610000003653,
0.375781,µm,Spine,Spine Part Min Diameter,9,2,1,100000000,610000003654,
0.39598,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000003655,
0.179359,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000003656,
0.339026,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000003657,
0.297486,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003658,
0.20065,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003659,
0.169644,µm,Spine,Spine Part Min Diameter,3,4,1,100000000,610000003663,
0.251582,µm,Spine,Spine Part Min Diameter,3,4,1,100000000,610000003664,
0.248261,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003665,
0.177734,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003666,
0.35574,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003667,
0.331614,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003673,
0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003674,
0.202713,µm,Spine,Spine Part Min Diameter,9,5,1,100000001,610000003675,
0.251198,µm,Spine,Spine Part Min Diameter,9,6,1,100000001,610000003676,
0.26278,µm,Spine,Spine Part Min Diameter,7,4,1,100000001,610000003677,
0.323588,µm,Spine,Spine Part Min Diameter,8,4,1,100000001,610000003678,
0.277934,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003679,
0.213832,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000003680,
0.386812,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000003681,
0.28124,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003682,
0.24375,µm,Spine,Spine Part Min Diameter,12,4,1,100000001,610000003683,
0.186011,µm,Spine,Spine Part Min Diameter,12,5,1,100000001,610000003684,
0.280818,µm,Spine,Spine Part Min Diameter,11,4,1,100000001,610000003685,
0.303281,µm,Spine,Spine Part Min Diameter,10,4,1,100000001,610000003686,
0.286914,µm,Spine,Spine Part Min Diameter,10,4,1,100000001,610000003687,
0.250201,µm,Spine,Spine Part Min Diameter,6,2,1,100000001,610000003688,
0.255745,µm,Spine,Spine Part Min Diameter,8,2,1,100000001,610000003689,
0.278528,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000003690,
0.312367,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000003691,
0.314283,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003692,
0.311664,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003693,
0.165515,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000003694,
0.245003,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003695,
0.261064,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003696,
0.284421,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003697,
0.1625,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003698,
0.264062,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003699,
0.574909,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003700,
0.40625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003701,
0.352206,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003704,
0.248583,µm,Spine,Spine Part Min Diameter,10,3,1,100000002,610000003709,
0.322552,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003710,
0.319922,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003711,
0.312047,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003712,
0.192969,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003713,
0.380757,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003714,
0.236922,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003715,
0.355061,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003716,
0.41129,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003717,
0.316497,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003718,
0.280853,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003719,
