
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-16556.3,20113.5,1463.78,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-16584.7,20093.7,1465.66,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-16588.4,20138.4,1466.21,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
