
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003711,
0,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000003712,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003713,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003714,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003715,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003716,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003717,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003718,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003719,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003720,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003721,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003722,
