
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,5,1,1,100000001,510000000036,
0,s,Segment,4,1,1,100000001,510000000045,
0,s,Segment,3,1,1,100000001,510000000051,
0,s,Segment,2,1,1,100000001,510000000056,
0,s,Segment,1,1,1,100000001,510000000060,
0,s,Segment,0,1,1,100000001,510000000084,
0,s,Segment,5,2,1,100000001,510000000101,
0,s,Segment,3,2,1,100000001,510000000115,
0,s,Segment,2,2,1,100000001,510000000139,
0,s,Segment,1,2,1,100000001,510000000141,
0,s,Segment,3,4,1,100000001,510000000146,
0,s,Segment,2,3,1,100000001,510000000159,
0,s,Segment,3,3,1,100000001,510000000164,
0,s,Segment,4,2,1,100000001,510000000167,
0,s,Segment,2,2,1,100000001,510000000170,
0,s,Segment,0,1,1,100000001,510000000186,
0,s,Segment,3,4,1,100000000,510000000190,
0,s,Segment,2,3,1,100000000,510000000197,
0,s,Segment,1,2,1,100000000,510000000200,
0,s,Segment,0,1,1,100000000,510000000203,
0,s,Segment,0,1,1,100000002,510000000232,
0,s,Segment,3,3,1,100000000,510000000276,
0,s,Segment,2,2,1,100000000,510000000278,
0,s,Segment,0,1,1,100000001,510000000285,
0,s,Segment,0,1,1,100000001,510000000314,
0,s,Segment,0,1,1,100000002,510000000343,
0,s,Segment,1,1,1,100000000,510000000346,
0,s,Segment,0,1,1,100000001,510000000376,
0,s,Segment,0,1,1,100000000,510000000392,
0,s,Segment,0,1,1,100000000,510000000405,
0,s,Segment,0,1,1,100000000,510000000408,
0,s,Segment,3,3,1,100000000,510000000409,
0,s,Segment,3,2,1,100000000,510000000410,
0,s,Segment,3,2,1,100000001,510000000412,
0,s,Segment,0,1,1,100000001,510000000413,
