
Segment Center Intensity Median Ch=4 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
30.0312,,Segment,4,5,Image 1,1,1,100000001,510000000036,
37.0312,,Segment,4,4,Image 1,1,1,100000001,510000000045,
43.0156,,Segment,4,3,Image 1,1,1,100000001,510000000051,
27.5156,,Segment,4,2,Image 1,1,1,100000001,510000000056,
28.0312,,Segment,4,1,Image 1,1,1,100000001,510000000060,
22.0312,,Segment,4,0,Image 1,1,1,100000001,510000000084,
32.0312,,Segment,4,5,Image 1,2,1,100000001,510000000101,
33.0312,,Segment,4,3,Image 1,2,1,100000001,510000000115,
24.0312,,Segment,4,2,Image 1,2,1,100000001,510000000139,
21.0078,,Segment,4,1,Image 1,2,1,100000001,510000000141,
14.0156,,Segment,4,3,Image 1,4,1,100000001,510000000146,
28.5312,,Segment,4,2,Image 1,3,1,100000001,510000000159,
23.0156,,Segment,4,3,Image 1,3,1,100000001,510000000164,
26.5312,,Segment,4,4,Image 1,2,1,100000001,510000000167,
14.0078,,Segment,4,2,Image 1,2,1,100000001,510000000170,
24.0625,,Segment,4,0,Image 1,1,1,100000001,510000000186,
17.0625,,Segment,4,3,Image 1,4,1,100000000,510000000190,
28.0312,,Segment,4,2,Image 1,3,1,100000000,510000000197,
34.5156,,Segment,4,1,Image 1,2,1,100000000,510000000200,
33.0156,,Segment,4,0,Image 1,1,1,100000000,510000000203,
35.0312,,Segment,4,0,Image 1,1,1,100000002,510000000232,
21.0156,,Segment,4,3,Image 1,3,1,100000000,510000000276,
12.0156,,Segment,4,2,Image 1,2,1,100000000,510000000278,
9.51562,,Segment,4,0,Image 1,1,1,100000001,510000000285,
31.0312,,Segment,4,0,Image 1,1,1,100000001,510000000314,
29.0156,,Segment,4,0,Image 1,1,1,100000002,510000000343,
7.01563,,Segment,4,1,Image 1,1,1,100000000,510000000346,
17.5312,,Segment,4,0,Image 1,1,1,100000001,510000000376,
20.0078,,Segment,4,0,Image 1,1,1,100000000,510000000392,
17.0156,,Segment,4,0,Image 1,1,1,100000000,510000000405,
21.0156,,Segment,4,0,Image 1,1,1,100000000,510000000408,
69.0625,,Segment,4,3,Image 1,3,1,100000000,510000000409,
16.0078,,Segment,4,3,Image 1,2,1,100000000,510000000410,
39.5039,,Segment,4,3,Image 1,2,1,100000001,510000000412,
27.0039,,Segment,4,0,Image 1,1,1,100000001,510000000413,
