
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.243501,0.162334,0.229695,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000485,
0.217426,0.308614,0.219255,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000497,
0.243501,0.162334,0.243501,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000503,
0.219255,0.308614,0.243501,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000513,
0.162334,0.458593,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000516,
0.547877,0.564364,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000519,
0.272212,0.183989,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000523,
0.467302,0.372737,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000526,
0.196749,0.167407,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000528,
0.305702,0.305702,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000530,
0.185217,0.715554,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000533,
0.318986,0.297586,0.293002,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000539,
0.350033,0.383641,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000541,
0.180428,0.316415,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000546,
0.324668,0.355908,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000551,
0.261082,0.436701,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000556,
0.324668,0.355908,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000561,
0.324668,0.400762,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000564,
0.193512,0.193512,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000574,
0.405722,0.413292,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000575,
0.162334,0.162334,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000581,
0.257311,0.257311,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000582,
0.188116,0.188116,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000585,
0.393268,0.418358,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000586,
0.277846,0.277846,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000588,
0.408585,0.408585,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000589,
0.486307,0.243501,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000000521,
0.289472,0.289472,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000000579,
0.297953,0.244621,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000000536,
0.297953,0.176285,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000000544,
0.243501,0.243501,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000000572,
0.162334,0.162334,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000000573,
0.279418,0.279418,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000000580,
0.372376,0.372376,0,µm,Spine,Spine Part Min Diameter,5,1,1,100000001,610000000577,
0.178876,0.178876,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000000578,
