
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
27188.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000000503,
27202.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000001,610000000521,
27204.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000000523,
27173,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000000539,
27201.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,100000001,610000000544,
27173.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000000591,
27200.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000000591,
27172.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000000592,
27191.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000000592,
27203.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000000593,
27191.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000000593,
27203.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,,610000000594,
27203.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000000595,
27204,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000000597,
27204.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000000598,
