
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
-15431,22340.3,1439.76,µm,Soma,Soma Position,1,100000000,800000000,
-15411.1,22370.9,1440.87,µm,Soma,Soma Position,1,100000001,800000001,
-15410.8,22336,1443.01,µm,Soma,Soma Position,1,100000002,800000002,
