
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
-15430.8,µm,Filament,Filament Position,1,100000000,
-15409.8,µm,Filament,Filament Position,1,100000001,
-15410.5,µm,Filament,Filament Position,1,100000002,
