
Spine Number of Voxel Ch=4 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
89,,Spine,4,0,Image 1,1,1,100000000,610000000485,
170,,Spine,4,0,Image 1,1,1,100000002,610000000497,
88,,Spine,4,0,Image 1,1,1,100000000,610000000503,
160,,Spine,4,0,Image 1,1,1,100000002,610000000513,
142,,Spine,4,0,Image 1,1,1,100000001,610000000516,
275,,Spine,4,0,Image 1,1,1,100000001,610000000519,
299,,Spine,4,1,Image 1,1,1,100000001,610000000521,
103,,Spine,4,0,Image 1,1,1,100000001,610000000523,
284,,Spine,4,0,Image 1,1,1,100000001,610000000526,
105,,Spine,4,0,Image 1,1,1,100000001,610000000528,
76,,Spine,4,0,Image 1,1,1,100000001,610000000530,
477,,Spine,4,0,Image 1,1,1,100000001,610000000533,
106,,Spine,4,2,Image 1,3,1,100000001,610000000536,
194,,Spine,4,0,Image 1,1,1,100000002,610000000539,
93,,Spine,4,0,Image 1,1,1,100000001,610000000541,
99,,Spine,4,2,Image 1,3,1,100000001,610000000544,
43,,Spine,4,0,Image 1,1,1,100000001,610000000546,
75,,Spine,4,0,Image 1,1,1,100000002,610000000551,
108,,Spine,4,0,Image 1,1,1,100000002,610000000556,
66,,Spine,4,0,Image 1,1,1,100000002,610000000561,
99,,Spine,4,0,Image 1,1,1,100000001,610000000564,
47,,Spine,4,2,Image 1,3,1,100000000,610000000572,
44,,Spine,4,2,Image 1,3,1,100000000,610000000573,
64,,Spine,4,0,Image 1,1,1,100000000,610000000574,
180,,Spine,4,0,Image 1,1,1,100000000,610000000575,
204,,Spine,4,5,Image 1,1,1,100000001,610000000577,
77,,Spine,4,5,Image 1,2,1,100000001,610000000578,
202,,Spine,4,2,Image 1,1,1,100000001,610000000579,
79,,Spine,4,2,Image 1,3,1,100000001,610000000580,
59,,Spine,4,0,Image 1,1,1,100000001,610000000581,
64,,Spine,4,0,Image 1,1,1,100000001,610000000582,
35,,Spine,4,0,Image 1,1,1,100000001,610000000585,
175,,Spine,4,0,Image 1,1,1,100000001,610000000586,
89,,Spine,4,0,Image 1,1,1,100000002,610000000588,
198,,Spine,4,0,Image 1,1,1,100000002,610000000589,
