
Pt Time Type=Spine Terminal
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,0,1,Spine Terminal,100000000,800000041,
0,s,Point,0,1,Spine Terminal,100000000,800000042,
0,s,Point,0,1,Spine Terminal,100000000,800000043,
0,s,Point,0,1,Spine Terminal,100000000,800000044,
0,s,Point,2,1,Spine Terminal,100000000,800000045,
0,s,Point,2,1,Spine Terminal,100000000,800000046,
0,s,Point,,1,Spine Terminal,100000001,800000056,
0,s,Point,2,1,Spine Terminal,100000001,800000057,
0,s,Point,1,1,Spine Terminal,100000001,800000058,
0,s,Point,0,1,Spine Terminal,100000001,800000059,
0,s,Point,0,1,Spine Terminal,100000001,800000060,
0,s,Point,,1,Spine Terminal,100000001,800000061,
0,s,Point,5,1,Spine Terminal,100000001,800000062,
0,s,Point,2,1,Spine Terminal,100000001,800000063,
0,s,Point,0,1,Spine Terminal,100000001,800000064,
0,s,Point,2,1,Spine Terminal,100000001,800000065,
0,s,Point,,1,Spine Terminal,100000001,800000066,
0,s,Point,0,1,Spine Terminal,100000001,800000067,
0,s,Point,2,1,Spine Terminal,100000001,800000068,
0,s,Point,0,1,Spine Terminal,100000001,800000069,
0,s,Point,5,1,Spine Terminal,100000001,800000070,
0,s,Point,2,1,Spine Terminal,100000001,800000071,
0,s,Point,2,1,Spine Terminal,100000001,800000072,
0,s,Point,0,1,Spine Terminal,100000002,800000076,
0,s,Point,0,1,Spine Terminal,100000002,800000077,
0,s,Point,0,1,Spine Terminal,100000002,800000078,
