
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.162334,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000485,
0.308614,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000497,
0.162334,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000503,
0.308614,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000513,
0.458593,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000516,
0.564364,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000519,
0.243501,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000000521,
0.183989,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000523,
0.372737,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000526,
0.167407,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000528,
0.305702,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000530,
0.715554,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000533,
0.244621,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000000536,
0.297586,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000539,
0.383641,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000541,
0.176285,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000000544,
0.316415,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000546,
0.355908,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000551,
0.436701,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000556,
0.355908,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000561,
0.400762,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000564,
0.243501,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000000572,
0.162334,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000000573,
0.193512,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000574,
0.413292,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000000575,
0.372376,µm,Spine,Spine Part Min Diameter,5,1,1,100000001,610000000577,
0.178876,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000000578,
0.289472,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000000579,
0.279418,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000000580,
0.162334,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000581,
0.257311,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000582,
0.188116,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000585,
0.418358,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000000586,
0.277846,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000588,
0.408585,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000000589,
