
Spine Center Intensity StdDev Ch=2 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16.8997,,Spine,2,0,Image 1,1,1,100000000,610000000485,
8.17856,,Spine,2,0,Image 1,1,1,100000002,610000000497,
9.69536,,Spine,2,0,Image 1,1,1,100000000,610000000503,
8.57645,,Spine,2,0,Image 1,1,1,100000002,610000000513,
22.4252,,Spine,2,0,Image 1,1,1,100000001,610000000516,
5.5,,Spine,2,0,Image 1,1,1,100000001,610000000519,
5.65685,,Spine,2,1,Image 1,1,1,100000001,610000000521,
9.56847,,Spine,2,0,Image 1,1,1,100000001,610000000523,
6.12826,,Spine,2,0,Image 1,1,1,100000001,610000000526,
15.3695,,Spine,2,0,Image 1,1,1,100000001,610000000528,
2.5,,Spine,2,0,Image 1,1,1,100000001,610000000530,
8.01388,,Spine,2,0,Image 1,1,1,100000001,610000000533,
4.89898,,Spine,2,2,Image 1,3,1,100000001,610000000536,
11.627,,Spine,2,0,Image 1,1,1,100000002,610000000539,
3,,Spine,2,0,Image 1,1,1,100000001,610000000541,
4.92161,,Spine,2,2,Image 1,3,1,100000001,610000000544,
8.5,,Spine,2,0,Image 1,1,1,100000001,610000000546,
0,,Spine,2,0,Image 1,1,1,100000002,610000000551,
4.5,,Spine,2,0,Image 1,1,1,100000002,610000000556,
14,,Spine,2,0,Image 1,1,1,100000002,610000000561,
5.5,,Spine,2,0,Image 1,1,1,100000001,610000000564,
24,,Spine,2,2,Image 1,3,1,100000000,610000000572,
13,,Spine,2,2,Image 1,3,1,100000000,610000000573,
0.5,,Spine,2,0,Image 1,1,1,100000000,610000000574,
2,,Spine,2,0,Image 1,1,1,100000000,610000000575,
9.5,,Spine,2,5,Image 1,1,1,100000001,610000000577,
12.5,,Spine,2,5,Image 1,2,1,100000001,610000000578,
1,,Spine,2,2,Image 1,1,1,100000001,610000000579,
8,,Spine,2,2,Image 1,3,1,100000001,610000000580,
6.5,,Spine,2,0,Image 1,1,1,100000001,610000000581,
2,,Spine,2,0,Image 1,1,1,100000001,610000000582,
15,,Spine,2,0,Image 1,1,1,100000001,610000000585,
5,,Spine,2,0,Image 1,1,1,100000001,610000000586,
3.5,,Spine,2,0,Image 1,1,1,100000002,610000000588,
14.5,,Spine,2,0,Image 1,1,1,100000002,610000000589,
