
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,0,1,1,100000000,610000000485,
0,,Spine,0,1,1,100000002,610000000497,
1,,Spine,0,1,1,100000000,610000000503,
0,,Spine,0,1,1,100000002,610000000513,
0,,Spine,0,1,1,100000001,610000000516,
0,,Spine,0,1,1,100000001,610000000519,
1,,Spine,1,1,1,100000001,610000000521,
1,,Spine,0,1,1,100000001,610000000523,
0,,Spine,0,1,1,100000001,610000000526,
1,,Spine,0,1,1,100000001,610000000528,
0,,Spine,0,1,1,100000001,610000000530,
0,,Spine,0,1,1,100000001,610000000533,
3,,Spine,2,3,1,100000001,610000000536,
1,,Spine,0,1,1,100000002,610000000539,
0,,Spine,0,1,1,100000001,610000000541,
3,,Spine,2,3,1,100000001,610000000544,
0,,Spine,0,1,1,100000001,610000000546,
0,,Spine,0,1,1,100000002,610000000551,
0,,Spine,0,1,1,100000002,610000000556,
0,,Spine,0,1,1,100000002,610000000561,
0,,Spine,0,1,1,100000001,610000000564,
3,,Spine,2,3,1,100000000,610000000572,
3,,Spine,2,3,1,100000000,610000000573,
1,,Spine,0,1,1,100000000,610000000574,
1,,Spine,0,1,1,100000000,610000000575,
1,,Spine,5,1,1,100000001,610000000577,
2,,Spine,5,2,1,100000001,610000000578,
1,,Spine,2,1,1,100000001,610000000579,
3,,Spine,2,3,1,100000001,610000000580,
1,,Spine,0,1,1,100000001,610000000581,
1,,Spine,0,1,1,100000001,610000000582,
1,,Spine,0,1,1,100000001,610000000585,
1,,Spine,0,1,1,100000001,610000000586,
1,,Spine,0,1,1,100000002,610000000588,
1,,Spine,0,1,1,100000002,610000000589,
