
Soma Intensity StdDev Ch=4 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
12.9355,,Soma,4,Image 1,1,100000000,800000000,
12.7394,,Soma,4,Image 1,1,100000001,800000001,
17.567,,Soma,4,Image 1,1,100000002,800000002,
