
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
28.5312,,Spine,2,0,Image 1,1,1,100000000,610000000485,
28.0156,,Spine,2,0,Image 1,1,1,100000002,610000000497,
32.0156,,Spine,2,0,Image 1,1,1,100000000,610000000503,
28.0156,,Spine,2,0,Image 1,1,1,100000002,610000000513,
45.0312,,Spine,2,0,Image 1,1,1,100000001,610000000516,
33.5078,,Spine,2,0,Image 1,1,1,100000001,610000000519,
28,,Spine,2,1,Image 1,1,1,100000001,610000000521,
6.01562,,Spine,2,0,Image 1,1,1,100000001,610000000523,
31,,Spine,2,0,Image 1,1,1,100000001,610000000526,
15.0312,,Spine,2,0,Image 1,1,1,100000001,610000000528,
21.5039,,Spine,2,0,Image 1,1,1,100000001,610000000530,
9.01562,,Spine,2,0,Image 1,1,1,100000001,610000000533,
22.0078,,Spine,2,2,Image 1,3,1,100000001,610000000536,
33.5156,,Spine,2,0,Image 1,1,1,100000002,610000000539,
17.0039,,Spine,2,0,Image 1,1,1,100000001,610000000541,
23.0078,,Spine,2,2,Image 1,3,1,100000001,610000000544,
35.5156,,Spine,2,0,Image 1,1,1,100000001,610000000546,
30,,Spine,2,0,Image 1,1,1,100000002,610000000551,
14.5078,,Spine,2,0,Image 1,1,1,100000002,610000000556,
51.0156,,Spine,2,0,Image 1,1,1,100000002,610000000561,
62.5078,,Spine,2,0,Image 1,1,1,100000001,610000000564,
30.0312,,Spine,2,2,Image 1,3,1,100000000,610000000572,
20.0156,,Spine,2,2,Image 1,3,1,100000000,610000000573,
43.501,,Spine,2,0,Image 1,1,1,100000000,610000000574,
19.0039,,Spine,2,0,Image 1,1,1,100000000,610000000575,
31.5156,,Spine,2,5,Image 1,1,1,100000001,610000000577,
25.5156,,Spine,2,5,Image 1,2,1,100000001,610000000578,
23.002,,Spine,2,2,Image 1,1,1,100000001,610000000579,
55.0156,,Spine,2,2,Image 1,3,1,100000001,610000000580,
23.5078,,Spine,2,0,Image 1,1,1,100000001,610000000581,
58.0039,,Spine,2,0,Image 1,1,1,100000001,610000000582,
38.0156,,Spine,2,0,Image 1,1,1,100000001,610000000585,
14.0078,,Spine,2,0,Image 1,1,1,100000001,610000000586,
27.5039,,Spine,2,0,Image 1,1,1,100000002,610000000588,
52.5156,,Spine,2,0,Image 1,1,1,100000002,610000000589,
