
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.315936,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000485,
0.275054,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000497,
0.315936,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000503,
0.275054,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000513,
0.3234,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000516,
0.564364,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000519,
0.537731,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000000521,
0.362538,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000523,
0.587207,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000526,
0.395354,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000528,
0.35511,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000530,
0.556567,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000533,
0.298491,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000000536,
0.437521,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000539,
0.383641,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000541,
0.298491,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000000544,
0.316415,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000546,
0.324668,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000551,
0.436701,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000556,
0.355908,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000561,
0.400762,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000564,
0.259634,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000000572,
0.283995,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000000573,
0.308725,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000574,
0.413292,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000575,
0.482888,µm,Spine,Spine Part Max Diameter,5,1,1,100000001,610000000577,
0.332892,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000000578,
0.514285,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000000579,
0.328006,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000000580,
0.303344,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000581,
0.280347,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000582,
0.255226,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000585,
0.418358,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000586,
0.334994,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000588,
0.464838,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000589,
