
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.360696,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002002,
0.387028,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002008,
0.407241,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002012,
0.315378,µm,Spine,Spine Part Max Diameter,8,5,1,100000002,610000002018,
0.360696,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002020,
0.387028,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002025,
0.539553,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000002029,
0.367947,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000002031,
0.407241,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002035,
0.355678,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000002045,
0.286744,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000002048,
0.563573,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002051,
0.387028,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002056,
0.532166,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002059,
0.531094,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000002064,
0.380979,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002068,
0.360696,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002071,
0.380979,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002076,
0.505506,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002080,
0.39482,µm,Spine,Spine Part Max Diameter,7,4,1,100000002,610000002082,
0.698272,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000002086,
0.357749,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000002089,
0.355678,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000002094,
0.512474,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002097,
0.451772,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002100,
0.35887,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002102,
0.380979,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002106,
0.402521,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000002109,
0.394179,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002111,
0.626871,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002118,
0.617533,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002122,
0.334698,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002128,
0.392475,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000002132,
0.429321,µm,Spine,Spine Part Max Diameter,6,3,1,100000002,610000002136,
0.39482,µm,Spine,Spine Part Max Diameter,7,4,1,100000002,610000002139,
0.369436,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002142,
0.467978,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000002144,
0.624662,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002154,
0.386179,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000002156,
0.513889,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000002165,
0.336495,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002172,
0.348983,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002175,
0.378555,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000002178,
0.483511,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002182,
0.416355,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000002184,
0.538238,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000002189,
0.451772,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002193,
0.367947,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000002195,
0.408272,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002197,
0.370547,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002200,
0.296896,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000002206,
0.481775,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000002208,
0.296975,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000002210,
0.505843,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002213,
0.37619,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000002215,
0.394907,µm,Spine,Spine Part Max Diameter,4,1,1,100000001,610000002217,
0.350409,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002221,
0.375109,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000002224,
0.404206,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002227,
0.33701,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000002230,
0.708844,µm,Spine,Spine Part Max Diameter,6,3,1,100000002,610000002232,
0.649323,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000002234,
0.389417,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002237,
0.452684,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000002240,
0.537057,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000002243,
0.356302,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000002247,
0.344293,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000002254,
0.370358,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000002256,
0.409997,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000002262,
0.37767,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000002265,
0.457431,µm,Spine,Spine Part Max Diameter,4,3,1,100000002,610000002268,
0.374992,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000002270,
0.415677,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000002272,
0.388959,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000002275,
0.445183,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002277,
0.505506,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002280,
0.505145,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002283,
0.334975,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002285,
0.497268,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002289,
0.3148,µm,Spine,Spine Part Max Diameter,5,5,1,100000000,610000002291,
0.445274,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002293,
0.439499,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002296,
0.43034,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000002299,
0.434187,µm,Spine,Spine Part Max Diameter,5,4,1,100000002,610000002304,
0.355293,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000002306,
0.543515,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000002310,
0.430723,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002313,
0.659396,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000002316,
0.560617,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002318,
0.403966,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002321,
0.435197,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002323,
0.439517,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002333,
0.446324,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000002336,
0.437594,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000002338,
0.421458,µm,Spine,Spine Part Max Diameter,4,1,1,100000002,610000002341,
0.424468,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002343,
0.362042,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000002345,
0.37767,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000002349,
0.418814,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000002351,
0.404206,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002356,
0.50415,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000002359,
0.392433,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000002362,
0.410857,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000002364,
0.355678,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000002370,
0.473112,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002373,
0.358041,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000002375,
0.368854,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002378,
0.408661,µm,Spine,Spine Part Max Diameter,6,3,1,100000002,610000002380,
0.431635,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002382,
0.387028,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002386,
0.368854,µm,Spine,Spine Part Max Diameter,7,3,1,100000002,610000002388,
0.419059,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000002390,
0.590274,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000002394,
0.329884,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000002396,
0.431857,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002398,
0.550337,µm,Spine,Spine Part Max Diameter,4,1,1,100000001,610000002400,
0.48961,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000002402,
0.337806,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000002405,
0.315366,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002415,
