
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.653455,,Segment,1,1,1,100000001,510000000037,
0.68665,,Segment,0,1,1,100000001,510000000072,
0.905347,,Segment,6,3,1,100000002,510000000086,
0.92267,,Segment,5,3,1,100000002,510000000091,
0.93987,,Segment,4,3,1,100000002,510000000113,
0.954337,,Segment,3,2,1,100000002,510000000137,
0.843146,,Segment,2,1,1,100000002,510000000154,
0.996194,,Segment,1,1,1,100000002,510000000158,
0.940435,,Segment,0,1,1,100000002,510000000169,
0.818068,,Segment,5,4,1,100000002,510000000203,
0.996029,,Segment,6,4,1,100000002,510000000205,
0.974189,,Segment,4,2,1,100000002,510000000215,
0.909207,,Segment,3,3,1,100000001,510000000226,
0.986662,,Segment,2,3,1,100000001,510000000232,
0.943719,,Segment,1,2,1,100000001,510000000240,
0.991642,,Segment,0,1,1,100000001,510000000247,
0.682386,,Segment,7,3,1,100000000,510000000287,
0.934807,,Segment,6,3,1,100000000,510000000295,
0.985911,,Segment,5,2,1,100000000,510000000299,
0.984564,,Segment,3,2,1,100000000,510000000311,
0.960439,,Segment,2,2,1,100000000,510000000318,
0.978278,,Segment,1,1,1,100000000,510000000322,
0.980268,,Segment,0,1,1,100000000,510000000334,
0.896584,,Segment,3,4,1,100000001,510000000350,
0.957028,,Segment,5,5,1,100000000,510000000358,
0.924587,,Segment,4,4,1,100000000,510000000382,
0.977465,,Segment,3,3,1,100000000,510000000393,
0.995577,,Segment,5,4,1,100000000,510000000395,
0.95003,,Segment,7,3,1,100000002,510000000434,
0.997354,,Segment,6,2,1,100000002,510000000436,
0.992729,,Segment,5,2,1,100000002,510000000439,
0.950194,,Segment,4,2,1,100000002,510000000454,
0.966612,,Segment,3,1,1,100000002,510000000470,
0.988283,,Segment,2,1,1,100000002,510000000476,
0.97749,,Segment,1,1,1,100000002,510000000488,
0.979058,,Segment,0,1,1,100000002,510000000511,
0.788811,,Segment,4,2,1,100000000,510000000519,
0.899002,,Segment,3,2,1,100000000,510000000539,
0.914332,,Segment,2,2,1,100000000,510000000557,
0.975369,,Segment,1,2,1,100000000,510000000579,
0.997785,,Segment,0,1,1,100000000,510000000589,
0.838019,,Segment,4,3,1,100000000,510000000606,
0.822605,,Segment,4,3,1,100000000,510000000624,
0.889863,,Segment,3,3,1,100000000,510000000640,
0.782488,,Segment,2,3,1,100000000,510000000652,
0.962036,,Segment,4,3,1,100000000,510000000658,
0.966736,,Segment,2,3,1,100000000,510000000667,
0.937849,,Segment,1,2,1,100000000,510000000680,
0.991141,,Segment,7,4,1,100000000,510000000682,
0.939525,,Segment,6,2,1,100000000,510000000687,
0.83698,,Segment,4,4,1,100000000,510000000702,
0.994901,,Segment,4,3,1,100000000,510000000704,
0.997227,,Segment,2,2,1,100000000,510000000706,
0.875583,,Segment,4,3,1,100000001,510000000720,
0.976784,,Segment,2,2,1,100000001,510000000727,
0.995794,,Segment,1,1,1,100000001,510000000730,
0.748105,,Segment,6,3,1,100000002,510000000742,
0.956357,,Segment,7,2,1,100000002,510000000745,
0.852471,,Segment,5,2,1,100000001,510000000768,
