
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.996386,,Spine,7,3,1,100000002,610000002002,
0.930598,,Spine,3,2,1,100000002,610000002008,
0.942465,,Spine,2,2,1,100000000,610000002012,
0.794903,,Spine,8,5,1,100000002,610000002018,
0.998931,,Spine,7,3,1,100000002,610000002020,
0.952512,,Spine,3,2,1,100000002,610000002025,
0.991655,,Spine,3,2,1,100000000,610000002029,
0.997372,,Spine,4,4,1,100000000,610000002031,
0.960448,,Spine,2,2,1,100000000,610000002035,
0.977376,,Spine,5,1,1,100000002,610000002045,
0.920716,,Spine,5,2,1,100000001,610000002048,
0.962278,,Spine,1,2,1,100000001,610000002051,
0.889836,,Spine,3,2,1,100000002,610000002056,
0.972611,,Spine,7,3,1,100000002,610000002059,
0.975086,,Spine,3,1,1,100000002,610000002064,
0.971275,,Spine,7,3,1,100000002,610000002068,
0.992992,,Spine,7,3,1,100000002,610000002071,
0.976375,,Spine,7,3,1,100000002,610000002076,
0.976859,,Spine,0,1,1,100000002,610000002080,
0.997269,,Spine,7,4,1,100000002,610000002082,
0.983434,,Spine,1,1,1,100000002,610000002086,
0.996427,,Spine,3,4,1,100000001,610000002089,
0.947571,,Spine,5,1,1,100000002,610000002094,
0.980403,,Spine,4,2,1,100000002,610000002097,
0.99835,,Spine,4,2,1,100000002,610000002100,
0.988923,,Spine,0,1,1,100000001,610000002102,
0.978571,,Spine,7,3,1,100000002,610000002106,
0.914401,,Spine,4,3,1,100000000,610000002109,
0.996963,,Spine,4,2,1,100000002,610000002111,
0.717211,,Spine,0,1,1,100000001,610000002118,
0.915641,,Spine,1,2,1,100000001,610000002122,
0.913118,,Spine,7,3,1,100000002,610000002128,
0.99351,,Spine,3,2,1,100000001,610000002132,
0.997674,,Spine,6,3,1,100000002,610000002136,
0.995775,,Spine,7,4,1,100000002,610000002139,
0.934755,,Spine,3,2,1,100000002,610000002142,
0.998914,,Spine,2,1,1,100000002,610000002144,
0.808706,,Spine,0,1,1,100000001,610000002154,
0.996602,,Spine,4,2,1,100000000,610000002156,
0.928212,,Spine,1,1,1,100000000,610000002165,
0.97226,,Spine,0,1,1,100000001,610000002172,
0.987425,,Spine,7,3,1,100000002,610000002175,
0.961748,,Spine,3,3,1,100000002,610000002178,
0.965594,,Spine,7,3,1,100000002,610000002182,
0.995822,,Spine,1,2,1,100000000,610000002184,
0.816504,,Spine,2,1,1,100000001,610000002189,
0.994035,,Spine,4,2,1,100000002,610000002193,
0.996799,,Spine,4,4,1,100000000,610000002195,
0.996576,,Spine,3,2,1,100000002,610000002197,
0.937989,,Spine,3,2,1,100000002,610000002200,
0.959465,,Spine,5,2,1,100000001,610000002206,
0.997072,,Spine,2,3,1,100000001,610000002208,
0.99843,,Spine,5,1,1,100000002,610000002210,
0.976265,,Spine,4,2,1,100000002,610000002213,
0.996622,,Spine,4,2,1,100000001,610000002215,
0.989752,,Spine,4,1,1,100000001,610000002217,
0.992277,,Spine,0,1,1,100000000,610000002221,
0.969163,,Spine,5,1,1,100000002,610000002224,
0.980548,,Spine,1,1,1,100000001,610000002227,
0.952778,,Spine,3,2,1,100000001,610000002230,
0.994719,,Spine,6,3,1,100000002,610000002232,
0.996913,,Spine,1,2,1,100000000,610000002234,
0.985439,,Spine,7,3,1,100000002,610000002237,
0.947487,,Spine,3,3,1,100000001,610000002240,
0.987757,,Spine,3,1,1,100000002,610000002243,
0.992258,,Spine,2,3,1,100000002,610000002247,
0.94698,,Spine,4,3,1,100000001,610000002254,
0.999725,,Spine,3,4,1,100000001,610000002256,
0.868154,,Spine,4,3,1,100000001,610000002262,
0.927312,,Spine,7,3,1,100000000,610000002265,
0.996994,,Spine,4,3,1,100000002,610000002268,
0.987547,,Spine,3,3,1,100000002,610000002270,
0.99777,,Spine,3,3,1,100000000,610000002272,
0.97638,,Spine,3,2,1,100000000,610000002275,
0.995528,,Spine,4,2,1,100000002,610000002277,
0.980586,,Spine,0,1,1,100000002,610000002280,
0.991532,,Spine,1,2,1,100000001,610000002283,
0.955054,,Spine,2,2,1,100000000,610000002285,
0.996985,,Spine,1,2,1,100000001,610000002289,
0.996726,,Spine,5,5,1,100000000,610000002291,
0.996949,,Spine,4,2,1,100000002,610000002293,
0.987486,,Spine,0,1,1,100000002,610000002296,
0.956593,,Spine,4,3,1,100000001,610000002299,
0.868554,,Spine,5,4,1,100000002,610000002304,
0.997612,,Spine,4,4,1,100000000,610000002306,
0.983565,,Spine,1,1,1,100000002,610000002310,
0.987216,,Spine,0,1,1,100000002,610000002313,
0.900422,,Spine,2,1,1,100000002,610000002316,
0.990774,,Spine,3,2,1,100000002,610000002318,
0.995244,,Spine,3,2,1,100000002,610000002321,
0.997409,,Spine,3,2,1,100000002,610000002323,
0.810376,,Spine,0,1,1,100000000,610000002333,
0.987644,,Spine,2,3,1,100000001,610000002336,
0.971703,,Spine,7,3,1,100000000,610000002338,
0.960761,,Spine,4,1,1,100000002,610000002341,
0.997126,,Spine,7,3,1,100000002,610000002343,
0.998374,,Spine,2,3,1,100000001,610000002345,
0.870185,,Spine,7,3,1,100000000,610000002349,
0.989873,,Spine,3,1,1,100000001,610000002351,
0.952661,,Spine,1,1,1,100000001,610000002356,
0.958779,,Spine,2,2,1,100000002,610000002359,
0.873068,,Spine,2,3,1,100000001,610000002362,
0.997263,,Spine,5,1,1,100000002,610000002364,
0.98817,,Spine,5,1,1,100000002,610000002370,
0.991561,,Spine,1,2,1,100000001,610000002373,
0.998409,,Spine,2,2,1,100000002,610000002375,
0.991922,,Spine,7,3,1,100000002,610000002378,
0.98929,,Spine,6,3,1,100000002,610000002380,
0.999131,,Spine,7,3,1,100000002,610000002382,
0.997814,,Spine,3,2,1,100000002,610000002386,
0.995846,,Spine,7,3,1,100000002,610000002388,
0.996859,,Spine,4,2,1,100000001,610000002390,
0.989636,,Spine,1,1,1,100000002,610000002394,
0.996791,,Spine,5,2,1,100000000,610000002396,
0.996766,,Spine,0,1,1,100000002,610000002398,
0.987152,,Spine,4,1,1,100000001,610000002400,
0.994708,,Spine,4,2,1,100000002,610000002402,
0.986598,,Spine,2,3,1,100000002,610000002405,
0.826245,,Spine,0,1,1,100000000,610000002415,
0.998931,,Spine,2,2,1,100000002,610000002417,
0.979889,,Spine,4,2,1,100000001,610000002421,
0.893324,,Spine,2,2,1,100000002,610000002424,
0.993589,,Spine,2,1,1,100000002,610000002426,
0.98842,,Spine,7,3,1,100000002,610000002428,
0.992995,,Spine,3,2,1,100000002,610000002430,
0.934665,,Spine,4,2,1,100000001,610000002432,
0.996328,,Spine,7,3,1,100000002,610000002434,
0.920538,,Spine,4,3,1,100000001,610000002438,
0.903126,,Spine,8,5,1,100000002,610000002444,
0.964642,,Spine,1,2,1,100000001,610000002447,
0.961243,,Spine,2,2,1,100000002,610000002451,
0.989156,,Spine,3,2,1,100000001,610000002453,
0.995835,,Spine,3,2,1,100000002,610000002457,
0.980757,,Spine,1,2,1,100000002,610000002459,
0.81437,,Spine,0,1,1,100000001,610000002468,
0.997339,,Spine,3,2,1,100000000,610000002470,
0.9784,,Spine,4,3,1,100000002,610000002474,
0.946222,,Spine,0,1,1,100000001,610000002478,
0.997783,,Spine,3,4,1,100000001,610000002480,
0.996564,,Spine,1,1,1,100000002,610000002483,
0.997886,,Spine,1,1,1,100000002,610000002485,
0.982307,,Spine,2,2,1,100000002,610000002488,
0.99385,,Spine,2,2,1,100000002,610000002493,
0.899475,,Spine,0,1,1,100000000,610000002497,
0.991532,,Spine,4,2,1,100000001,610000002499,
0.974746,,Spine,1,2,1,100000001,610000002504,
0.982537,,Spine,0,1,1,100000002,610000002507,
0.998992,,Spine,4,2,1,100000002,610000002509,
0.980725,,Spine,4,2,1,100000002,610000002512,
0.998344,,Spine,6,3,1,100000002,610000002514,
0.994245,,Spine,2,2,1,100000002,610000002516,
0.986474,,Spine,2,2,1,100000002,610000002518,
0.984634,,Spine,0,1,1,100000002,610000002521,
0.999232,,Spine,2,1,1,100000002,610000002524,
0.998924,,Spine,4,2,1,100000002,610000002526,
0.975997,,Spine,5,2,1,100000001,610000002529,
0.975898,,Spine,6,3,1,100000002,610000002531,
0.978492,,Spine,5,3,1,100000001,610000002535,
0.989695,,Spine,0,1,1,100000000,610000002537,
0.998232,,Spine,3,2,1,100000002,610000002539,
0.997876,,Spine,4,2,1,100000002,610000002541,
0.99888,,Spine,2,3,1,100000002,610000002545,
0.997536,,Spine,3,3,1,100000000,610000002548,
0.995479,,Spine,4,3,1,100000001,610000002551,
0.969061,,Spine,0,1,1,100000000,610000002557,
0.995142,,Spine,3,1,1,100000001,610000002560,
0.970883,,Spine,7,4,1,100000002,610000002563,
0.942546,,Spine,0,1,1,100000000,610000002569,
0.98405,,Spine,3,2,1,100000002,610000002571,
0.990751,,Spine,4,3,1,100000002,610000002573,
0.988108,,Spine,5,3,1,100000002,610000002578,
0.993452,,Spine,7,3,1,100000000,610000002580,
0.984316,,Spine,4,3,1,100000001,610000002583,
0.971989,,Spine,2,3,1,100000001,610000002585,
0.993131,,Spine,1,1,1,100000001,610000002587,
0.977334,,Spine,3,2,1,100000002,610000002590,
0.978497,,Spine,7,3,1,100000002,610000002594,
0.996963,,Spine,2,2,1,100000002,610000002596,
0.949385,,Spine,1,1,1,100000000,610000002602,
0.993753,,Spine,1,1,1,100000001,610000002605,
0.998025,,Spine,2,2,1,100000000,610000002607,
0.959681,,Spine,3,2,1,100000000,610000002609,
0.851114,,Spine,0,1,1,100000000,610000002617,
0.999459,,Spine,7,4,1,100000002,610000002619,
0.992403,,Spine,0,1,1,100000001,610000002622,
