
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
167,,Segment,2,1,Image 1,1,1,100000001,510000000037,
167,,Segment,2,0,Image 1,1,1,100000001,510000000072,
90,,Segment,2,6,Image 1,3,1,100000002,510000000086,
135,,Segment,2,5,Image 1,3,1,100000002,510000000091,
133,,Segment,2,4,Image 1,3,1,100000002,510000000113,
102,,Segment,2,3,Image 1,2,1,100000002,510000000137,
162,,Segment,2,2,Image 1,1,1,100000002,510000000154,
162,,Segment,2,1,Image 1,1,1,100000002,510000000158,
162,,Segment,2,0,Image 1,1,1,100000002,510000000169,
134,,Segment,2,5,Image 1,4,1,100000002,510000000203,
90,,Segment,2,6,Image 1,4,1,100000002,510000000205,
92,,Segment,2,4,Image 1,2,1,100000002,510000000215,
106,,Segment,2,3,Image 1,3,1,100000001,510000000226,
93,,Segment,2,2,Image 1,3,1,100000001,510000000232,
150,,Segment,2,1,Image 1,2,1,100000001,510000000240,
136,,Segment,2,0,Image 1,1,1,100000001,510000000247,
117,,Segment,2,7,Image 1,3,1,100000000,510000000287,
84,,Segment,2,6,Image 1,3,1,100000000,510000000295,
86,,Segment,2,5,Image 1,2,1,100000000,510000000299,
113,,Segment,2,3,Image 1,2,1,100000000,510000000311,
113,,Segment,2,2,Image 1,2,1,100000000,510000000318,
142,,Segment,2,1,Image 1,1,1,100000000,510000000322,
130,,Segment,2,0,Image 1,1,1,100000000,510000000334,
103,,Segment,2,3,Image 1,4,1,100000001,510000000350,
111,,Segment,2,5,Image 1,5,1,100000000,510000000358,
111,,Segment,2,4,Image 1,4,1,100000000,510000000382,
113,,Segment,2,3,Image 1,3,1,100000000,510000000393,
111,,Segment,2,5,Image 1,4,1,100000000,510000000395,
136,,Segment,2,7,Image 1,3,1,100000002,510000000434,
109,,Segment,2,6,Image 1,2,1,100000002,510000000436,
109,,Segment,2,5,Image 1,2,1,100000002,510000000439,
127,,Segment,2,4,Image 1,2,1,100000002,510000000454,
151,,Segment,2,3,Image 1,1,1,100000002,510000000470,
151,,Segment,2,2,Image 1,1,1,100000002,510000000476,
163,,Segment,2,1,Image 1,1,1,100000002,510000000488,
174,,Segment,2,0,Image 1,1,1,100000002,510000000511,
120,,Segment,2,4,Image 1,2,1,100000000,510000000519,
120,,Segment,2,3,Image 1,2,1,100000000,510000000539,
89,,Segment,2,2,Image 1,2,1,100000000,510000000557,
142,,Segment,2,1,Image 1,2,1,100000000,510000000579,
125,,Segment,2,0,Image 1,1,1,100000000,510000000589,
113,,Segment,2,4,Image 1,3,1,100000000,510000000606,
117,,Segment,2,4,Image 1,3,1,100000000,510000000624,
107,,Segment,2,3,Image 1,3,1,100000000,510000000640,
107,,Segment,2,2,Image 1,3,1,100000000,510000000652,
124,,Segment,2,4,Image 1,3,1,100000000,510000000658,
95,,Segment,2,2,Image 1,3,1,100000000,510000000667,
120,,Segment,2,1,Image 1,2,1,100000000,510000000680,
79,,Segment,2,7,Image 1,4,1,100000000,510000000682,
89,,Segment,2,6,Image 1,2,1,100000000,510000000687,
99,,Segment,2,4,Image 1,4,1,100000000,510000000702,
86,,Segment,2,4,Image 1,3,1,100000000,510000000704,
95,,Segment,2,2,Image 1,2,1,100000000,510000000706,
117,,Segment,2,4,Image 1,3,1,100000001,510000000720,
135,,Segment,2,2,Image 1,2,1,100000001,510000000727,
150,,Segment,2,1,Image 1,1,1,100000001,510000000730,
111,,Segment,2,6,Image 1,3,1,100000002,510000000742,
98,,Segment,2,7,Image 1,2,1,100000002,510000000745,
151,,Segment,2,5,Image 1,2,1,100000001,510000000768,
157,,Segment,2,4,Image 1,1,1,100000001,510000000778,
93,,Segment,2,3,Image 1,1,1,100000001,510000000785,
101,,Segment,2,2,Image 1,1,1,100000001,510000000803,
117,,Segment,2,1,Image 1,1,1,100000001,510000000808,
146,,Segment,2,0,Image 1,1,1,100000001,510000000815,
109,,Segment,2,6,Image 1,3,1,100000002,510000000828,
120,,Segment,2,3,Image 1,2,1,100000001,510000000868,
99,,Segment,2,2,Image 1,2,1,100000000,510000000875,
133,,Segment,2,5,Image 1,1,1,100000002,510000000892,
133,,Segment,2,4,Image 1,1,1,100000002,510000000905,
163,,Segment,2,3,Image 1,3,1,100000002,510000000931,
163,,Segment,2,2,Image 1,2,1,100000002,510000000969,
149,,Segment,2,5,Image 1,3,1,100000002,510000000977,
163,,Segment,2,3,Image 1,2,1,100000002,510000000989,
127,,Segment,2,8,Image 1,5,1,100000002,510000001000,
144,,Segment,2,7,Image 1,5,1,100000002,510000001009,
184,,Segment,2,6,Image 1,4,1,100000002,510000001026,
184,,Segment,2,5,Image 1,3,1,100000002,510000001029,
182,,Segment,2,4,Image 1,3,1,100000002,510000001050,
145,,Segment,2,2,Image 1,2,1,100000002,510000001056,
162,,Segment,2,1,Image 1,2,1,100000002,510000001066,
133,,Segment,2,5,Image 1,2,1,100000002,510000001071,
84,,Segment,2,3,Image 1,3,1,100000000,510000001075,
91,,Segment,2,2,Image 1,1,1,100000000,510000001077,
137,,Segment,2,7,Image 1,4,1,100000002,510000001091,
127,,Segment,2,8,Image 1,6,1,100000002,510000001099,
98,,Segment,2,4,Image 1,2,1,100000002,510000001117,
114,,Segment,2,3,Image 1,2,1,100000002,510000001138,
154,,Segment,2,2,Image 1,2,1,100000002,510000001145,
163,,Segment,2,1,Image 1,2,1,100000002,510000001149,
112,,Segment,2,4,Image 1,2,1,100000002,510000001156,
151,,Segment,2,5,Image 1,1,1,100000001,510000001161,
93,,Segment,2,2,Image 1,3,1,100000001,510000001177,
83,,Segment,2,4,Image 1,2,1,100000001,510000001182,
95,,Segment,2,4,Image 1,1,1,100000001,510000001189,
135,,Segment,2,3,Image 1,1,1,100000001,510000001207,
144,,Segment,2,2,Image 1,1,1,100000001,510000001215,
163,,Segment,2,4,Image 1,3,1,100000002,510000001227,
119,,Segment,2,3,Image 1,3,1,100000001,510000001235,
167,,Segment,2,1,Image 1,2,1,100000001,510000001242,
138,,Segment,2,4,Image 1,2,1,100000001,510000001257,
135,,Segment,2,3,Image 1,2,1,100000001,510000001262,
174,,Segment,2,4,Image 1,2,1,100000002,510000001290,
172,,Segment,2,2,Image 1,2,1,100000002,510000001311,
105,,Segment,2,5,Image 1,3,1,100000001,510000001317,
117,,Segment,2,4,Image 1,2,1,100000001,510000001319,
184,,Segment,2,6,Image 1,3,1,100000002,510000001323,
80,,Segment,2,5,Image 1,2,1,100000001,510000001326,
182,,Segment,2,5,Image 1,4,1,100000002,510000001329,
141,,Segment,2,4,Image 1,3,1,100000001,510000001345,
95,,Segment,2,4,Image 1,2,1,100000001,510000001347,
93,,Segment,2,2,Image 1,2,1,100000001,510000001349,
188,,Segment,2,4,Image 1,3,1,100000002,510000001367,
151,,Segment,2,1,Image 1,2,1,100000001,510000001393,
137,,Segment,2,2,Image 1,3,1,100000002,510000001407,
130,,Segment,2,1,Image 1,2,1,100000002,510000001414,
142,,Segment,2,0,Image 1,1,1,100000002,510000001429,
168,,Segment,2,3,Image 1,3,1,100000002,510000001456,
147,,Segment,2,2,Image 1,2,1,100000002,510000001468,
164,,Segment,2,1,Image 1,1,1,100000002,510000001474,
152,,Segment,2,0,Image 1,1,1,100000002,510000001487,
178,,Segment,2,0,Image 1,1,1,100000002,510000001518,
112,,Segment,2,3,Image 1,3,1,100000002,510000001525,
172,,Segment,2,3,Image 1,3,1,100000002,510000001532,
145,,Segment,2,4,Image 1,2,1,100000002,510000001536,
149,,Segment,2,2,Image 1,3,1,100000002,510000001546,
144,,Segment,2,2,Image 1,3,1,100000002,510000001552,
153,,Segment,2,3,Image 1,2,1,100000002,510000001574,
129,,Segment,2,2,Image 1,1,1,100000002,510000001576,
127,,Segment,2,1,Image 1,1,1,100000002,510000001585,
165,,Segment,2,3,Image 1,3,1,100000002,510000001590,
130,,Segment,2,3,Image 1,1,1,100000002,510000001598,
151,,Segment,2,3,Image 1,2,1,100000002,510000001605,
142,,Segment,2,2,Image 1,2,1,100000002,510000001617,
142,,Segment,2,3,Image 1,2,1,100000002,510000001620,
130,,Segment,2,0,Image 1,1,1,100000000,510000001629,
124,,Segment,2,1,Image 1,1,1,100000000,510000001632,
99,,Segment,2,2,Image 1,2,1,100000001,510000001634,
135,,Segment,2,2,Image 1,1,1,100000002,510000001637,
141,,Segment,2,2,Image 1,2,1,100000002,510000001642,
162,,Segment,2,2,Image 1,2,1,100000002,510000001644,
152,,Segment,2,1,Image 1,2,1,100000002,510000001648,
153,,Segment,2,0,Image 1,1,1,100000002,510000001669,
149,,Segment,2,0,Image 1,1,1,100000002,510000001688,
102,,Segment,2,0,Image 1,1,1,100000000,510000001691,
85,,Segment,2,0,Image 1,1,1,100000001,510000001701,
111,,Segment,2,0,Image 1,1,1,100000000,510000001721,
161,,Segment,2,0,Image 1,1,1,100000002,510000001739,
169,,Segment,2,0,Image 1,1,1,100000002,510000001746,
86,,Segment,2,4,Image 1,2,1,100000000,510000001754,
86,,Segment,2,5,Image 1,3,1,100000000,510000001755,
107,,Segment,2,3,Image 1,4,1,100000000,510000001756,
119,,Segment,2,3,Image 1,2,1,100000001,510000001762,
98,,Segment,2,3,Image 1,1,1,100000002,510000001766,
174,,Segment,2,3,Image 1,2,1,100000002,510000001767,
145,,Segment,2,3,Image 1,2,1,100000002,510000001768,
116,,Segment,2,2,Image 1,2,1,100000002,510000001773,
