
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-103.815,°,Spine,7,3,1,100000002,610000002002,
-66.3959,°,Spine,3,2,1,100000002,610000002008,
-55.6158,°,Spine,2,2,1,100000000,610000002012,
59.7692,°,Spine,8,5,1,100000002,610000002018,
-53.6804,°,Spine,7,3,1,100000002,610000002020,
138.814,°,Spine,3,2,1,100000002,610000002025,
95.1944,°,Spine,3,2,1,100000000,610000002029,
125.122,°,Spine,4,4,1,100000000,610000002031,
-57.4089,°,Spine,2,2,1,100000000,610000002035,
-134.27,°,Spine,5,1,1,100000002,610000002045,
147.328,°,Spine,5,2,1,100000001,610000002048,
-45.5509,°,Spine,1,2,1,100000001,610000002051,
-66.3959,°,Spine,3,2,1,100000002,610000002056,
-87.5104,°,Spine,7,3,1,100000002,610000002059,
12.9741,°,Spine,3,1,1,100000002,610000002064,
-40.0137,°,Spine,7,3,1,100000002,610000002068,
-95.856,°,Spine,7,3,1,100000002,610000002071,
168.217,°,Spine,7,3,1,100000002,610000002076,
-92.583,°,Spine,0,1,1,100000002,610000002080,
-136.432,°,Spine,7,4,1,100000002,610000002082,
-154.543,°,Spine,1,1,1,100000002,610000002086,
-179.027,°,Spine,3,4,1,100000001,610000002089,
-120.276,°,Spine,5,1,1,100000002,610000002094,
-179.352,°,Spine,4,2,1,100000002,610000002097,
117.562,°,Spine,4,2,1,100000002,610000002100,
75.8053,°,Spine,0,1,1,100000001,610000002102,
-131.261,°,Spine,7,3,1,100000002,610000002106,
150.642,°,Spine,4,3,1,100000000,610000002109,
-51.2787,°,Spine,4,2,1,100000002,610000002111,
-87.4381,°,Spine,0,1,1,100000001,610000002118,
-156.457,°,Spine,1,2,1,100000001,610000002122,
-64.2693,°,Spine,7,3,1,100000002,610000002128,
-134.577,°,Spine,3,2,1,100000001,610000002132,
24.8365,°,Spine,6,3,1,100000002,610000002136,
-12.9946,°,Spine,7,4,1,100000002,610000002139,
4.8946,°,Spine,3,2,1,100000002,610000002142,
-80.2529,°,Spine,2,1,1,100000002,610000002144,
-78.9948,°,Spine,0,1,1,100000001,610000002154,
156.946,°,Spine,4,2,1,100000000,610000002156,
11.1262,°,Spine,1,1,1,100000000,610000002165,
109.068,°,Spine,0,1,1,100000001,610000002172,
114.52,°,Spine,7,3,1,100000002,610000002175,
-136.332,°,Spine,3,3,1,100000002,610000002178,
142.125,°,Spine,7,3,1,100000002,610000002182,
58.0219,°,Spine,1,2,1,100000000,610000002184,
-48.3044,°,Spine,2,1,1,100000001,610000002189,
117.562,°,Spine,4,2,1,100000002,610000002193,
71.7321,°,Spine,4,4,1,100000000,610000002195,
-125.538,°,Spine,3,2,1,100000002,610000002197,
161.131,°,Spine,3,2,1,100000002,610000002200,
-35.5306,°,Spine,5,2,1,100000001,610000002206,
-8.26996,°,Spine,2,3,1,100000001,610000002208,
-45,°,Spine,5,1,1,100000002,610000002210,
67.1194,°,Spine,4,2,1,100000002,610000002213,
161.723,°,Spine,4,2,1,100000001,610000002215,
-54.6451,°,Spine,4,1,1,100000001,610000002217,
50.1944,°,Spine,0,1,1,100000000,610000002221,
41.3209,°,Spine,5,1,1,100000002,610000002224,
