
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.192557,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002375,
0.226145,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002378,
0.363749,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002380,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002382,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002386,
0.201818,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002388,
0.176947,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000002390,
0.27505,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000002394,
0.162331,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000002396,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002398,
0.486992,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000002400,
0.294548,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002402,
0.162331,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000002405,
0.287962,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002415,
0.188273,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002417,
0.172476,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000002421,
0.294224,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002424,
0.162331,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002426,
0.222425,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002428,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002430,
0.202609,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000002432,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002434,
0.361426,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002438,
0.27532,µm,Spine,Spine Part Min Diameter,8,5,1,100000002,610000002444,
0.229618,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002447,
0.237211,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002451,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000002453,
0.243496,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002457,
0.405827,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000002459,
0.562744,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002468,
0.178497,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000002470,
0.19395,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000002474,
0.202064,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002478,
0.204683,µm,Spine,Spine Part Min Diameter,3,4,1,100000001,610000002480,
0.162331,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000002483,
0.162331,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000002485,
0.194863,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002488,
0.191326,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002493,
0.408484,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002497,
0.296984,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000002499,
0.333492,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002504,
0.205337,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002507,
0.342005,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002509,
0.243453,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002512,
0.162331,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002514,
0.162331,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002516,
0.246659,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002518,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002521,
0.243496,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002524,
0.187807,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002526,
0.182723,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000002529,
0.266324,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002531,
0.268969,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000002535,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002537,
0.243496,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002539,
0.180296,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002541,
0.182824,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000002545,
0.243496,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000002548,
0.202728,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002551,
0.544551,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002557,
0.175717,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000002560,
0.422596,µm,Spine,Spine Part Min Diameter,7,4,1,100000002,610000002563,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002569,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002571,
0.200882,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000002573,
0.353255,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000002578,
0.22448,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000002580,
0.386804,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002583,
0.162331,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002585,
0.253996,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002587,
0.173042,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002590,
0.223205,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002594,
0.162331,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002596,
0.23749,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000002602,
0.197406,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002605,
0.308749,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000002607,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000002609,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002617,
0.201405,µm,Spine,Spine Part Min Diameter,7,4,1,100000002,610000002619,
0.188183,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002622,
0.162331,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002625,
0.268226,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000002629,
0.322775,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002632,
1.52475,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002637,
0.350409,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002640,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000002642,
0.198236,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000002646,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002648,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000002650,
0.243496,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000002655,
0.349998,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002661,
0.557306,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002666,
0.170825,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000002668,
0.220987,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002671,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002674,
0.358113,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002678,
0.223081,µm,Spine,Spine Part Min Diameter,7,4,1,100000002,610000002680,
0.260536,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002682,
0.548825,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002684,
0.319241,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002686,
0.342416,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002688,
0.231912,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002691,
0.162331,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000002695,
0.168414,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002697,
0.181475,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000002700,
0.162331,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000002702,
0.168288,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000002704,
0.226759,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000002707,
0.19053,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002713,
0.554465,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002725,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002733,
0.30437,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000002735,
0.174211,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002737,
0.187981,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002740,
0.206985,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002742,
0.268939,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000002744,
0.162331,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000002747,
0.238198,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002749,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002757,
0.275166,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002760,
0.363272,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000002762,
0.305119,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000002765,
0.393794,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002767,
0.164972,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002770,
0.215517,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002774,
0.253704,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000002777,
0.282016,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002779,
0.197978,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002781,
0.776612,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002789,
0.405827,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002795,
0.352418,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002798,
0.243496,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002800,
0.243496,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000002802,
0.294821,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000002805,
0.314516,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002807,
0.272374,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000002809,
0.287987,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000002811,
0.412619,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002814,
0.210838,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002816,
0.266706,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002818,
0.193453,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000002820,
0.21992,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002823,
0.309112,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002825,
0.162331,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002827,
0.390749,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002829,
0.330255,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002832,
0.162331,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000002834,
0.180754,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002837,
0.196309,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000002839,
0.300493,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002841,
0.34093,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002843,
0.387234,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000002845,
0.970248,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002851,
0.370258,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002853,
0.198232,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002855,
0.324661,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002858,
0.216724,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002860,
0.205485,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000002862,
0.305638,µm,Spine,Spine Part Min Diameter,8,5,1,100000002,610000002864,
0.289177,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000002869,
0.382545,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000002872,
0.203668,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000002875,
0.206441,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002877,
0.162331,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000002879,
0.190103,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000002882,
0.199559,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002884,
0.243496,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002890,
0.281889,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000002892,
0.194217,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002896,
0.298029,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002900,
0.223205,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000002903,
0.210083,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002907,
0.290347,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000002909,
0.275213,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000002911,
0.174987,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000002916,
0.309308,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002919,
0.162331,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000002921,
0.182268,µm,Spine,Spine Part Min Diameter,8,5,1,100000002,610000002927,
0.22139,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000002929,
0.185586,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002932,
0.388341,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002939,
0.248586,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000002942,
0.189807,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000002944,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002951,
0.29953,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002954,
0.177,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000002957,
0.462364,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002962,
0.173816,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000002966,
0.198898,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000002968,
1.66575,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002972,
0.162331,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002974,
0.221627,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002977,
0.212937,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002982,
0.21212,µm,Spine,Spine Part Min Diameter,3,4,1,100000001,610000002984,
0.207713,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002987,
0.544551,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002993,
0.258246,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002995,
0.197841,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000002997,
0.176615,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003000,
0.280032,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003002,
0.291376,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003004,
0.185194,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003006,
0.389763,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003008,
0.305181,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003010,
0.296233,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003012,
0.162331,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003014,
0.261062,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000003017,
0.283407,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000003019,
0.1886,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000003021,
0.244728,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003024,
0.316044,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003026,
0.162331,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003032,
0.58955,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003038,
0.773339,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003043,
0.168213,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000003047,
0.211859,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000003049,
0.202023,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003051,
0.162331,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003053,
0.206305,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003055,
0.243496,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000003057,
0.324309,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003060,
0.31483,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000003062,
0.794308,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003067,
0.232239,µm,Spine,Spine Part Min Diameter,7,4,1,100000002,610000003072,
0.24096,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003074,
0.586396,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003081,
0.216706,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000003084,
0.30796,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003087,
0.260791,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000003089,
0.336205,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003093,
0.162331,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003095,
0.554379,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003099,
0.213059,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003101,
0.283931,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003103,
0.319226,µm,Spine,Spine Part Min Diameter,8,5,1,100000002,610000003105,
0.34311,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000003107,
0.393713,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000003109,
0.345941,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003111,
0.398395,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003113,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003117,
0.243496,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003120,
