
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002002,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002008,
0.162331,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000002012,
0.179546,µm,Spine,Spine Part Min Diameter,8,5,1,100000002,610000002018,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002020,
0.162941,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002025,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000002029,
0.162331,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000002031,
0.162331,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000002035,
0.191915,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002045,
0.188851,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000002048,
0.162331,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002051,
0.164773,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002056,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002059,
0.162331,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000002064,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002068,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002071,
0.183156,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002076,
0.188131,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002080,
0.236475,µm,Spine,Spine Part Min Diameter,7,4,1,100000002,610000002082,
0.167144,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000002086,
0.211804,µm,Spine,Spine Part Min Diameter,3,4,1,100000001,610000002089,
0.162331,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002094,
0.162331,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002097,
0.245318,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002100,
0.181993,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002102,
0.203024,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002106,
0.253822,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000002109,
0.162331,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002111,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002118,
0.184322,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002122,
0.187254,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002128,
0.165749,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000002132,
0.169511,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002136,
0.162331,µm,Spine,Spine Part Min Diameter,7,4,1,100000002,610000002139,
0.169103,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002142,
0.162331,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002144,
0.164269,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002154,
0.162331,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000002156,
0.19305,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000002165,
0.708007,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002172,
0.162331,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002175,
0.229394,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000002178,
0.171208,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002182,
0.202825,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000002184,
0.162331,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000002189,
0.214614,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002193,
0.162331,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000002195,
0.243496,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002197,
0.181282,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002200,
0.20841,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000002206,
0.192768,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002208,
0.220464,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002210,
0.211267,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002213,
0.271173,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000002215,
0.162331,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000002217,
0.489315,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002221,
0.162331,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002224,
0.169523,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002227,
0.162331,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000002230,
0.307439,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000002232,
0.243496,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000002234,
0.167745,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002237,
0.162331,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000002240,
0.182171,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000002243,
0.183444,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000002247,
0.302481,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002254,
0.195887,µm,Spine,Spine Part Min Diameter,3,4,1,100000001,610000002256,
0.162331,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002262,
0.209101,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000002265,
0.162331,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000002268,
0.162331,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000002270,
0.192768,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000002272,
0.171583,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000002275,
0.222032,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002277,
0.298861,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002280,
0.365957,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002283,
0.214585,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000002285,
0.210543,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002289,
0.224027,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000002291,
0.416432,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000002293,
0.30262,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002296,
0.294746,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000002299,
0.279846,µm,Spine,Spine Part Min Diameter,5,4,1,100000002,610000002304,
0.162331,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000002306,
0.245993,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000002310,
0.201895,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002313,
0.25755,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002316,
0.190976,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002318,
0.201417,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002321,
0.368807,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002323,
0.162331,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002333,
0.367249,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002336,
0.246527,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000002338,
0.203532,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000002341,
0.419453,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000002343,
0.243496,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002345,
0.243496,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000002349,
0.275276,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000002351,
0.162771,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002356,
0.195749,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002359,
0.345454,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000002362,
0.283312,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002364,
0.192544,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000002370,
0.214765,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002373,
