
Spine Center Intensity Max Ch=2 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
107,,Spine,2,7,Image 1,3,1,100000002,610000002002,
57,,Spine,2,3,Image 1,2,1,100000002,610000002008,
72,,Spine,2,2,Image 1,2,1,100000000,610000002012,
81,,Spine,2,8,Image 1,5,1,100000002,610000002018,
48,,Spine,2,7,Image 1,3,1,100000002,610000002020,
57,,Spine,2,3,Image 1,2,1,100000002,610000002025,
49,,Spine,2,3,Image 1,2,1,100000000,610000002029,
45,,Spine,2,4,Image 1,4,1,100000000,610000002031,
64,,Spine,2,2,Image 1,2,1,100000000,610000002035,
79,,Spine,2,5,Image 1,1,1,100000002,610000002045,
58,,Spine,2,5,Image 1,2,1,100000001,610000002048,
98,,Spine,2,1,Image 1,2,1,100000001,610000002051,
57,,Spine,2,3,Image 1,2,1,100000002,610000002056,
38,,Spine,2,7,Image 1,3,1,100000002,610000002059,
77,,Spine,2,3,Image 1,1,1,100000002,610000002064,
61,,Spine,2,7,Image 1,3,1,100000002,610000002068,
66,,Spine,2,7,Image 1,3,1,100000002,610000002071,
61,,Spine,2,7,Image 1,3,1,100000002,610000002076,
145,,Spine,2,0,Image 1,1,1,100000002,610000002080,
92,,Spine,2,7,Image 1,4,1,100000002,610000002082,
136,,Spine,2,1,Image 1,1,1,100000002,610000002086,
50,,Spine,2,3,Image 1,4,1,100000001,610000002089,
79,,Spine,2,5,Image 1,1,1,100000002,610000002094,
59,,Spine,2,4,Image 1,2,1,100000002,610000002097,
71,,Spine,2,4,Image 1,2,1,100000002,610000002100,
80,,Spine,2,0,Image 1,1,1,100000001,610000002102,
61,,Spine,2,7,Image 1,3,1,100000002,610000002106,
20,,Spine,2,4,Image 1,3,1,100000000,610000002109,
63,,Spine,2,4,Image 1,2,1,100000002,610000002111,
61,,Spine,2,0,Image 1,1,1,100000001,610000002118,
28,,Spine,2,1,Image 1,2,1,100000001,610000002122,
91,,Spine,2,7,Image 1,3,1,100000002,610000002128,
115,,Spine,2,3,Image 1,2,1,100000001,610000002132,
62,,Spine,2,6,Image 1,3,1,100000002,610000002136,
92,,Spine,2,7,Image 1,4,1,100000002,610000002139,
82,,Spine,2,3,Image 1,2,1,100000002,610000002142,
104,,Spine,2,2,Image 1,1,1,100000002,610000002144,
61,,Spine,2,0,Image 1,1,1,100000001,610000002154,
26,,Spine,2,4,Image 1,2,1,100000000,610000002156,
113,,Spine,2,1,Image 1,1,1,100000000,610000002165,
62,,Spine,2,0,Image 1,1,1,100000001,610000002172,
78,,Spine,2,7,Image 1,3,1,100000002,610000002175,
59,,Spine,2,3,Image 1,3,1,100000002,610000002178,
79,,Spine,2,7,Image 1,3,1,100000002,610000002182,
106,,Spine,2,1,Image 1,2,1,100000000,610000002184,
109,,Spine,2,2,Image 1,1,1,100000001,610000002189,
71,,Spine,2,4,Image 1,2,1,100000002,610000002193,
45,,Spine,2,4,Image 1,4,1,100000000,610000002195,
81,,Spine,2,3,Image 1,2,1,100000002,610000002197,
33,,Spine,2,3,Image 1,2,1,100000002,610000002200,
50,,Spine,2,5,Image 1,2,1,100000001,610000002206,
