
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1494.49,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000002432,
1495.84,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002434,
1496.91,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000002438,
1493.39,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000002453,
1494.08,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000002483,
1494.02,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000002485,
1493.75,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002488,
1494.27,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002493,
1495.93,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002512,
1495.97,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000002514,
1495.72,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002516,
1495.71,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002518,
1494.65,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002521,
1495.89,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002537,
1493.79,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002539,
1495,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002548,
1495.33,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002560,
1495.24,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002571,
1497,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000002580,
1496.99,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002590,
1494.16,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002596,
1493.95,µm,Spine,Spine Attachment Pt Position,7,4,1,100000002,610000002619,
1494.43,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002622,
1493.46,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002625,
1496.72,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000002642,
1496.35,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000002646,
1494.84,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002648,
1497.45,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000002650,
1493.61,µm,Spine,Spine Attachment Pt Position,6,4,1,100000002,610000002668,
1495.77,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002671,
1497.01,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002678,
1493.94,µm,Spine,Spine Attachment Pt Position,7,4,1,100000002,610000002680,
1495.32,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002688,
1495.79,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002691,
1494.14,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000002704,
1495.73,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000002735,
1493.83,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002737,
1496.79,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000002742,
1494.96,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002744,
1493.82,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002749,
1493.84,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002760,
1496.89,µm,Spine,Spine Attachment Pt Position,4,1,1,100000002,610000002765,
1496.3,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002767,
1496.15,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002800,
1495.84,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002805,
1496.31,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002807,
1496.05,µm,Spine,Spine Attachment Pt Position,6,2,1,100000002,610000002811,
1495.8,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002814,
1496.1,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000002818,
1496.26,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000002820,
1494.87,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002823,
1495.58,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002827,
1494.73,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000002832,
1495.15,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002841,
1496.62,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002843,
1495.18,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002855,
1494.29,µm,Spine,Spine Attachment Pt Position,8,5,1,100000002,610000002864,
1496.68,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000002872,
1493.9,µm,Spine,Spine Attachment Pt Position,5,5,1,100000000,610000002875,
1494.24,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000002879,
1494.79,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000002882,
1494.33,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000002900,
1495.02,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000002909,
1497.63,µm,Spine,Spine Attachment Pt Position,4,4,1,100000000,610000002921,
1496.17,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000002929,
1496.91,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002932,
1495.26,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000002968,
1497.09,µm,Spine,Spine Attachment Pt Position,5,1,1,100000002,610000002974,
1495.2,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002977,
1497.65,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000002982,
1496.48,µm,Spine,Spine Attachment Pt Position,3,4,1,100000001,610000002984,
1495.95,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000002995,
1494.5,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000003004,
1496.04,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000003012,
1496.1,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000003014,
1493.43,µm,Spine,Spine Attachment Pt Position,6,4,1,100000002,610000003017,
1496.62,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000003021,
1497.04,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003024,
1496.49,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003026,
1497.11,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000003049,
1496.13,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000003057,
1494,µm,Spine,Spine Attachment Pt Position,7,4,1,100000002,610000003072,
1493.57,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000003084,
1494.4,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000003087,
1495.48,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000003101,
1494.24,µm,Spine,Spine Attachment Pt Position,8,5,1,100000002,610000003105,
1496.64,µm,Spine,Spine Attachment Pt Position,4,1,1,100000002,610000003109,
1497.22,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003120,
1497.15,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000003126,
1496.93,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000003128,
1496.65,µm,Spine,Spine Attachment Pt Position,4,4,1,100000000,610000003131,
1495.95,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003133,
1494.39,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000003144,
1495.73,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000003160,
1495.99,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000003163,
1494.72,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003172,
1494.18,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000003178,
1497.05,µm,Spine,Spine Attachment Pt Position,5,1,1,100000002,610000003181,
1496.75,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003184,
1495.43,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000003198,
1495.95,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000003212,
1496.01,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003217,
1495.96,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003219,
1494.14,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003230,
1493.76,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000003237,
1493.8,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003242,
1496.5,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000003244,
1494.8,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000003248,
1495.99,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003250,
1494.67,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000003253,
1497.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003264,
1493.88,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000003268,
1496.22,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000003284,
1494.13,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003287,
1495.97,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003289,
1495.76,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003300,
1495.96,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003311,
1497.25,µm,Spine,Spine Attachment Pt Position,5,1,1,100000002,610000003313,
1494.81,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000003350,
1494.17,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000003358,
1495.97,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003361,
1493.96,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000003363,
1494.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003372,
1494.51,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000003380,
1494.83,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000003382,
1494.15,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003386,
1494.98,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003388,
1494.94,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000003396,
1497.48,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003417,
1493.84,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000003421,
1495.79,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000003426,
1493.55,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003434,
1494.41,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000003436,
1494.06,µm,Spine,Spine Attachment Pt Position,8,5,1,100000002,610000003450,
1495.29,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003463,
1495.81,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000003467,
1493.41,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000003470,
1495.51,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000003472,
1495.76,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000003527,
1496.06,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000003531,
1493.94,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003537,
1494.64,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003541,
1497.28,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000003547,
1493.91,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000003549,
1496.46,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003553,
1493.85,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000003556,
1496.79,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000003563,
1494.42,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000003577,
1495.74,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003580,
1494.9,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000003582,
1495.64,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003588,
1496.29,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000003594,
1493.72,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003614,
1495.32,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003616,
1493.44,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000003618,
1495.98,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003622,
1494.86,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003630,
1493.89,µm,Spine,Spine Attachment Pt Position,7,4,1,100000002,610000003636,
1497.18,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003647,
1495.06,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003651,
1495.08,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000003658,
1493.45,µm,Spine,Spine Attachment Pt Position,6,4,1,100000002,610000003682,
1496.91,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003691,
1494.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003700,
1494.03,µm,Spine,Spine Attachment Pt Position,5,5,1,100000000,610000003702,
1496.64,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000003704,
1495.91,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000003709,
1494.19,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000003719,
1496.47,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000003723,
1493.65,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000003728,
1494.69,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000003747,
1493.31,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000003750,
1494.26,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003752,
1496.95,µm,Spine,Spine Attachment Pt Position,5,1,1,100000002,610000003757,
1493.58,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003789,
1494.23,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000003798,
1496.02,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003800,
1496.21,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003802,
1494.18,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003807,
1493.65,µm,Spine,Spine Attachment Pt Position,6,4,1,100000002,610000003814,
1493.41,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000003825,
1496.79,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000003827,
1496.23,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000003835,
1497.14,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003838,
1497.24,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003844,
1496.04,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003850,
1495.08,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003855,
1496.3,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000003860,
1496.81,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000003862,
1496.06,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003870,
1495.97,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003875,
1495.98,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003880,
1493.88,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000003903,
1494.31,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003919,
1493.69,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000003933,
1493.49,µm,Spine,Spine Attachment Pt Position,6,4,1,100000002,610000003956,
1495.3,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003959,
1496.83,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003961,
1495.97,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003970,
1493.74,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003972,
1493.51,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003979,
1495.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000004004,
1497.43,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000004009,
1496.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004011,
1493.48,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000004031,
1495.43,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004036,
1496.07,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004049,
1493.75,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000004051,
1495.97,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000004053,
1495.98,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000004066,
1495.58,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000004085,
1495.47,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004091,
1496.7,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000004106,
1493.42,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000004116,
1497.1,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000004132,
1493.42,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000004147,
1494.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004186,
1493.35,µm,Spine,Spine Attachment Pt Position,7,5,1,100000002,610000004221,
1496.72,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004562,
1497,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004563,
1493.31,µm,Spine,Spine Attachment Pt Position,8,6,1,,610000004563,
1497.14,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004564,
1493.31,µm,Spine,Spine Attachment Pt Position,7,5,1,,610000004564,
1494.89,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004565,
1493.96,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000004565,
1494.78,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004566,
1493.84,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000004566,
1494.67,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004567,
1493.63,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000004567,
1497.68,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004568,
1493.58,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000004568,
1494.89,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004569,
1493.74,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000004569,
1497.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004570,
1495.3,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004570,
1493.78,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000004570,
1497.57,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004571,
1495.44,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004571,
1494.27,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004571,
1495.46,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004572,
1494.14,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004572,
1497.45,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004573,
1495.45,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004573,
1497.19,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004574,
1493.76,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000004574,
1495.42,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004574,
1497.21,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004575,
1495.33,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004575,
1494.51,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004576,
1495.33,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004576,
1497.23,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004577,
1497.49,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004578,
1495.43,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004578,
1497.18,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004579,
1495.47,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004579,
1497.04,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004580,
1495.51,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004580,
1493.31,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004580,
1497.15,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004581,
1496.81,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004582,
1497.66,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004582,
1493.82,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004582,
1497.4,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004583,
1494.34,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000004583,
1493.32,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004584,
1494.41,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000004584,
1497.22,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004585,
1494.42,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000004585,
1493.54,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004586,
1493.31,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000004587,
1494.63,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004587,
1493.57,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004588,
1494.84,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004588,
1497.38,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000004588,
1493.51,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004589,
1497.18,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000004589,
1495.19,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000004590,
1494.48,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004590,
1495.68,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000004591,
1494.76,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004591,
1496.23,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004592,
1496.28,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000004592,
1494.75,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004592,
1496.3,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004593,
1496.31,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004594,
1496.36,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004594,
1495.23,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004595,
1496.29,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004595,
1496.33,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004595,
1495.2,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004596,
1495.48,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000004596,
1495.37,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004597,
1495.42,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004597,
1496.33,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004597,
1495.73,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004598,
1496.35,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000004598,
1496.34,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000004599,
1495.71,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004599,
1495.21,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000004599,
1495.53,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004600,
1494.53,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004600,
1495.72,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004601,
1494.7,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004601,
1495.68,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004602,
1494.79,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000004602,
1496.31,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000004603,
1493.31,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004603,
1493.44,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000004604,
1496.99,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000004604,
1493.52,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004604,
1494.08,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000004605,
1497.01,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000004605,
