
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
126,,Segment,2,1,Image 1,1,1,100000001,510000000037,
126,,Segment,2,0,Image 1,1,1,100000001,510000000072,
57,,Segment,2,6,Image 1,3,1,100000002,510000000086,
95,,Segment,2,5,Image 1,3,1,100000002,510000000091,
95,,Segment,2,4,Image 1,3,1,100000002,510000000113,
90,,Segment,2,3,Image 1,2,1,100000002,510000000137,
135,,Segment,2,2,Image 1,1,1,100000002,510000000154,
118,,Segment,2,1,Image 1,1,1,100000002,510000000158,
125,,Segment,2,0,Image 1,1,1,100000002,510000000169,
129,,Segment,2,5,Image 1,4,1,100000002,510000000203,
80,,Segment,2,6,Image 1,4,1,100000002,510000000205,
68,,Segment,2,4,Image 1,2,1,100000002,510000000215,
97,,Segment,2,3,Image 1,3,1,100000001,510000000226,
44,,Segment,2,2,Image 1,3,1,100000001,510000000232,
130,,Segment,2,1,Image 1,2,1,100000001,510000000240,
130,,Segment,2,0,Image 1,1,1,100000001,510000000247,
70,,Segment,2,7,Image 1,3,1,100000000,510000000287,
70,,Segment,2,6,Image 1,3,1,100000000,510000000295,
63,,Segment,2,5,Image 1,2,1,100000000,510000000299,
91,,Segment,2,3,Image 1,2,1,100000000,510000000311,
96,,Segment,2,2,Image 1,2,1,100000000,510000000318,
113,,Segment,2,1,Image 1,1,1,100000000,510000000322,
64,,Segment,2,0,Image 1,1,1,100000000,510000000334,
83,,Segment,2,3,Image 1,4,1,100000001,510000000350,
96,,Segment,2,5,Image 1,5,1,100000000,510000000358,
90,,Segment,2,4,Image 1,4,1,100000000,510000000382,
91,,Segment,2,3,Image 1,3,1,100000000,510000000393,
65,,Segment,2,5,Image 1,4,1,100000000,510000000395,
119,,Segment,2,7,Image 1,3,1,100000002,510000000434,
98,,Segment,2,6,Image 1,2,1,100000002,510000000436,
102,,Segment,2,5,Image 1,2,1,100000002,510000000439,
110,,Segment,2,4,Image 1,2,1,100000002,510000000454,
128,,Segment,2,3,Image 1,1,1,100000002,510000000470,
128,,Segment,2,2,Image 1,1,1,100000002,510000000476,
138,,Segment,2,1,Image 1,1,1,100000002,510000000488,
155,,Segment,2,0,Image 1,1,1,100000002,510000000511,
43,,Segment,2,4,Image 1,2,1,100000000,510000000519,
101,,Segment,2,3,Image 1,2,1,100000000,510000000539,
84,,Segment,2,2,Image 1,2,1,100000000,510000000557,
135,,Segment,2,1,Image 1,2,1,100000000,510000000579,
101,,Segment,2,0,Image 1,1,1,100000000,510000000589,
71,,Segment,2,4,Image 1,3,1,100000000,510000000606,
41,,Segment,2,4,Image 1,3,1,100000000,510000000624,
100,,Segment,2,3,Image 1,3,1,100000000,510000000640,
74,,Segment,2,2,Image 1,3,1,100000000,510000000652,
73,,Segment,2,4,Image 1,3,1,100000000,510000000658,
60,,Segment,2,2,Image 1,3,1,100000000,510000000667,
88,,Segment,2,1,Image 1,2,1,100000000,510000000680,
70,,Segment,2,7,Image 1,4,1,100000000,510000000682,
50,,Segment,2,6,Image 1,2,1,100000000,510000000687,
57,,Segment,2,4,Image 1,4,1,100000000,510000000702,
34,,Segment,2,4,Image 1,3,1,100000000,510000000704,
47,,Segment,2,2,Image 1,2,1,100000000,510000000706,
102,,Segment,2,4,Image 1,3,1,100000001,510000000720,
89,,Segment,2,2,Image 1,2,1,100000001,510000000727,
130,,Segment,2,1,Image 1,1,1,100000001,510000000730,
90,,Segment,2,6,Image 1,3,1,100000002,510000000742,
98,,Segment,2,7,Image 1,2,1,100000002,510000000745,
113,,Segment,2,5,Image 1,2,1,100000001,510000000768,
103,,Segment,2,4,Image 1,1,1,100000001,510000000778,
86,,Segment,2,3,Image 1,1,1,100000001,510000000785,
98,,Segment,2,2,Image 1,1,1,100000001,510000000803,
100,,Segment,2,1,Image 1,1,1,100000001,510000000808,
120,,Segment,2,0,Image 1,1,1,100000001,510000000815,
90,,Segment,2,6,Image 1,3,1,100000002,510000000828,
94,,Segment,2,3,Image 1,2,1,100000001,510000000868,
67,,Segment,2,2,Image 1,2,1,100000000,510000000875,
130,,Segment,2,5,Image 1,1,1,100000002,510000000892,
130,,Segment,2,4,Image 1,1,1,100000002,510000000905,
112,,Segment,2,3,Image 1,3,1,100000002,510000000931,
151,,Segment,2,2,Image 1,2,1,100000002,510000000969,
127,,Segment,2,5,Image 1,3,1,100000002,510000000977,
146,,Segment,2,3,Image 1,2,1,100000002,510000000989,
84,,Segment,2,8,Image 1,5,1,100000002,510000001000,
132,,Segment,2,7,Image 1,5,1,100000002,510000001009,
114,,Segment,2,6,Image 1,4,1,100000002,510000001026,
168,,Segment,2,5,Image 1,3,1,100000002,510000001029,
116,,Segment,2,4,Image 1,3,1,100000002,510000001050,
134,,Segment,2,2,Image 1,2,1,100000002,510000001056,
130,,Segment,2,1,Image 1,2,1,100000002,510000001066,
130,,Segment,2,5,Image 1,2,1,100000002,510000001071,
84,,Segment,2,3,Image 1,3,1,100000000,510000001075,
64,,Segment,2,2,Image 1,1,1,100000000,510000001077,
