
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
7,,Spine,7,3,1,100000002,610000002002,
3,,Spine,3,2,1,100000002,610000002008,
2,,Spine,2,2,1,100000000,610000002012,
8,,Spine,8,5,1,100000002,610000002018,
7,,Spine,7,3,1,100000002,610000002020,
3,,Spine,3,2,1,100000002,610000002025,
3,,Spine,3,2,1,100000000,610000002029,
4,,Spine,4,4,1,100000000,610000002031,
2,,Spine,2,2,1,100000000,610000002035,
5,,Spine,5,1,1,100000002,610000002045,
5,,Spine,5,2,1,100000001,610000002048,
1,,Spine,1,2,1,100000001,610000002051,
3,,Spine,3,2,1,100000002,610000002056,
7,,Spine,7,3,1,100000002,610000002059,
3,,Spine,3,1,1,100000002,610000002064,
7,,Spine,7,3,1,100000002,610000002068,
7,,Spine,7,3,1,100000002,610000002071,
7,,Spine,7,3,1,100000002,610000002076,
0,,Spine,0,1,1,100000002,610000002080,
7,,Spine,7,4,1,100000002,610000002082,
1,,Spine,1,1,1,100000002,610000002086,
3,,Spine,3,4,1,100000001,610000002089,
5,,Spine,5,1,1,100000002,610000002094,
4,,Spine,4,2,1,100000002,610000002097,
4,,Spine,4,2,1,100000002,610000002100,
0,,Spine,0,1,1,100000001,610000002102,
7,,Spine,7,3,1,100000002,610000002106,
4,,Spine,4,3,1,100000000,610000002109,
4,,Spine,4,2,1,100000002,610000002111,
0,,Spine,0,1,1,100000001,610000002118,
1,,Spine,1,2,1,100000001,610000002122,
7,,Spine,7,3,1,100000002,610000002128,
3,,Spine,3,2,1,100000001,610000002132,
6,,Spine,6,3,1,100000002,610000002136,
7,,Spine,7,4,1,100000002,610000002139,
3,,Spine,3,2,1,100000002,610000002142,
2,,Spine,2,1,1,100000002,610000002144,
0,,Spine,0,1,1,100000001,610000002154,
4,,Spine,4,2,1,100000000,610000002156,
1,,Spine,1,1,1,100000000,610000002165,
-1,,Spine,0,1,1,100000001,610000002172,
7,,Spine,7,3,1,100000002,610000002175,
3,,Spine,3,3,1,100000002,610000002178,
7,,Spine,7,3,1,100000002,610000002182,
1,,Spine,1,2,1,100000000,610000002184,
2,,Spine,2,1,1,100000001,610000002189,
4,,Spine,4,2,1,100000002,610000002193,
4,,Spine,4,4,1,100000000,610000002195,
3,,Spine,3,2,1,100000002,610000002197,
3,,Spine,3,2,1,100000002,610000002200,
5,,Spine,5,2,1,100000001,610000002206,
2,,Spine,2,3,1,100000001,610000002208,
5,,Spine,5,1,1,100000002,610000002210,
4,,Spine,4,2,1,100000002,610000002213,
4,,Spine,4,2,1,100000001,610000002215,
4,,Spine,4,1,1,100000001,610000002217,
-1,,Spine,0,1,1,100000000,610000002221,
5,,Spine,5,1,1,100000002,610000002224,
1,,Spine,1,1,1,100000001,610000002227,
3,,Spine,3,2,1,100000001,610000002230,
6,,Spine,6,3,1,100000002,610000002232,
1,,Spine,1,2,1,100000000,610000002234,
7,,Spine,7,3,1,100000002,610000002237,
3,,Spine,3,3,1,100000001,610000002240,
3,,Spine,3,1,1,100000002,610000002243,
2,,Spine,2,3,1,100000002,610000002247,
4,,Spine,4,3,1,100000001,610000002254,
3,,Spine,3,4,1,100000001,610000002256,
4,,Spine,4,3,1,100000001,610000002262,
7,,Spine,7,3,1,100000000,610000002265,
4,,Spine,4,3,1,100000002,610000002268,
3,,Spine,3,3,1,100000002,610000002270,
